"subject","study","term","pool","mode","block","explicit","impasse","grid","mark","ixn","gwidth","gheight","graph","time_elapsed_m","question","relation","q","correct","discriminant","tri_score","orth_score","other_score","blank_score","answer","rt_s","condition"
"M2JR0","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",23.4419166666667,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE",-1,0,1,0,0,"U",66.193,"1112"
"M2JR0","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","2","",600,600,"triangular",23.7300166666667,"Which shift(s) are six hours long?","duration","6","TRUE",0,2,2,0,0,"E,G",8.313,"1112"
"M2JR0","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",24.04065,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE",-1,0,2,0,0,"B,F",18.549,"1112"
"M2JR0","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",24.5583666666667,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE",-1.08333333333333,0,1,1,0,"E,I",30.974,"1112"
"M2JR0","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","2","",600,600,"triangular",25.1987,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","TRUE",0,1,1,0,0,"I",38.328,"1112"
"M2JR0","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",25.34695,"Which shift(s) end at the same time as F?","ends","10","FALSE",-0.0833333333333333,0,0,1,0,"B",8.806,"1112"
"M2JR0","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",25.5374,"Which shift(s) start at 12pm?","starttime","11","FALSE",-1,0,2,0,0,"B,F",11.34,"1112"
"M2JR0","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",25.6828,"Which shift(s) start at the same time as F?","starts","12","FALSE",-1,0,1,0,0,"B",8.632,"1112"
"M2JR0","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","2","",600,600,"triangular",26.4194,"Which 2 shifts end when Z begins?","meets","13","FALSE",-0.583333333333333,1,2,1,0,"B,F,X",44.108,"1112"
"M2JR0","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",26.7995666666667,"Which shift(s) end at 3pm?","endtime","14","FALSE",0,0,0,0,1,"",22.723,"1112"
"M2JR0","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",27.27135,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE",-0.5,0,1,0,0,"F",28.22,"1112"
"VZBBV","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",0.4213,"Which shift(s) start at 11 am?","starttime","1","FALSE",-1,0,1,0,0,"A",9.974,"1113"
"VZBBV","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",0.505216666666667,"Which shift(s) start at the same time as D?","starts","2","FALSE",-0.0833333333333333,0,0,0,0,"J",4.964,"1113"
"VZBBV","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",0.616583333333333,"Which shift(s) begin when C ends?","meets","3","FALSE",0,0,0,0,1,"",6.606,"1113"
"VZBBV","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",0.633716666666667,"Which shift(s) end at 4 pm?","endtime","4","FALSE",-0.0833333333333333,0,0,1,0,"A",0.95,"1113"
"VZBBV","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",0.650383333333333,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE",-0.0833333333333333,0,0,1,0,"A",0.925,"1113"
"VZBBV","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","3","",600,600,"triangular",0.743916666666667,"Which shift(s) are six hours long?","duration","6","FALSE",-0.0833333333333333,0,0,1,0,"F",1.39,"1113"
"VZBBV","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",0.770633333333333,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE",-0.0833333333333333,0,0,1,0,"N",1.535,"1113"
"VZBBV","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",0.787283333333333,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE",-0.0833333333333333,0,0,1,0,"J",0.931,"1113"
"VZBBV","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","3","",600,600,"triangular",0.802016666666667,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","FALSE",-0.0833333333333333,0,0,1,0,"J",0.814,"1113"
"VZBBV","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",0.81475,"Which shift(s) end at the same time as F?","ends","10","FALSE",-0.0833333333333333,0,0,1,0,"J",0.698,"1113"
"VZBBV","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",0.826833333333333,"Which shift(s) start at 12pm?","starttime","11","FALSE",-0.0833333333333333,0,0,1,0,"J",0.653,"1113"
"VZBBV","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",0.84045,"Which shift(s) start at the same time as F?","starts","12","FALSE",-0.0833333333333333,0,0,1,0,"J",0.746,"1113"
"VZBBV","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","3","",600,600,"triangular",0.855783333333333,"Which 2 shifts end when Z begins?","meets","13","FALSE",-0.0833333333333333,0,0,1,0,"K",0.849,"1113"
"VZBBV","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",0.868516666666667,"Which shift(s) end at 3pm?","endtime","14","FALSE",-0.0833333333333333,0,0,1,0,"O",0.691,"1113"
"VZBBV","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",0.880733333333333,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE",-0.0833333333333333,0,0,1,0,"O",0.665,"1113"
"0DSY0","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",0.484033333333333,"Which shift(s) start at 11 am?","starttime","1","FALSE",-1,0,1,0,0,"A",11.164,"1113"
"0DSY0","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",1.01263333333333,"Which shift(s) start at the same time as D?","starts","2","FALSE",-1,0,1,0,0,"E",31.619,"1113"
"0DSY0","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",2.35053333333333,"Which shift(s) begin when C ends?","meets","3","FALSE",-0.0833333333333333,0,0,1,0,"I",80.168,"1113"
"0DSY0","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",2.56773333333333,"Which shift(s) end at 4 pm?","endtime","4","FALSE",-0.166666666666667,0,0,2,0,"D,E",12.662,"1113"
"0DSY0","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",3.81996666666667,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE",-1,0,1,0,0,"U",75.042,"1113"
"0DSY0","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","3","",600,600,"triangular",4.11403333333333,"Which shift(s) are six hours long?","duration","6","FALSE",-0.166666666666667,0,0,2,0,"J,M",15.707,"1113"
"0DSY0","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",6.4855,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE",-0.166666666666667,0,0,2,0,"H,L",142.181,"1113"
"0DSY0","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",7.7605,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE",-1,0,1,0,0,"E",76.084,"1113"
"0DSY0","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","3","",600,600,"triangular",10.8939333333333,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","FALSE",-0.0833333333333333,0,0,1,0,"J",187.685,"1113"
"0DSY0","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",10.9503166666667,"Which shift(s) end at the same time as F?","ends","10","FALSE",-0.0833333333333333,0,0,1,0,"N",3.119,"1113"
"0DSY0","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",10.9730666666667,"Which shift(s) start at 12pm?","starttime","11","FALSE",-0.0833333333333333,0,0,1,0,"N",1.272,"1113"
"0DSY0","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",10.9986666666667,"Which shift(s) start at the same time as F?","starts","12","FALSE",-0.0833333333333333,0,0,1,0,"Z",1.434,"1113"
"0DSY0","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","3","",600,600,"triangular",11.0311666666667,"Which 2 shifts end when Z begins?","meets","13","FALSE",-0.0833333333333333,0,0,1,0,"Z",1.837,"1113"
"0DSY0","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",11.0559,"Which shift(s) end at 3pm?","endtime","14","FALSE",-0.0833333333333333,0,0,1,0,"Z",1.365,"1113"
"0DSY0","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",11.1018666666667,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE",-0.0833333333333333,0,0,1,0,"Z",2.529,"1113"
"ZXSMS","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",2.78488333333333,"Which shift(s) start at 11 am?","starttime","1","FALSE",-1,0,1,0,0,"A",60.633,"1112"
"ZXSMS","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",3.83738333333333,"Which shift(s) start at the same time as D?","starts","2","FALSE",-1,0,1,0,0,"E",62.933,"1112"
"ZXSMS","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",4.69475,"Which shift(s) begin when C ends?","meets","3","FALSE",-1,0,1,0,0,"Z",51.229,"1112"
"ZXSMS","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",6.66271666666667,"Which shift(s) end at 4 pm?","endtime","4","FALSE",-1,0,1,0,0,"U",118.009,"1112"
"ZXSMS","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",17.63995,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE",-1.08333333333333,0,1,0,0,"I,U",658.43,"1112"
"ZXSMS","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","2","",600,600,"triangular",18.1530333333333,"Which shift(s) are six hours long?","duration","6","FALSE",0,1,1,0,0,"E",21.595,"1112"
"ZXSMS","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",18.7535166666667,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE",-1,0,2,0,0,"B,F",35.953,"1112"
"ZXSMS","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",21.8526666666667,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE",-1,0,1,0,0,"E",185.876,"1112"
"ZXSMS","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","2","",600,600,"triangular",23.4217166666667,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","TRUE",0,1,1,0,0,"I",93.929,"1112"
"ZXSMS","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",26.5750833333333,"Which shift(s) end at the same time as F?","ends","10","FALSE",-1,0,1,0,0,"X",188.991,"1112"
"ZXSMS","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",27.2030833333333,"Which shift(s) start at 12pm?","starttime","11","FALSE",-1,0,2,0,0,"B,F",37.465,"1112"
"ZXSMS","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",27.60505,"Which shift(s) start at the same time as F?","starts","12","FALSE",-1,0,1,0,0,"B",24.045,"1112"
"ZXSMS","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","2","",600,600,"triangular",30.4279,"Which 2 shifts end when Z begins?","meets","13","FALSE",-0.5,1,2,0,0,"F,X",169.303,"1112"
"ZXSMS","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",31.3158166666667,"Which shift(s) end at 3pm?","endtime","14","FALSE",-1,0,1,0,0,"B",53.051,"1112"
"ZXSMS","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",35.8964333333333,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE",-1,0,2,0,0,"E,F",274.771,"1112"
"M3EKH","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",1.41273333333333,"Which shift(s) start at 11 am?","starttime","1","FALSE",-1,0,1,0,0,"A",25.03,"1112"
"M3EKH","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",1.84423333333333,"Which shift(s) start at the same time as D?","starts","2","FALSE",-1,0,1,0,0,"E",25.808,"1112"
"M3EKH","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",2.15753333333333,"Which shift(s) begin when C ends?","meets","3","FALSE",-0.0833333333333333,0,0,0,0,"A",18.724,"1112"
"M3EKH","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",4.20698333333333,"Which shift(s) end at 4 pm?","endtime","4","FALSE",-0.166666666666667,0,0,2,0,"D,E",122.892,"1112"
"M3EKH","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",4.9025,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","TRUE",1,1,0,0,0,"O",41.15,"1112"
"M3EKH","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","2","",600,600,"triangular",5.64405,"Which shift(s) are six hours long?","duration","6","TRUE",0,2,2,0,0,"E,G",32.59,"1112"
"M3EKH","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",6.31673333333333,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE",-1,0,2,0,0,"B,F",40.281,"1112"
"M3EKH","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",8.36298333333333,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE",-1.58333333333333,0,1,7,0,"D,E,H,I,J,N,O,Z",122.661,"1112"
"M3EKH","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","2","",600,600,"triangular",8.91721666666667,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","FALSE",-0.0833333333333333,1,1,1,0,"F,I",33.024,"1112"
"M3EKH","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",9.13396666666667,"Which shift(s) end at the same time as F?","ends","10","FALSE",-0.0833333333333333,0,0,1,0,"B",12.93,"1112"
"M3EKH","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",9.34793333333333,"Which shift(s) start at 12pm?","starttime","11","FALSE",-1,0,2,0,0,"B,F",12.747,"1112"
"M3EKH","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",11.3388,"Which shift(s) start at the same time as F?","starts","12","FALSE",-1,0,1,0,0,"B",119.366,"1112"
"M3EKH","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","2","",600,600,"triangular",12.3048333333333,"Which 2 shifts end when Z begins?","meets","13","FALSE",0,0,0,0,1,"",57.739,"1112"
"M3EKH","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",13.1048666666667,"Which shift(s) end at 3pm?","endtime","14","FALSE",-1,0,1,0,0,"B",47.915,"1112"
"M3EKH","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",15.3673666666667,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE",0,0,0,0,1,"",135.663,"1112"
"TU9C4","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",1.22078333333333,"Which shift(s) start at 11 am?","starttime","1","FALSE",-1,0,1,0,0,"A",20.121,"1112"
"TU9C4","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",1.44313333333333,"Which shift(s) start at the same time as D?","starts","2","FALSE",-1,0,1,0,0,"E",13.231,"1112"
"TU9C4","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",1.77896666666667,"Which shift(s) begin when C ends?","meets","3","FALSE",-0.0833333333333333,0,0,1,0,"O",20.046,"1112"
"TU9C4","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",2.03173333333333,"Which shift(s) end at 4 pm?","endtime","4","FALSE",-1.08333333333333,0,1,1,0,"K,U",15.066,"1112"
"TU9C4","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",2.44651666666667,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE",-0.166666666666667,0,0,2,0,"J,K",24.784,"1112"
"TU9C4","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","2","",600,600,"triangular",3.94138333333333,"Which shift(s) are six hours long?","duration","6","FALSE",-0.166666666666667,2,2,2,0,"E,G,J,M",64.753,"1112"
"TU9C4","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",4.69303333333333,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE",-0.166666666666667,0,0,2,0,"D,N",44.784,"1112"
"TU9C4","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",5.9104,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE",-1.08333333333333,0,1,1,0,"E,I",72.937,"1112"
"TU9C4","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","2","",600,600,"triangular",6.30093333333333,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","TRUE",0,1,1,0,0,"I",23.131,"1112"
"TU9C4","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",6.63708333333333,"Which shift(s) end at the same time as F?","ends","10","FALSE",-0.25,0,0,3,0,"H,L,P",20.071,"1112"
"TU9C4","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",6.75193333333333,"Which shift(s) start at 12pm?","starttime","11","FALSE",-1,0,2,0,0,"B,F",6.796,"1112"
"TU9C4","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",6.92026666666667,"Which shift(s) start at the same time as F?","starts","12","FALSE",-1,0,1,0,0,"B",9.984,"1112"
"TU9C4","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","2","",600,600,"triangular",7.18145,"Which 2 shifts end when Z begins?","meets","13","FALSE",-0.166666666666667,0,0,2,0,"H,L",15.546,"1112"
"TU9C4","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",7.86693333333333,"Which shift(s) end at 3pm?","endtime","14","TRUE",1,1,0,0,0,"X",41.03,"1112"
