"subject","mode","condition","question","score","pretty_condition"
"520AG","asynch","11115",2,-2,"click-point"
"520AG","asynch","11115",3,-2.5,"click-point"
"520AG","asynch","11115",4,-3.5,"click-point"
"520AG","asynch","11115",5,-4.5,"click-point"
"520AG","asynch","11115",6,-5.5,"click-point"
"520AG","asynch","11115",7,-6.5,"click-point"
"520AG","asynch","11115",8,-7.5,"click-point"
"520AG","asynch","11115",9,-8.5,"click-point"
"520AG","asynch","11115",10,-9.5,"click-point"
"520AG","asynch","11115",11,-10.5,"click-point"
"520AG","asynch","11115",12,-11.5,"click-point"
"520AG","asynch","11115",13,-12.5,"click-point"
"LV82T","asynch","11115",1,-1,"click-point"
"LV82T","asynch","11115",2,-2,"click-point"
"LV82T","asynch","11115",3,-3,"click-point"
"LV82T","asynch","11115",4,-4,"click-point"
"LV82T","asynch","11115",5,-5,"click-point"
"LV82T","asynch","11115",6,-6,"click-point"
"LV82T","asynch","11115",7,-7,"click-point"
"LV82T","asynch","11115",8,-8,"click-point"
"LV82T","asynch","11115",9,-9,"click-point"
"LV82T","asynch","11115",10,-10,"click-point"
"LV82T","asynch","11115",11,-11,"click-point"
"LV82T","asynch","11115",12,-12,"click-point"
"LV82T","asynch","11115",13,-13,"click-point"
"MNLNJ","asynch","11115",1,-1,"click-point"
"MNLNJ","asynch","11115",2,-2,"click-point"
"MNLNJ","asynch","11115",3,-3,"click-point"
"MNLNJ","asynch","11115",4,-4,"click-point"
"MNLNJ","asynch","11115",5,-4.5,"click-point"
"MNLNJ","asynch","11115",6,-5.5,"click-point"
"MNLNJ","asynch","11115",7,-6.5,"click-point"
"MNLNJ","asynch","11115",8,-7,"click-point"
"MNLNJ","asynch","11115",9,-8,"click-point"
"MNLNJ","asynch","11115",10,-9,"click-point"
"MNLNJ","asynch","11115",11,-9.5,"click-point"
"MNLNJ","asynch","11115",12,-10.5,"click-point"
"MNLNJ","asynch","11115",13,-11.5,"click-point"
"MTFDT","asynch","11115",1,-1,"click-point"
"MTFDT","asynch","11115",2,-2,"click-point"
"MTFDT","asynch","11115",3,-1.5,"click-point"
"MTFDT","asynch","11115",4,-2.5,"click-point"
"MTFDT","asynch","11115",5,-2.5,"click-point"
"MTFDT","asynch","11115",6,-3.5,"click-point"
"MTFDT","asynch","11115",7,-3.5,"click-point"
"MTFDT","asynch","11115",8,-3.5,"click-point"
"MTFDT","asynch","11115",9,-4.5,"click-point"
"MTFDT","asynch","11115",10,-5.5,"click-point"
"MTFDT","asynch","11115",11,-6.5,"click-point"
"MTFDT","asynch","11115",12,-7.5,"click-point"
"MTFDT","asynch","11115",13,-7.5,"click-point"
"K4OUL","asynch","11115",1,-1,"click-point"
"K4OUL","asynch","11115",2,-2,"click-point"
"K4OUL","asynch","11115",3,-2.5,"click-point"
"K4OUL","asynch","11115",4,-1.5,"click-point"
"K4OUL","asynch","11115",5,-2,"click-point"
"K4OUL","asynch","11115",6,-3,"click-point"
"K4OUL","asynch","11115",7,-3,"click-point"
"K4OUL","asynch","11115",8,-2,"click-point"
"K4OUL","asynch","11115",9,-3,"click-point"
"K4OUL","asynch","11115",10,-4,"click-point"
"K4OUL","asynch","11115",11,-3,"click-point"
"K4OUL","asynch","11115",12,-2,"click-point"
"K4OUL","asynch","11115",13,-1,"click-point"
"AEEBQ","asynch","11115",1,-1,"click-point"
"AEEBQ","asynch","11115",2,-2,"click-point"
"AEEBQ","asynch","11115",3,-3,"click-point"
"AEEBQ","asynch","11115",4,-4,"click-point"
"AEEBQ","asynch","11115",5,-4.5,"click-point"
"AEEBQ","asynch","11115",6,-5.5,"click-point"
"AEEBQ","asynch","11115",7,-6.5,"click-point"
"AEEBQ","asynch","11115",8,-7.5,"click-point"
"AEEBQ","asynch","11115",9,-8.5,"click-point"
"AEEBQ","asynch","11115",10,-9.5,"click-point"
"AEEBQ","asynch","11115",11,-10.5,"click-point"
"AEEBQ","asynch","11115",12,-11.5,"click-point"
"AEEBQ","asynch","11115",13,-12.5,"click-point"
"Z84ZV","asynch","11115",1,-1,"click-point"
"Z84ZV","asynch","11115",2,-2,"click-point"
"Z84ZV","asynch","11115",3,-1.5,"click-point"
"Z84ZV","asynch","11115",4,-2.5,"click-point"
"Z84ZV","asynch","11115",5,-2.5,"click-point"
"Z84ZV","asynch","11115",6,-3.5,"click-point"
"Z84ZV","asynch","11115",7,-4.5,"click-point"
"Z84ZV","asynch","11115",8,-5.5,"click-point"
"Z84ZV","asynch","11115",9,-6.5,"click-point"
"Z84ZV","asynch","11115",10,-7.5,"click-point"
"Z84ZV","asynch","11115",11,-7.5,"click-point"
"Z84ZV","asynch","11115",12,-8.5,"click-point"
"Z84ZV","asynch","11115",13,-9.5,"click-point"
"K83ZA","asynch","11115",1,-1,"click-point"
"K83ZA","asynch","11115",2,-2,"click-point"
"K83ZA","asynch","11115",3,-3,"click-point"
"K83ZA","asynch","11115",4,-4,"click-point"
"K83ZA","asynch","11115",5,-5,"click-point"
"K83ZA","asynch","11115",6,-6,"click-point"
"K83ZA","asynch","11115",7,-6.5,"click-point"
"K83ZA","asynch","11115",8,-7.5,"click-point"
"K83ZA","asynch","11115",9,-8.5,"click-point"
"K83ZA","asynch","11115",10,-9.5,"click-point"
"K83ZA","asynch","11115",11,-10.5,"click-point"
"K83ZA","asynch","11115",12,-10.5,"click-point"
"K83ZA","asynch","11115",13,-11.5,"click-point"
"F6V09","asynch","11115",1,-1,"click-point"
"F6V09","asynch","11115",2,-2,"click-point"
"F6V09","asynch","11115",3,-3,"click-point"
"F6V09","asynch","11115",4,-4,"click-point"
"F6V09","asynch","11115",5,-4.5,"click-point"
"F6V09","asynch","11115",6,-5.5,"click-point"
"F6V09","asynch","11115",7,-6,"click-point"
"F6V09","asynch","11115",8,-7,"click-point"
"F6V09","asynch","11115",9,-8,"click-point"
"F6V09","asynch","11115",10,-9,"click-point"
"F6V09","asynch","11115",11,-10,"click-point"
"F6V09","asynch","11115",12,-11,"click-point"
"F6V09","asynch","11115",13,-12,"click-point"
"YCA39","asynch","11115",1,-1,"click-point"
"YCA39","asynch","11115",2,-2,"click-point"
"YCA39","asynch","11115",3,-3,"click-point"
"YCA39","asynch","11115",4,-4,"click-point"
"YCA39","asynch","11115",5,-5,"click-point"
"YCA39","asynch","11115",6,-6,"click-point"
"YCA39","asynch","11115",7,-7,"click-point"
"YCA39","asynch","11115",8,-8,"click-point"
"YCA39","asynch","11115",9,-9,"click-point"
"YCA39","asynch","11115",10,-10,"click-point"
"YCA39","asynch","11115",11,-11,"click-point"
"YCA39","asynch","11115",12,-12,"click-point"
"YCA39","asynch","11115",13,-13,"click-point"
"4XWJ9","asynch","11115",1,0,"click-point"
"4XWJ9","asynch","11115",2,0.5,"click-point"
"4XWJ9","asynch","11115",3,0,"click-point"
"4XWJ9","asynch","11115",4,-0.5,"click-point"
"4XWJ9","asynch","11115",5,-1,"click-point"
"4XWJ9","asynch","11115",6,-2,"click-point"
"4XWJ9","asynch","11115",7,-2.5,"click-point"
"4XWJ9","asynch","11115",8,-2,"click-point"
"4XWJ9","asynch","11115",9,-3,"click-point"
"4XWJ9","asynch","11115",10,-4,"click-point"
"4XWJ9","asynch","11115",11,-4.5,"click-point"
"4XWJ9","asynch","11115",12,-5.5,"click-point"
"4XWJ9","asynch","11115",13,-4.5,"click-point"
"2ZH12","asynch","11115",1,-1,"click-point"
"2ZH12","asynch","11115",2,-2,"click-point"
"2ZH12","asynch","11115",3,-2,"click-point"
"2ZH12","asynch","11115",4,-2.5,"click-point"
"2ZH12","asynch","11115",5,-3,"click-point"
"2ZH12","asynch","11115",6,-4,"click-point"
"2ZH12","asynch","11115",7,-4.5,"click-point"
"2ZH12","asynch","11115",8,-5,"click-point"
"2ZH12","asynch","11115",9,-6,"click-point"
"2ZH12","asynch","11115",10,-7,"click-point"
"2ZH12","asynch","11115",11,-7.5,"click-point"
"2ZH12","asynch","11115",12,-7.5,"click-point"
"2ZH12","asynch","11115",13,-6.5,"click-point"
"5CNJR","asynch","11115",1,-1,"click-point"
"5CNJR","asynch","11115",2,0,"click-point"
"5CNJR","asynch","11115",3,1,"click-point"
"5CNJR","asynch","11115",4,2,"click-point"
"5CNJR","asynch","11115",5,1.5,"click-point"
"5CNJR","asynch","11115",6,2.5,"click-point"
"5CNJR","asynch","11115",7,2.5,"click-point"
"5CNJR","asynch","11115",8,3.5,"click-point"
"5CNJR","asynch","11115",9,4.5,"click-point"
"5CNJR","asynch","11115",10,5.5,"click-point"
"5CNJR","asynch","11115",11,6.5,"click-point"
"5CNJR","asynch","11115",12,7.5,"click-point"
"5CNJR","asynch","11115",13,8.5,"click-point"
"3TPYE","asynch","11115",1,-1,"click-point"
"3TPYE","asynch","11115",2,-2,"click-point"
"3TPYE","asynch","11115",3,-3,"click-point"
"3TPYE","asynch","11115",4,-4,"click-point"
"3TPYE","asynch","11115",5,-3,"click-point"
"3TPYE","asynch","11115",6,-2,"click-point"
"3TPYE","asynch","11115",7,-1,"click-point"
"3TPYE","asynch","11115",8,0,"click-point"
"3TPYE","asynch","11115",9,1,"click-point"
"3TPYE","asynch","11115",10,2,"click-point"
"3TPYE","asynch","11115",11,3,"click-point"
"3TPYE","asynch","11115",12,4,"click-point"
"3TPYE","asynch","11115",13,5,"click-point"
"F91EW","asynch","11115",1,-1,"click-point"
"F91EW","asynch","11115",2,-2,"click-point"
"F91EW","asynch","11115",3,-3,"click-point"
"F91EW","asynch","11115",4,-4,"click-point"
"F91EW","asynch","11115",5,-4,"click-point"
"F91EW","asynch","11115",6,-5,"click-point"
"F91EW","asynch","11115",7,-6,"click-point"
"F91EW","asynch","11115",8,-7,"click-point"
"F91EW","asynch","11115",9,-8,"click-point"
"F91EW","asynch","11115",10,-9,"click-point"
"F91EW","asynch","11115",11,-10,"click-point"
"F91EW","asynch","11115",12,-11,"click-point"
"F91EW","asynch","11115",13,-12,"click-point"
"61XQA","asynch","11115",1,-1,"click-point"
"61XQA","asynch","11115",2,-2,"click-point"
"61XQA","asynch","11115",3,-3,"click-point"
"61XQA","asynch","11115",4,-4,"click-point"
"61XQA","asynch","11115",5,-4.5,"click-point"
"61XQA","asynch","11115",6,-5.5,"click-point"
"61XQA","asynch","11115",7,-6.5,"click-point"
"61XQA","asynch","11115",8,-7,"click-point"
"61XQA","asynch","11115",9,-8,"click-point"
"61XQA","asynch","11115",10,-9,"click-point"
"61XQA","asynch","11115",11,-10,"click-point"
"61XQA","asynch","11115",12,-10,"click-point"
"61XQA","asynch","11115",13,-11,"click-point"
"XNRRS","asynch","11115",1,-1,"click-point"
"XNRRS","asynch","11115",2,-2,"click-point"
"XNRRS","asynch","11115",3,-3,"click-point"
"XNRRS","asynch","11115",4,-4,"click-point"
"XNRRS","asynch","11115",5,-4,"click-point"
"XNRRS","asynch","11115",6,-5,"click-point"
"XNRRS","asynch","11115",7,-6,"click-point"
"XNRRS","asynch","11115",8,-7,"click-point"
"XNRRS","asynch","11115",9,-8,"click-point"
"XNRRS","asynch","11115",10,-9,"click-point"
"XNRRS","asynch","11115",11,-10,"click-point"
"XNRRS","asynch","11115",12,-11,"click-point"
"XNRRS","asynch","11115",13,-12,"click-point"
"N8UV7","asynch","11115",1,1,"click-point"
"N8UV7","asynch","11115",2,2,"click-point"
"N8UV7","asynch","11115",3,3,"click-point"
"N8UV7","asynch","11115",4,4,"click-point"
"N8UV7","asynch","11115",5,5,"click-point"
"N8UV7","asynch","11115",6,6,"click-point"
"N8UV7","asynch","11115",7,7,"click-point"
"N8UV7","asynch","11115",8,8,"click-point"
"N8UV7","asynch","11115",9,9,"click-point"
"N8UV7","asynch","11115",10,10,"click-point"
"N8UV7","asynch","11115",11,11,"click-point"
"N8UV7","asynch","11115",12,12,"click-point"
"N8UV7","asynch","11115",13,13,"click-point"
"H1PJT","asynch","11115",1,1,"click-point"
"H1PJT","asynch","11115",2,2,"click-point"
"H1PJT","asynch","11115",3,3,"click-point"
"H1PJT","asynch","11115",4,4,"click-point"
"H1PJT","asynch","11115",5,5,"click-point"
"H1PJT","asynch","11115",6,6,"click-point"
"H1PJT","asynch","11115",7,7,"click-point"
"H1PJT","asynch","11115",8,8,"click-point"
"H1PJT","asynch","11115",9,9,"click-point"
"H1PJT","asynch","11115",10,10,"click-point"
"H1PJT","asynch","11115",11,11,"click-point"
"H1PJT","asynch","11115",12,12,"click-point"
"H1PJT","asynch","11115",13,13,"click-point"
"6FM91","asynch","11115",1,-1,"click-point"
"6FM91","asynch","11115",2,-2,"click-point"
"6FM91","asynch","11115",3,-1.5,"click-point"
"6FM91","asynch","11115",4,-0.5,"click-point"
"6FM91","asynch","11115",5,0.5,"click-point"
"6FM91","asynch","11115",6,-0.5,"click-point"
"6FM91","asynch","11115",7,-1.5,"click-point"
"6FM91","asynch","11115",8,-2.5,"click-point"
"6FM91","asynch","11115",9,-3.5,"click-point"
"6FM91","asynch","11115",10,-4.5,"click-point"
"6FM91","asynch","11115",11,-5.5,"click-point"
"6FM91","asynch","11115",12,-6.5,"click-point"
"6FM91","asynch","11115",13,-7,"click-point"
"QGTVP","asynch","11115",1,-1,"click-point"
"QGTVP","asynch","11115",2,-2,"click-point"
"QGTVP","asynch","11115",3,-3,"click-point"
"QGTVP","asynch","11115",4,-4,"click-point"
"QGTVP","asynch","11115",5,-5,"click-point"
"QGTVP","asynch","11115",6,-6,"click-point"
"QGTVP","asynch","11115",7,-7,"click-point"
"QGTVP","asynch","11115",8,-8,"click-point"
"QGTVP","asynch","11115",9,-7,"click-point"
"QGTVP","asynch","11115",10,-8,"click-point"
"QGTVP","asynch","11115",11,-9,"click-point"
"QGTVP","asynch","11115",12,-10,"click-point"
"QGTVP","asynch","11115",13,-11,"click-point"
"LOGAL","asynch","11115",1,-1,"click-point"
"LOGAL","asynch","11115",2,-2,"click-point"
"LOGAL","asynch","11115",3,-3,"click-point"
"LOGAL","asynch","11115",4,-4,"click-point"
"LOGAL","asynch","11115",5,-5,"click-point"
"LOGAL","asynch","11115",6,-6,"click-point"
"LOGAL","asynch","11115",7,-7,"click-point"
"LOGAL","asynch","11115",8,-8,"click-point"
"LOGAL","asynch","11115",9,-9,"click-point"
"LOGAL","asynch","11115",10,-10,"click-point"
"LOGAL","asynch","11115",11,-11,"click-point"
"LOGAL","asynch","11115",12,-12,"click-point"
"LOGAL","asynch","11115",13,-13,"click-point"
"QMZ24","asynch","11115",1,1,"click-point"
"QMZ24","asynch","11115",2,1.5,"click-point"
"QMZ24","asynch","11115",3,2.5,"click-point"
"QMZ24","asynch","11115",4,3.5,"click-point"
"QMZ24","asynch","11115",5,4.5,"click-point"
"QMZ24","asynch","11115",6,5.5,"click-point"
"QMZ24","asynch","11115",7,6.5,"click-point"
"QMZ24","asynch","11115",8,7.5,"click-point"
"QMZ24","asynch","11115",9,8.5,"click-point"
"QMZ24","asynch","11115",10,8,"click-point"
"QMZ24","asynch","11115",11,9,"click-point"
"QMZ24","asynch","11115",12,8.5,"click-point"
"QMZ24","asynch","11115",13,9.5,"click-point"
"ADRO0","asynch","11115",1,-1,"click-point"
"ADRO0","asynch","11115",2,-2,"click-point"
"ADRO0","asynch","11115",3,-3,"click-point"
"ADRO0","asynch","11115",4,-4,"click-point"
"ADRO0","asynch","11115",5,-5,"click-point"
"ADRO0","asynch","11115",6,-6,"click-point"
"ADRO0","asynch","11115",7,-7,"click-point"
"ADRO0","asynch","11115",8,-8,"click-point"
"ADRO0","asynch","11115",9,-9,"click-point"
"ADRO0","asynch","11115",10,-10,"click-point"
"ADRO0","asynch","11115",11,-11,"click-point"
"ADRO0","asynch","11115",12,-12,"click-point"
"ADRO0","asynch","11115",13,-13,"click-point"
"D6P9K","asynch","11115",1,-1,"click-point"
"D6P9K","asynch","11115",2,-2,"click-point"
"D6P9K","asynch","11115",3,-2.5,"click-point"
"D6P9K","asynch","11115",4,-1.5,"click-point"
"D6P9K","asynch","11115",5,-0.5,"click-point"
"D6P9K","asynch","11115",6,0.5,"click-point"
"D6P9K","asynch","11115",7,1.5,"click-point"
"D6P9K","asynch","11115",8,2.5,"click-point"
"D6P9K","asynch","11115",9,3.5,"click-point"
"D6P9K","asynch","11115",10,4.5,"click-point"
"D6P9K","asynch","11115",11,4.5,"click-point"
"D6P9K","asynch","11115",12,5.5,"click-point"
"D6P9K","asynch","11115",13,6.5,"click-point"
"J3FYJ","asynch","11115",1,-1,"click-point"
"J3FYJ","asynch","11115",2,-2,"click-point"
"J3FYJ","asynch","11115",3,-2.5,"click-point"
"J3FYJ","asynch","11115",4,-3.5,"click-point"
"J3FYJ","asynch","11115",5,-4,"click-point"
"J3FYJ","asynch","11115",6,-5,"click-point"
"J3FYJ","asynch","11115",7,-5.5,"click-point"
"J3FYJ","asynch","11115",8,-6,"click-point"
"J3FYJ","asynch","11115",9,-7,"click-point"
"J3FYJ","asynch","11115",10,-8,"click-point"
"J3FYJ","asynch","11115",11,-9,"click-point"
"J3FYJ","asynch","11115",12,-10,"click-point"
"J3FYJ","asynch","11115",13,-11,"click-point"
"NHP4G","asynch","11115",1,-1,"click-point"
"NHP4G","asynch","11115",2,-2,"click-point"
"NHP4G","asynch","11115",3,-3,"click-point"
"NHP4G","asynch","11115",4,-4,"click-point"
"NHP4G","asynch","11115",5,-4.5,"click-point"
"NHP4G","asynch","11115",6,-5,"click-point"
"NHP4G","asynch","11115",7,-6,"click-point"
"NHP4G","asynch","11115",8,-7,"click-point"
"NHP4G","asynch","11115",9,-8,"click-point"
"NHP4G","asynch","11115",10,-9,"click-point"
"NHP4G","asynch","11115",11,-10,"click-point"
"NHP4G","asynch","11115",12,-10.5,"click-point"
"NHP4G","asynch","11115",13,-11,"click-point"
"QAU26","asynch","11115",1,0,"click-point"
"QAU26","asynch","11115",2,-1,"click-point"
"QAU26","asynch","11115",3,-1.5,"click-point"
"QAU26","asynch","11115",4,-2,"click-point"
"QAU26","asynch","11115",5,-1,"click-point"
"QAU26","asynch","11115",6,-2,"click-point"
"QAU26","asynch","11115",7,-1,"click-point"
"QAU26","asynch","11115",8,0,"click-point"
"QAU26","asynch","11115",9,1,"click-point"
"QAU26","asynch","11115",10,2,"click-point"
"QAU26","asynch","11115",11,3,"click-point"
"QAU26","asynch","11115",12,4,"click-point"
"QAU26","asynch","11115",13,3,"click-point"
"0S724","asynch","11115",1,-1,"click-point"
"0S724","asynch","11115",2,-2,"click-point"
"0S724","asynch","11115",3,-3,"click-point"
"0S724","asynch","11115",4,-3.5,"click-point"
"0S724","asynch","11115",5,-2.5,"click-point"
"0S724","asynch","11115",6,-3.5,"click-point"
"0S724","asynch","11115",7,-4,"click-point"
"0S724","asynch","11115",8,-4.5,"click-point"
"0S724","asynch","11115",9,-5.5,"click-point"
"0S724","asynch","11115",10,-6.5,"click-point"
"0S724","asynch","11115",11,-7,"click-point"
"0S724","asynch","11115",12,-7,"click-point"
"0S724","asynch","11115",13,-6,"click-point"
"2W0WT","asynch","11115",1,-1,"click-point"
"2W0WT","asynch","11115",2,-2,"click-point"
"2W0WT","asynch","11115",3,-2.5,"click-point"
"2W0WT","asynch","11115",4,-3,"click-point"
"2W0WT","asynch","11115",5,-2,"click-point"
"2W0WT","asynch","11115",6,-3,"click-point"
"2W0WT","asynch","11115",7,-3.5,"click-point"
"2W0WT","asynch","11115",8,-4,"click-point"
"2W0WT","asynch","11115",9,-5,"click-point"
"2W0WT","asynch","11115",10,-6,"click-point"
"2W0WT","asynch","11115",11,-7,"click-point"
"2W0WT","asynch","11115",12,-8,"click-point"
"2W0WT","asynch","11115",13,-9,"click-point"
"NU6LU","asynch","11115",1,-1,"click-point"
"NU6LU","asynch","11115",2,-2,"click-point"
"NU6LU","asynch","11115",3,-3,"click-point"
"NU6LU","asynch","11115",4,-4,"click-point"
"NU6LU","asynch","11115",5,-5,"click-point"
"NU6LU","asynch","11115",6,-6,"click-point"
"NU6LU","asynch","11115",7,-7,"click-point"
"NU6LU","asynch","11115",8,-8,"click-point"
"NU6LU","asynch","11115",9,-9,"click-point"
"NU6LU","asynch","11115",10,-10,"click-point"
"NU6LU","asynch","11115",11,-11,"click-point"
"NU6LU","asynch","11115",12,-12,"click-point"
"NU6LU","asynch","11115",13,-13,"click-point"
"31386","asynch","11115",1,-1,"click-point"
"31386","asynch","11115",2,0,"click-point"
"31386","asynch","11115",3,-1,"click-point"
"31386","asynch","11115",4,-2,"click-point"
"31386","asynch","11115",5,-1,"click-point"
"31386","asynch","11115",6,0,"click-point"
"31386","asynch","11115",7,1,"click-point"
"31386","asynch","11115",8,2,"click-point"
"31386","asynch","11115",9,3,"click-point"
"31386","asynch","11115",10,4,"click-point"
"31386","asynch","11115",11,5,"click-point"
"31386","asynch","11115",12,6,"click-point"
"31386","asynch","11115",13,7,"click-point"
"BCPEC","asynch","11115",1,-1,"click-point"
"BCPEC","asynch","11115",2,-0.5,"click-point"
"BCPEC","asynch","11115",3,-1.5,"click-point"
"BCPEC","asynch","11115",4,-2.5,"click-point"
"BCPEC","asynch","11115",5,-3,"click-point"
"BCPEC","asynch","11115",6,-2.5,"click-point"
"BCPEC","asynch","11115",7,-3,"click-point"
"BCPEC","asynch","11115",8,-2.5,"click-point"
"BCPEC","asynch","11115",9,-3.5,"click-point"
"BCPEC","asynch","11115",10,-4.5,"click-point"
"BCPEC","asynch","11115",11,-5.5,"click-point"
"BCPEC","asynch","11115",12,-6.5,"click-point"
"BCPEC","asynch","11115",13,-7.5,"click-point"
"6Q1UC","asynch","11115",1,-1,"click-point"
"6Q1UC","asynch","11115",2,-2,"click-point"
"6Q1UC","asynch","11115",3,-3,"click-point"
"6Q1UC","asynch","11115",4,-4,"click-point"
"6Q1UC","asynch","11115",5,-5,"click-point"
"6Q1UC","asynch","11115",6,-6,"click-point"
"6Q1UC","asynch","11115",7,-7,"click-point"
"6Q1UC","asynch","11115",8,-8,"click-point"
"6Q1UC","asynch","11115",9,-9,"click-point"
"6Q1UC","asynch","11115",10,-10,"click-point"
"6Q1UC","asynch","11115",11,-11,"click-point"
"6Q1UC","asynch","11115",12,-12,"click-point"
"6Q1UC","asynch","11115",13,-13,"click-point"
"OU3SL","asynch","11115",1,-1,"click-point"
"OU3SL","asynch","11115",2,-2,"click-point"
"OU3SL","asynch","11115",3,-3,"click-point"
"OU3SL","asynch","11115",4,-4,"click-point"
"OU3SL","asynch","11115",5,-5,"click-point"
"OU3SL","asynch","11115",6,-6,"click-point"
"OU3SL","asynch","11115",7,-7,"click-point"
"OU3SL","asynch","11115",8,-8,"click-point"
"OU3SL","asynch","11115",9,-9,"click-point"
"OU3SL","asynch","11115",10,-10,"click-point"
"OU3SL","asynch","11115",11,-11,"click-point"
"OU3SL","asynch","11115",12,-12,"click-point"
"OU3SL","asynch","11115",13,-13,"click-point"
"ZRRZW","asynch","11115",1,-1,"click-point"
"ZRRZW","asynch","11115",2,-1.5,"click-point"
"ZRRZW","asynch","11115",3,-2.5,"click-point"
"ZRRZW","asynch","11115",4,-3.5,"click-point"
"ZRRZW","asynch","11115",5,-4.5,"click-point"
"ZRRZW","asynch","11115",6,-5.5,"click-point"
"ZRRZW","asynch","11115",7,-6.5,"click-point"
"ZRRZW","asynch","11115",8,-7.5,"click-point"
"ZRRZW","asynch","11115",9,-8.5,"click-point"
"ZRRZW","asynch","11115",10,-9.5,"click-point"
"ZRRZW","asynch","11115",11,-10.5,"click-point"
"ZRRZW","asynch","11115",12,-9.5,"click-point"
"ZRRZW","asynch","11115",13,-10.5,"click-point"
"GNP7O","asynch","11115",1,-1,"click-point"
"GNP7O","asynch","11115",2,-2,"click-point"
"GNP7O","asynch","11115",3,-3,"click-point"
"GNP7O","asynch","11115",4,-4,"click-point"
"GNP7O","asynch","11115",5,-5,"click-point"
"GNP7O","asynch","11115",6,-6,"click-point"
"GNP7O","asynch","11115",7,-7,"click-point"
"GNP7O","asynch","11115",8,-8,"click-point"
"GNP7O","asynch","11115",9,-9,"click-point"
"GNP7O","asynch","11115",10,-10,"click-point"
"GNP7O","asynch","11115",11,-11,"click-point"
"GNP7O","asynch","11115",12,-11.5,"click-point"
"GNP7O","asynch","11115",13,-12.5,"click-point"
"VWB05","asynch","11115",1,-1,"click-point"
"VWB05","asynch","11115",2,-2,"click-point"
"VWB05","asynch","11115",3,-3,"click-point"
"VWB05","asynch","11115",4,-4,"click-point"
"VWB05","asynch","11115",5,-4,"click-point"
"VWB05","asynch","11115",6,-5,"click-point"
