"rt","condition","q","explicit","impasse","grid","mark","ixn","question","graph","datafile","colorClick","gwidth","gheight","relation","block","time_elapsed","subject","study","session","pool","mode","exp_id","sona_id","source","correct","discriminant","tri_score","orth_score","other_score","blank_score","answer","hovered","term"
14120,"121","5","1","2","1",1,1,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","triangular","acme_impasse",FALSE,600,600,"midpoint","item_scaffold",274437,"S4T2X","SGC3A","wi22sona","sona","asynch","2218","40025","limitless-plains",TRUE,1,1,0,0,0,"A","O ","winter22"
9630,"121","6","1","1","1",1,1,"Which shift(s) are six hours long?","triangular","acme_main",FALSE,600,600,"duration","item_nondiscriminant",289634,"S4T2X","SGC3A","wi22sona","sona","asynch","2218","40025","limitless-plains",TRUE,0,2,2,0,0,"E,G","E ","winter22"
21451,"121","7","1","1","1",1,1,"Which 2 shifts less than 5 hours long start at the same time?","triangular","acme_main",FALSE,600,600,"duration+starts","item_test",311194,"S4T2X","SGC3A","wi22sona","sona","asynch","2218","40025","limitless-plains",FALSE,-1,0,2,0,0,"B,F","F F F B B ","winter22"
28762,"121","8","1","1","1",1,1,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","triangular","acme_main",FALSE,600,600,"duration+contained","item_test",340066,"S4T2X","SGC3A","wi22sona","sona","asynch","2218","40025","limitless-plains",FALSE,-1,0,1,0,0,"E","E E E 6","winter22"
10994,"121","9","1","1","1",1,1,"Which shift(s) begins before J begins and ends during B?","triangular","acme_main",FALSE,600,600,"starttime+before+endtime+during","item_nondiscriminant",351169,"S4T2X","SGC3A","wi22sona","sona","asynch","2218","40025","limitless-plains",TRUE,0,1,1,0,0,"I","J J ","winter22"
105596,"121","10","1","1","1",1,1,"Which shift(s) end at the same time as F?","triangular","acme_main",FALSE,600,600,"ends","item_test",456875,"S4T2X","SGC3A","wi22sona","sona","asynch","2218","40025","limitless-plains",FALSE,-0.0833333333333333,0,0,1,0,"G","C B F Z M F Z Z Z Z ","winter22"
9754,"121","11","1","1","1",1,1,"Which shift(s) start at 12pm?","triangular","acme_main",FALSE,600,600,"starttime","item_test",466933,"S4T2X","SGC3A","wi22sona","sona","asynch","2218","40025","limitless-plains",FALSE,-1,0,2,0,0,"B,F","J ","winter22"
6276,"121","12","1","1","1",1,1,"Which shift(s) start at the same time as F?","triangular","acme_main",FALSE,600,600,"starts","item_test",473321,"S4T2X","SGC3A","wi22sona","sona","asynch","2218","40025","limitless-plains",FALSE,-1,0,1,0,0,"B","B ","winter22"
17363,"121","13","1","1","1",1,1,"Which 2 shifts end when Z begins?","triangular","acme_main",FALSE,600,600,"meets","item_nondiscriminant",490798,"S4T2X","SGC3A","wi22sona","sona","asynch","2218","40025","limitless-plains",FALSE,-0.0833333333333333,1,1,1,0,"B,F","Z Z Z ","winter22"
43515,"121","14","1","1","1",1,1,"Which shift(s) end at 3pm?","triangular","acme_main",FALSE,600,600,"endtime","item_test",534425,"S4T2X","SGC3A","wi22sona","sona","asynch","2218","40025","limitless-plains",FALSE,-1,0,1,0,0,"B","03 PM03 PMO 04 PM","winter22"
16108,"121","15","1","1","1",1,1,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","triangular","acme_main",FALSE,600,600,"midpoint","item_test",550645,"S4T2X","SGC3A","wi22sona","sona","asynch","2218","40025","limitless-plains",FALSE,-0.583333333333333,0,1,1,0,"B,F","","winter22"
6692,"121","1","1","2","1",1,1,"Which shift(s) start at 11 am?","triangular","acme_impasse",FALSE,600,600,"starttime","item_scaffold",41044,"FPSQJ","SGC3A","wi22sona","sona","asynch","2218","34144","limitless-plains",TRUE,1,1,0,0,0,"F","08 AM09 AM10 AMA ","winter22"
11759,"121","2","1","2","1",1,1,"Which shift(s) start at the same time as D?","triangular","acme_impasse",FALSE,600,600,"starts","item_scaffold",52977,"FPSQJ","SGC3A","wi22sona","sona","asynch","2218","34144","limitless-plains",TRUE,1,1,0,0,0,"K","C 09 AM11 AMK ","winter22"
15598,"121","3","1","2","1",1,1,"Which shift(s) begin when C ends?","triangular","acme_impasse",FALSE,600,600,"meets","item_scaffold",68720,"FPSQJ","SGC3A","wi22sona","sona","asynch","2218","34144","limitless-plains",TRUE,1,1,0,0,0,"F","C C F F F ","winter22"
11765,"121","4","1","2","1",1,1,"Which shift(s) end at 4 pm?","triangular","acme_impasse",FALSE,600,600,"endtime","item_scaffold",80592,"FPSQJ","SGC3A","wi22sona","sona","asynch","2218","34144","limitless-plains",TRUE,1,1,0,0,0,"H","09 AMH H ","winter22"
18860,"121","5","1","2","1",1,1,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","triangular","acme_impasse",FALSE,600,600,"midpoint","item_scaffold",99604,"FPSQJ","SGC3A","wi22sona","sona","asynch","2218","34144","limitless-plains",TRUE,1,1,0,0,0,"A","4O O I A A ","winter22"
7850,"121","6","1","1","1",1,1,"Which shift(s) are six hours long?","triangular","acme_main",FALSE,600,600,"duration","item_nondiscriminant",114596,"FPSQJ","SGC3A","wi22sona","sona","asynch","2218","34144","limitless-plains",TRUE,0,2,2,0,0,"E,G","E ","winter22"
21205,"121","7","1","1","1",1,1,"Which 2 shifts less than 5 hours long start at the same time?","triangular","acme_main",FALSE,600,600,"duration+starts","item_test",135960,"FPSQJ","SGC3A","wi22sona","sona","asynch","2218","34144","limitless-plains",TRUE,1,2,0,0,0,"O,X","C M 01 PM01 PMX X X X C B F B N ","winter22"
43869,"121","8","1","1","1",1,1,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","triangular","acme_main",FALSE,600,600,"duration+contained","item_test",179999,"FPSQJ","SGC3A","wi22sona","sona","asynch","2218","34144","limitless-plains",FALSE,-0.166666666666667,0,0,2,0,"D,N","F B X M J D 01 PM12 PM","winter22"
15439,"121","9","1","1","1",1,1,"Which shift(s) begins before J begins and ends during B?","triangular","acme_main",FALSE,600,600,"starttime+before+endtime+during","item_nondiscriminant",195601,"FPSQJ","SGC3A","wi22sona","sona","asynch","2218","34144","limitless-plains",TRUE,0,1,1,0,0,"I","B 3","winter22"
8426,"121","10","1","1","1",1,1,"Which shift(s) end at the same time as F?","triangular","acme_main",FALSE,600,600,"ends","item_test",204188,"FPSQJ","SGC3A","wi22sona","sona","asynch","2218","34144","limitless-plains",TRUE,1,1,0,0,0,"E","F ","winter22"
9453,"121","11","1","1","1",1,1,"Which shift(s) start at 12pm?","triangular","acme_main",FALSE,600,600,"starttime","item_test",213806,"FPSQJ","SGC3A","wi22sona","sona","asynch","2218","34144","limitless-plains",TRUE,1,2,0,0,0,"L,M","M M ","winter22"
7641,"121","12","1","1","1",1,1,"Which shift(s) start at the same time as F?","triangular","acme_main",FALSE,600,600,"starts","item_test",221609,"FPSQJ","SGC3A","wi22sona","sona","asynch","2218","34144","limitless-plains",TRUE,1,1,0,0,0,"G","F F ","winter22"
13739,"121","13","1","1","1",1,1,"Which 2 shifts end when Z begins?","triangular","acme_main",FALSE,600,600,"meets","item_nondiscriminant",235505,"FPSQJ","SGC3A","wi22sona","sona","asynch","2218","34144","limitless-plains",TRUE,0.5,2,1,0,0,"E,F","B N Z 02 PM","winter22"
7857,"121","14","1","1","1",1,1,"Which shift(s) end at 3pm?","triangular","acme_main",FALSE,600,600,"endtime","item_test",243514,"FPSQJ","SGC3A","wi22sona","sona","asynch","2218","34144","limitless-plains",TRUE,1,1,0,0,0,"X","X ","winter22"
9778,"121","15","1","1","1",1,1,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","triangular","acme_main",FALSE,600,600,"midpoint","item_test",253448,"FPSQJ","SGC3A","wi22sona","sona","asynch","2218","34144","limitless-plains",TRUE,1,2,0,0,0,"K,X","3J X C ","winter22"
8621,"111","1","1","1","1",1,1,"Which shift(s) start at 11 am?","triangular","acme_control",FALSE,600,600,"starttime","item_scaffold",77324,"YWPBP","SGC3A","wi22sona","sona","asynch","2218","40787","limitless-plains",FALSE,-1,0,1,0,0,"A","11 AM","winter22"
9206,"111","2","1","1","1",1,1,"Which shift(s) start at the same time as D?","triangular","acme_control",FALSE,600,600,"starts","item_scaffold",86707,"YWPBP","SGC3A","wi22sona","sona","asynch","2218","40787","limitless-plains",FALSE,-1,0,1,0,0,"E","09 AM10 AM12 PME E D D ","winter22"
9595,"111","3","1","1","1",1,1,"Which shift(s) begin when C ends?","triangular","acme_control",FALSE,600,600,"meets","item_scaffold",96507,"YWPBP","SGC3A","wi22sona","sona","asynch","2218","40787","limitless-plains",FALSE,-1,0,1,0,0,"Z","10 AMC A ","winter22"
28364,"111","4","1","1","1",1,1,"Which shift(s) end at 4 pm?","triangular","acme_control",FALSE,600,600,"endtime","item_scaffold",124974,"YWPBP","SGC3A","wi22sona","sona","asynch","2218","40787","limitless-plains",FALSE,-1,0,1,0,0,"U","104 PM04 PMU U ","winter22"
33513,"111","5","1","1","1",1,1,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","triangular","acme_control",FALSE,600,600,"midpoint","item_scaffold",158576,"YWPBP","SGC3A","wi22sona","sona","asynch","2218","40787","limitless-plains",FALSE,0,0,0,0,1,"","","winter22"
8602,"111","6","1","1","1",1,1,"Which shift(s) are six hours long?","triangular","acme_main",FALSE,600,600,"duration","item_nondiscriminant",173741,"YWPBP","SGC3A","wi22sona","sona","asynch","2218","40787","limitless-plains",TRUE,0,2,2,0,0,"E,G","6","winter22"
11033,"111","7","1","1","1",1,1,"Which 2 shifts less than 5 hours long start at the same time?","triangular","acme_main",FALSE,600,600,"duration+starts","item_test",184957,"YWPBP","SGC3A","wi22sona","sona","asynch","2218","40787","limitless-plains",FALSE,-1,0,2,0,0,"B,F","","winter22"
26242,"111","8","1","1","1",1,1,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","triangular","acme_main",FALSE,600,600,"duration+contained","item_test",211290,"YWPBP","SGC3A","wi22sona","sona","asynch","2218","40787","limitless-plains",FALSE,-1.16666666666667,0,1,2,0,"E,I,J","E ","winter22"
17852,"111","9","1","1","1",1,1,"Which shift(s) begins before J begins and ends during B?","triangular","acme_main",FALSE,600,600,"starttime+before+endtime+during","item_nondiscriminant",229257,"YWPBP","SGC3A","wi22sona","sona","asynch","2218","40787","limitless-plains",TRUE,0,1,1,0,0,"I","","winter22"
7073,"111","10","1","1","1",1,1,"Which shift(s) end at the same time as F?","triangular","acme_main",FALSE,600,600,"ends","item_test",236493,"YWPBP","SGC3A","wi22sona","sona","asynch","2218","40787","limitless-plains",FALSE,0,0,0,0,1,"","","winter22"
8744,"111","11","1","1","1",1,1,"Which shift(s) start at 12pm?","triangular","acme_main",FALSE,600,600,"starttime","item_test",245345,"YWPBP","SGC3A","wi22sona","sona","asynch","2218","40787","limitless-plains",FALSE,-1,0,2,0,0,"B,F","","winter22"
4555,"111","12","1","1","1",1,1,"Which shift(s) start at the same time as F?","triangular","acme_main",FALSE,600,600,"starts","item_test",249996,"YWPBP","SGC3A","wi22sona","sona","asynch","2218","40787","limitless-plains",FALSE,-1,0,1,0,0,"B","","winter22"
5272,"111","13","1","1","1",1,1,"Which 2 shifts end when Z begins?","triangular","acme_main",FALSE,600,600,"meets","item_nondiscriminant",255363,"YWPBP","SGC3A","wi22sona","sona","asynch","2218","40787","limitless-plains",FALSE,0,0,0,0,1,"","","winter22"
1950,"111","14","1","1","1",1,1,"Which shift(s) end at 3pm?","triangular","acme_main",FALSE,600,600,"endtime","item_test",257413,"YWPBP","SGC3A","wi22sona","sona","asynch","2218","40787","limitless-plains",FALSE,0,0,0,0,1,"","","winter22"
7381,"111","15","1","1","1",1,1,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","triangular","acme_main",FALSE,600,600,"midpoint","item_test",264897,"YWPBP","SGC3A","wi22sona","sona","asynch","2218","40787","limitless-plains",FALSE,0,0,0,0,1,"","","winter22"
105075,"111","1","1","1","1",1,1,"Which shift(s) start at 11 am?","triangular","acme_control",FALSE,600,600,"starttime","item_scaffold",281175,"86P6B","SGC3A","wi22sona","sona","asynch","2218","34144","limitless-plains",TRUE,1,1,0,0,0,"F","A H 6","winter22"
40470,"111","2","1","1","1",1,1,"Which shift(s) start at the same time as D?","triangular","acme_control",FALSE,600,600,"starts","item_scaffold",322110,"86P6B","SGC3A","wi22sona","sona","asynch","2218","34144","limitless-plains",TRUE,1,1,0,0,0,"K","U U 02 PM","winter22"
10697,"111","3","1","1","1",1,1,"Which shift(s) begin when C ends?","triangular","acme_control",FALSE,600,600,"meets","item_scaffold",332971,"86P6B","SGC3A","wi22sona","sona","asynch","2218","34144","limitless-plains",TRUE,1,1,0,0,0,"F","C 12 PMF ","winter22"
11788,"111","4","1","1","1",1,1,"Which shift(s) end at 4 pm?","triangular","acme_control",FALSE,600,600,"endtime","item_scaffold",344919,"86P6B","SGC3A","wi22sona","sona","asynch","2218","34144","limitless-plains",TRUE,1,1,0,0,0,"H","","winter22"
106120,"111","5","1","1","1",1,1,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","triangular","acme_control",FALSE,600,600,"midpoint","item_scaffold",451186,"86P6B","SGC3A","wi22sona","sona","asynch","2218","34144","limitless-plains",TRUE,1,1,0,0,0,"O","I 11 AM11 AMO O A H H ","winter22"
48095,"111","6","1","1","1",1,1,"Which shift(s) are six hours long?","triangular","acme_main",FALSE,600,600,"duration","item_nondiscriminant",510058,"86P6B","SGC3A","wi22sona","sona","asynch","2218","34144","limitless-plains",TRUE,0,2,2,0,0,"E,G","02 PM09 AMJ J J B B O O X C C G E E G E E ","winter22"
61246,"111","7","1","1","1",1,1,"Which 2 shifts less than 5 hours long start at the same time?","triangular","acme_main",FALSE,600,600,"duration+starts","item_test",571405,"86P6B","SGC3A","wi22sona","sona","asynch","2218","34144","limitless-plains",TRUE,1,2,0,0,0,"O,X","5F F B I F F F X O B I ","winter22"
61667,"111","8","1","1","1",1,1,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","triangular","acme_main",FALSE,600,600,"duration+contained","item_test",633395,"86P6B","SGC3A","wi22sona","sona","asynch","2218","34144","limitless-plains",FALSE,-0.166666666666667,0,0,2,0,"D,N","B B B B 12 PMB 03 PMO 04 PMD D ","winter22"
19988,"111","9","1","1","1",1,1,"Which shift(s) begins before J begins and ends during B?","triangular","acme_main",FALSE,600,600,"starttime+before+endtime+during","item_nondiscriminant",653724,"86P6B","SGC3A","wi22sona","sona","asynch","2218","34144","limitless-plains",TRUE,0,1,1,0,0,"I","G G J 09 AM","winter22"
13785,"111","10","1","1","1",1,1,"Which shift(s) end at the same time as F?","triangular","acme_main",FALSE,600,600,"ends","item_test",667667,"86P6B","SGC3A","wi22sona","sona","asynch","2218","34144","limitless-plains",TRUE,1,1,0,0,0,"E","02 PMF 7","winter22"
11735,"111","11","1","1","1",1,1,"Which shift(s) start at 12pm?","triangular","acme_main",FALSE,600,600,"starttime","item_test",679564,"86P6B","SGC3A","wi22sona","sona","asynch","2218","34144","limitless-plains",TRUE,1,2,0,0,0,"L,M","M M L L ","winter22"
9508,"111","12","1","1","1",1,1,"Which shift(s) start at the same time as F?","triangular","acme_main",FALSE,600,600,"starts","item_test",689223,"86P6B","SGC3A","wi22sona","sona","asynch","2218","34144","limitless-plains",TRUE,1,1,0,0,0,"G","F F F G G ","winter22"
16544,"111","13","1","1","1",1,1,"Which 2 shifts end when Z begins?","triangular","acme_main",FALSE,600,600,"meets","item_nondiscriminant",705914,"86P6B","SGC3A","wi22sona","sona","asynch","2218","34144","limitless-plains",TRUE,0.5,2,1,0,0,"E,F","M Z 02 PMZ F ","winter22"
9689,"111","14","1","1","1",1,1,"Which shift(s) end at 3pm?","triangular","acme_main",FALSE,600,600,"endtime","item_test",715755,"86P6B","SGC3A","wi22sona","sona","asynch","2218","34144","limitless-plains",TRUE,1,1,0,0,0,"X","03 PMX ","winter22"
36740,"111","15","1","1","1",1,1,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","triangular","acme_main",FALSE,600,600,"midpoint","item_test",752657,"86P6B","SGC3A","wi22sona","sona","asynch","2218","34144","limitless-plains",TRUE,1,2,0,0,0,"K,X","X X X X K X X K ","winter22"
28383,"121","1","1","2","1",1,1,"Which shift(s) start at 11 am?","triangular","acme_impasse",FALSE,600,600,"starttime","item_scaffold",130015,"E0F55","SGC3A","wi22sona","sona","asynch","2218","38348","limitless-plains",FALSE,0,0,0,0,1,"","11 AM08 AM12 PM11 AM","winter22"
21853,"121","2","1","2","1",1,1,"Which shift(s) start at the same time as D?","triangular","acme_impasse",FALSE,600,600,"starts","item_scaffold",152102,"E0F55","SGC3A","wi22sona","sona","asynch","2218","38348","limitless-plains",FALSE,-0.0833333333333333,0,0,0,0,"G","D D G ","winter22"
55635,"121","3","1","2","1",1,1,"Which shift(s) begin when C ends?","triangular","acme_impasse",FALSE,600,600,"meets","item_scaffold",208000,"E0F55","SGC3A","wi22sona","sona","asynch","2218","38348","limitless-plains",FALSE,-0.0833333333333333,0,0,1,0,"J","","winter22"
17764,"121","4","1","2","1",1,1,"Which shift(s) end at 4 pm?","triangular","acme_impasse",FALSE,600,600,"endtime","item_scaffold",226042,"E0F55","SGC3A","wi22sona","sona","asynch","2218","38348","limitless-plains",FALSE,-0.0833333333333333,0,0,1,0,"D","06 PMD ","winter22"
51313,"121","5","1","2","1",1,1,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","triangular","acme_impasse",FALSE,600,600,"midpoint","item_scaffold",277613,"E0F55","SGC3A","wi22sona","sona","asynch","2218","38348","limitless-plains",FALSE,0,0,0,0,1,"","I I I 03 PMZ ","winter22"
86118,"121","6","1","1","1",1,1,"Which shift(s) are six hours long?","triangular","acme_main",FALSE,600,600,"duration","item_nondiscriminant",369147,"E0F55","SGC3A","wi22sona","sona","asynch","2218","38348","limitless-plains",TRUE,0,2,2,0,0,"E,G","","winter22"
