"subject","session","term","condition","q","question","answer","rt","correct","orth_correct","explicit","impasse","axis"
"XOZJ7","a17243733","fall21","121","16",NA,"",8152,NA,NA,NA,NA,NA
"Y7EP3","a15566972","fall21","111","16",NA,"tthe black dots above it",57811,NA,NA,NA,NA,NA
"776UX","a15987011","fall21","111","16",NA,"LooLook at the time and see if ppl are 4 hrs ahead, on time or behind 12pm",536066,NA,NA,NA,NA,NA
"XCK4Q","a15497274","fall21","121","16",NA,"look at the x axis and see which dots are at the 12pm mark",42528,NA,NA,NA,NA,NA
"57C0V","15994246","fall21","121","16",NA,"look at the x axis for 12pm and then go up to see what letters are plotted there.",27780,NA,NA,NA,NA,NA
"NV47T","a15534110","fall21","111","16",NA,"II go to the x-coordinate where it says 12PM. Anything directly above that would the shifts that start at 12PM.",58985,NA,NA,NA,NA,NA
"XKX1V","a16686754","fall21","121","16",NA,"dots aligning the time",71934,NA,NA,NA,NA,NA
"F4XPD","a16138265","fall21","111","16",NA,"Look at the x-axis where it indicates the time, and anything on the line where x =  12 will indicate events starting.",52455,NA,NA,NA,NA,NA
"CLV1E","a15805246","fall21","111","16",NA,"To determine what events begin at 12pm. I look first at the x-axis at the number 12, then go up and left on the line to see that both M and L start their shifts at 12pm. ",89910,NA,NA,NA,NA,NA
"BYKF0","a16364378","fall21","121","16",NA,"look look at the x axis and find 12 pm. dots directly above 12 pm start at 12.",37043,NA,NA,NA,NA,NA
"OHLRP","a17203114","fall21","121","16",NA,"m",11123,NA,NA,NA,NA,NA
"K7HSV","a17191922","fall21","111","16",NA,"Wherever the dot is placed, is what I assume the event starts.",51501,NA,NA,NA,NA,NA
"BK0TH","a16324253","fall21","121","16",NA,"Trace up from the 12pm mark and mark all the shifts on the line.",38367,NA,NA,NA,NA,NA
"SV1K5","a17170924","fall21","121","16",NA,"The bullet points that are directly above 12 pm are the ones that start at 12 pm",42572,NA,NA,NA,NA,NA
"0EMZW","a16768747","fall21","111","16",NA,"Well you start by locating 12 pm and then any event(s) that are found on the upwards line from it are included... So, M nad L are events that start at 12pm",55494,NA,NA,NA,NA,NA
"KEMWH","a16122200","fall21","111","16",NA,"we look at the x-axis at 12 and if there is a dot at 12 that is the start of a shift",33040,NA,NA,NA,NA,NA
"TBQB2","a159507373","fall21","111","16",NA,"All points along the right diagonal line originating from the 12 PM tick mark on the horizontal axis",27536,NA,NA,NA,NA,NA
"MM806","a17103928","fall21","111","16",NA,"GoGoGo to the x axis and find the 12 pm indicator. Go up from there and the dots that fall on that are the shifts that start at 12 pm.",54641,NA,NA,NA,NA,NA
"S0WU7","a15131176","fall21","121","16",NA,"Start at 12 on the x-axis and follow the positive slope to the right",53747,NA,NA,NA,NA,NA
"8V8HJ","a16229507","fall21","121","16",NA,"look at the 12pm n the x axis and then follow that all the way up. Whichever shifts overlap are the ones that start at 12pm",42545,NA,NA,NA,NA,NA
"4URRL","a15401485","fall21","121","16",NA,"It is determined by the x-axis and which letters sit above the 12pm time. ",88589,NA,NA,NA,NA,NA
"8BB1M","a16950015","fall21","121","16",NA,"you You look at the X-axis and find 12 pm. Then find whatever dot lines up vertically in that time row.",58336,NA,NA,NA,NA,NA
"77SKE","a16329216","fall21","121","16",NA,"Look at 12 pm on the x axis and draw an imaginary line up to see what dots occur at 12 pm.",53550,NA,NA,NA,NA,NA
"K7HM9","a16906699","fall21","111","16",NA,"Starting at the 12pm marker on the x-axis, and going up-right using the diagonal line. Going up this diagonal line, there are the shifts M and L",229448,NA,NA,NA,NA,NA
"EMKFA","a15274291","fall21","111","16",NA,"look for 12pm on the graph and see what points fall on that line/triange.",70997,NA,NA,NA,NA,NA
"S8NY4","a16553672","fall21","111","16",NA,"The points above 12 pm",19845,NA,NA,NA,NA,NA
"PQA54","a15558540","fall21","111","16",NA,"look at x axis and find 12pm, then follow straight up",50199,NA,NA,NA,NA,NA
"194UU","a15957989","fall21","121","16",NA,"You can tell by reading the x-axis of the graph which would happen to be the Start and End Time of each shift stated in 1 hour intervals of the day starting at 8am all the way to 8pm
",78722,NA,NA,NA,NA,NA
"FDRWD","a16675361","fall21","121","16",NA,"TO determine what shifts start at 12pm, you need to find 12pm on the X-axis and see if there are any points straight above it(you must only go straight up from the point on the axis as if you were following a perpendicular line at that point).",197763,NA,NA,NA,NA,NA
"U820R","a15867428","fall21","121","16",NA,"Look at the x-axis, the bottom of the graph and look for a dot that corresponds with ""12pm""",36807,NA,NA,NA,NA,NA
"UQTQ6","a15468160","fall21","111","16",NA,"I look over to the x axis to determine which events start at 12pm",24897,NA,NA,NA,NA,NA
"60VNG","a17126609","fall21","121","16",NA,"look at x axis where 12pm is and look where the plots are pointed on the y axis ",39785,NA,NA,NA,NA,NA
"EA6YH","a17147364","fall21","121","16",NA,"Look at the letters that correspond to 12 pm on the x-axis.",48636,NA,NA,NA,NA,NA
"UO0XA","a16965466","fall21","111","16",NA,"Every points above the 12pm sign",28101,NA,NA,NA,NA,NA
"KPZTN","a15428681","fall21","121","16",NA,"LL.   look at the x axis for time, look at y axis for which shift",46520,NA,NA,NA,NA,NA
"W8QQ3","a16788617","fall21","111","16",NA,"Events that start at 12 are on the positive slope that crosses through 12 pm. ",38681,NA,NA,NA,NA,NA
"K5PDZ","a15897677","fall21","121","16",NA,"Begin at point marked 12 PM at the bottom, and move diagonally up and to the right. Any shift the line intersects begins at that time.",63018,NA,NA,NA,NA,NA
"02DBM","a16775456","fall21","121","16",NA,"Shifts M and L, plus Shift B and F's coffee breaks, start at 12 PM.",48259,NA,NA,NA,NA,NA
"7DJGJ","a15839424","fall21","121","16",NA,"y axisy axis",11342,NA,NA,NA,NA,NA
"2CZP7","a16681470","fall21","121","16",NA,"You look at where the number 12pm is on the chart then you go up to see what letters line up with 12pm. In this case that is F and B.",65383,NA,NA,NA,NA,NA
"YJN2B","a15927876","fall21","121","16",NA,"If their are dots ontop of the number 12",32979,NA,NA,NA,NA,NA
"VRHYF","a16664786","fall21","111","16",NA,"I would look at the x-axis and look at all the values that fall on the 12pm measurement.",24925,NA,NA,NA,NA,NA
"694WT","a15853813","fall21","111","16",NA,"figure out the start time of 12 pm (look at the point and see if it has points on 12 pm axis. Calculate the start time, break, and end time of each shift. ",216589,NA,NA,NA,NA,NA
"QADB9","a17091192","fall21","111","16",NA,"ToTo dTo To determine what event(s) start at 12 pm, you look at the bottom and look where 12 pm is. Then you go follow the line starting where 12 pm all the way to tthe top to see what event(s) start during that time.",68181,NA,NA,NA,NA,NA
"PRA08","a16137081","fall21","121","16",NA,"a point that is along the axis where 12pm is means that's when the event starts.",72631,NA,NA,NA,NA,NA
"KXRFL","a15545916","fall21","121","16",NA,"You look at x axis too look at time then find 12pm and look up the column to see what dots are plotted along 12pm",50872,NA,NA,NA,NA,NA
"5P3XF","a16430000","fall21","121","16",NA,"You see the mark of 12pm in the x axis and then follow the diagonal line to the right and see all of the points plotted in that line.",67572,NA,NA,NA,NA,NA
"HCGNQ","a15926963","fall21","111","16",NA,"You look at how long the shift is and then go to the 12 pm on the x-axis",33053,NA,NA,NA,NA,NA
"STJP3","a15530049","fall21","111","16",NA,"find the dots that are in line with 12pm on the x axis
",32829,NA,NA,NA,NA,NA
"GY85V","a15461338","fall21","111","16",NA,"look at what dots are above the 12 pm tick mark",53963,NA,NA,NA,NA,NA
"3PADQ","a16546781","fall21","111","16",NA,"ook down a the x-axis or the start and end time axis and find 12p and then move up the graph in line with 12p and see what shift starts there ",58896,NA,NA,NA,NA,NA
"240Y4","a15903042","fall21","111","16",NA,"You go to 12pm on x axis, ignore the triangular lines and go straight up. Then you will fine B and F on 12pm. ",57013,NA,NA,NA,NA,NA
"3SYRX","a15568892","fall21","121","16",NA,"FikDFollow the line that has a positive slope from the 12pm point on the x-axis",49996,NA,NA,NA,NA,NA
"PFFEV","a16145321","fall21","121","16",NA,"look at the x axis find the 12pm spot and look to see if any dots are on that line",51991,NA,NA,NA,NA,NA
"NH0FO","a15386946","fall21","121","16",NA,"Find 12 PM on the X-axis and follow the line up to the right.",42518,NA,NA,NA,NA,NA
"XG38D","a15865479","fall21","121","16",NA,"Looking at the X axis, find 12 PM and following up in a straight line, see what dots fall on that straight line (in this case, F and B)",68918,NA,NA,NA,NA,NA
"N36VM","a16041987","fall21","111","16",NA,"Choose a point that is diagonal to the x-axis of 12",83883,NA,NA,NA,NA,NA
"7METL","a16677006","fall21","121","16",NA,"By looking at which plot points align with 12pm on the y axis",32223,NA,NA,NA,NA,NA
"XV7KZ","a15826500","fall21","121","16",NA,"You would use the x-axis label, ID 12pm and see which ones fall on that point",24246,NA,NA,NA,NA,NA
"YUWCZ","a16578015","fall21","121","16",NA,"The starting point is on the left side of each number. Therefore events M and L begin at 12pm",52520,NA,NA,NA,NA,NA
"CN995","a16806645","fall21","121","16",NA,"You start at the diagonal line connected to 12Pm on the horizontal axis and follow it up and to the right and whatever points that line intersects with is a shift that starts at 12 pm. It would be M and L",98921,NA,NA,NA,NA,NA
"98R7E","a16148682","fall21","121","16",NA,"the horizontal line pointing towards the right that begins at 12pm and end at 8 hours is the line where all the shifts that begin at 12 can be found.",66363,NA,NA,NA,NA,NA
"N5NRY","a15526867","fall21","111","16",NA,"the point where lines with a positive slope begin represent start time. If you go to 12 pm and follow the line with a positive slope you will find that M and L start at 12 pm ",123957,NA,NA,NA,NA,NA
"QXNXR","a16263989","fall21","111","16",NA,"Start at the 12pm mark on the x-axis and follow the diagonal line that is going up and to the right. All of the points that are on that diagonal line are events that start at 12pm. ",161695,NA,NA,NA,NA,NA
"MAJW8","a16648429","fall21","111","16",NA,"find 12 pm on the graph then follow the line pointing to the right, all dots along that line start at 12 pm",37437,NA,NA,NA,NA,NA
"DMUWM","a6125989","fall21","111","16",NA,"To see if there are any spots on the top of the 12 pm.",65474,NA,NA,NA,NA,NA
"Y9SMP","a15480541","fall21","121","16",NA,"On the x-axis, locate 12PM and follow the line up going in an upward right direction. Shifts M and L starts at 12PM.",118676,NA,NA,NA,NA,NA
"SG6TQ","w17156565","fall21","111","16",NA,"Look at the x-axis and count up from 12 PM on the axis.",29434,NA,NA,NA,NA,NA
"1JW7Y","a16759561","fall21","111","16",NA,"Looking at the duration and adding onto the time of the start of a shift.",58883,NA,NA,NA,NA,NA
"ARL8H","a15399879","fall21","111","16",NA,"The dot under the column of 12 PM determines when the event starts",23402,NA,NA,NA,NA,NA
"1KLRO","a15904376","fall21","121","16",NA,"x-axis, navigate to 12pm, follow the line starting from 12 and follow it diagonally up and left, line hits M and hits L",60374,NA,NA,NA,NA,NA
"WZMMU","a16143560","fall21","121","16",NA,"Each point represents the letters coffee break and going down the line to the left side represents start time, therefore the letters that start at 12pm are M and L",140477,NA,NA,NA,NA,NA
"M9WY5","a15767120","fall21","111","16",NA,"Look at the x axis to see the time of day look at 12pm and then see which letters line up",128633,NA,NA,NA,NA,NA
"SQKR9","a17129477","fall21","111","16",NA,"SeeSee is the left side of a triangle starts at 12pm",59323,NA,NA,NA,NA,NA
"N8PCJ","a15920946","fall21","121","16",NA,"You determine the starting of an event by looking at the x-axis, ""Start and End Time"", and looking which ones start at 12 pm.",100422,NA,NA,NA,NA,NA
"M53XH","a17169808","fall21","121","16",NA,"B and F start work
",14912,NA,NA,NA,NA,NA
"WLO69","a16308330","fall21","111","1","starttime","F",48093,1,0,"2","1","Orthogonal-XInside-YFull"
"WLO69","a16308330","fall21","121","2","starts","K",15283,1,0,"2","1","Orthogonal-XInside-YFull"
"WLO69","a16308330","fall21","111","3","meets","F",19684,1,0,"2","1","Orthogonal-XInside-YFull"
"WLO69","a16308330","fall21","111","5","midpoint","O",28342,1,0,"2","1","Orthogonal-XInside-YFull"
"WLO69","a16308330","fall21","111","6","duration","EG",11082,1,1,"2","1","Orthogonal-XInside-YFull"
"WLO69","a16308330","fall21","111","8","duration+contained","AGK",52836,0,0,"2","1","Orthogonal-XInside-YFull"
"WLO69","a16308330","fall21","121","9","starttime+before+endtime+during","I",38247,1,1,"2","1","Orthogonal-XInside-YFull"
"WLO69","a16308330","fall21","121","10","ends","E",9870,1,0,"2","1","Orthogonal-XInside-YFull"
"WLO69","a16308330","fall21","111","11","starttime","ML",11067,1,0,"2","1","Orthogonal-XInside-YFull"
"WLO69","a16308330","fall21","111","12","starts","G",13115,1,0,"2","1","Orthogonal-XInside-YFull"
"WLO69","a16308330","fall21","121","13","meets","EF",18327,1,0,"2","1","Orthogonal-XInside-YFull"
"WLO69","a16308330","fall21","111","14","endtime","X",8748,1,0,"2","1","Orthogonal-XInside-YFull"
"WLO69","a16308330","fall21","111","15","midpoint","KX",13899,1,0,"2","1","Orthogonal-XInside-YFull"
"63VL0","a1677674","fall21","121","5","midpoint","",36218,0,0,"1","2","Orthogonal-XInside-YFull"
"63VL0","a1677674","fall21","121","6","duration","EG",11258,1,1,"1","2","Orthogonal-XInside-YFull"
"63VL0","a1677674","fall21","121","7","duration+starts","XO",25782,1,0,"1","2","Orthogonal-XInside-YFull"
"63VL0","a1677674","fall21","121","8","duration+contained","G",57085,1,0,"1","2","Orthogonal-XInside-YFull"
"63VL0","a1677674","fall21","111","9","starttime+before+endtime+during","IEM",69163,0,0,"1","2","Orthogonal-XInside-YFull"
"63VL0","a1677674","fall21","111","10","ends","E",9011,1,0,"1","2","Orthogonal-XInside-YFull"
"63VL0","a1677674","fall21","111","12","starts","G",8279,1,0,"1","2","Orthogonal-XInside-YFull"
"63VL0","a1677674","fall21","121","13","meets","EF",21448,1,0,"1","2","Orthogonal-XInside-YFull"
"63VL0","a1677674","fall21","111","15","midpoint","KX",25950,1,0,"1","2","Orthogonal-XInside-YFull"
"LZSME","a16348482","fall21","111","2","starts","K",25644,1,0,"2","2","Orthogonal-XInside-YFull"
"LZSME","a16348482","fall21","121","3","meets","F",17536,1,0,"2","2","Orthogonal-XInside-YFull"
"LZSME","a16348482","fall21","121","4","endtime","H",17241,1,0,"2","2","Orthogonal-XInside-YFull"
"LZSME","a16348482","fall21","121","5","midpoint","A",58627,1,0,"2","2","Orthogonal-XInside-YFull"
"LZSME","a16348482","fall21","121","6","duration","EG",33820,1,1,"2","2","Orthogonal-XInside-YFull"
"LZSME","a16348482","fall21","121","8","duration+contained","C",47164,0,0,"2","2","Orthogonal-XInside-YFull"
"LZSME","a16348482","fall21","111","9","starttime+before+endtime+during","I",37580,1,1,"2","2","Orthogonal-XInside-YFull"
"LZSME","a16348482","fall21","111","10","ends","E",13550,1,0,"2","2","Orthogonal-XInside-YFull"
"LZSME","a16348482","fall21","121","11","starttime","ML",11597,1,0,"2","2","Orthogonal-XInside-YFull"
"LZSME","a16348482","fall21","111","12","starts","G",7589,1,0,"2","2","Orthogonal-XInside-YFull"
"LZSME","a16348482","fall21","111","13","meets","F",11700,0,0,"2","2","Orthogonal-XInside-YFull"
"LZSME","a16348482","fall21","121","14","endtime","X",11311,1,0,"2","2","Orthogonal-XInside-YFull"
"YRELO","a16128348","fall21","121","2","starts","K",10937,1,0,"2","2","Orthogonal-XInside-YFull"
"YRELO","a16128348","fall21","121","3","meets","F",16942,1,0,"2","2","Orthogonal-XInside-YFull"
"YRELO","a16128348","fall21","111","4","endtime","H",43898,1,0,"2","2","Orthogonal-XInside-YFull"
"YRELO","a16128348","fall21","111","6","duration","EG",19683,1,1,"2","2","Orthogonal-XInside-YFull"
"YRELO","a16128348","fall21","111","7","duration+starts","XO",24543,1,0,"2","2","Orthogonal-XInside-YFull"
"YRELO","a16128348","fall21","121","8","duration+contained","G",57486,1,0,"2","2","Orthogonal-XInside-YFull"
"YRELO","a16128348","fall21","121","9","starttime+before+endtime+during","E",20468,0,0,"2","2","Orthogonal-XInside-YFull"
"YRELO","a16128348","fall21","121","10","ends","E",10414,1,0,"2","2","Orthogonal-XInside-YFull"
"YRELO","a16128348","fall21","121","11","starttime","JM",10865,0,0,"2","2","Orthogonal-XInside-YFull"
"YRELO","a16128348","fall21","121","12","starts","G",17042,1,0,"2","2","Orthogonal-XInside-YFull"
"YRELO","a16128348","fall21","111","13","meets","EF",18577,1,0,"2","2","Orthogonal-XInside-YFull"
"YRELO","a16128348","fall21","111","14","endtime","X",7918,1,0,"2","2","Orthogonal-XInside-YFull"
"YRELO","a16128348","fall21","111","15","midpoint","KX",15224,1,0,"2","2","Orthogonal-XInside-YFull"
"TE7JZ","a13190800","fall21","111","1","starttime","A",41108,0,1,"3","1","Orthogonal-XInside-YFull"
"TE7JZ","a13190800","fall21","121","2","starts","E",32246,0,1,"3","1","Orthogonal-XInside-YFull"
"TE7JZ","a13190800","fall21","111","3","meets","AF",74534,0,0,"3","1","Orthogonal-XInside-YFull"
"TE7JZ","a13190800","fall21","111","5","midpoint","O",138748,1,0,"3","1","Orthogonal-XInside-YFull"
"TE7JZ","a13190800","fall21","111","7","duration+starts","",75210,0,0,"3","1","Orthogonal-XInside-YFull"
"TE7JZ","a13190800","fall21","121","8","duration+contained","",186766,0,0,"3","1","Orthogonal-XInside-YFull"
"TE7JZ","a13190800","fall21","111","9","starttime+before+endtime+during","IM",141702,0,0,"3","1","Orthogonal-XInside-YFull"
"TE7JZ","a13190800","fall21","111","10","ends","",39719,0,0,"3","1","Orthogonal-XInside-YFull"
"TE7JZ","a13190800","fall21","111","11","starttime","FB",1487203,0,1,"3","1","Orthogonal-XInside-YFull"
"TE7JZ","a13190800","fall21","121","12","starts","B",18025,0,1,"3","1","Orthogonal-XInside-YFull"
"TE7JZ","a13190800","fall21","121","13","meets","",17792,0,0,"3","1","Orthogonal-XInside-YFull"
"TE7JZ","a13190800","fall21","121","14","endtime","X",42708,1,0,"3","1","Orthogonal-XInside-YFull"
"TE7JZ","a13190800","fall21","121","15","midpoint","KX",36166,1,0,"3","1","Orthogonal-XInside-YFull"
"UDSVX","a16031916","fall21","121","1","starttime","F",10702,1,0,"2","2","Orthogonal-XInside-YFull"
"UDSVX","a16031916","fall21","111","2","starts","K",9557,1,0,"2","2","Orthogonal-XInside-YFull"
