"subject","session","term","condition","ts_n","tt_n","triangular_score","os_n","ot_n","orthogonal_score","explicit","impasse","axis","triangular_time","totalTime","ts_t","tt_t","attn_check","native_language","year","major","country","sex","age"
"TD0NU","a15428815","fall21","111",0,2,2,4,9,13,"1","1","Orthogonal-XInside-YFull",452568,584711,163825,288743,1,"English","Fourth","Social Sciences (incl. CogSci)","United States","Female",21
"YK2A6","15862635","fall21","111",0,2,2,4,8,12,"1","1","Orthogonal-XInside-YFull",271660,356059,96086,175574,1,"English","Third","Social Sciences (incl. CogSci)","usa\n","Female",20
"K9UQH","a16413173","fall21","121",0,2,2,0,10,10,"1","2","Orthogonal-XInside-YFull",1437022,2015618,648148,788874,1,"Other","Second","Math or Computer Sciences","India","Female",18
"Z461O","a16608791","fall21","111",0,2,2,4,8,12,"1","1","Orthogonal-XInside-YFull",555948,656702,105835,450113,1,"English","Fourth","Social Sciences (incl. CogSci)","United States","Female",21
"431GR","a16797648","fall21","111",4,9,13,0,2,2,"1","1","Orthogonal-XInside-YFull",426518,557465,130618,295900,1,"English","First","Social Sciences (incl. CogSci)","United States","Female",18
"QNNZZ","a15992567","fall21","121",2,2,4,0,10,10,"1","2","Orthogonal-XInside-YFull",761894,862798,443718,318176,1,"Mandarin or Cantonese","Third","Social Sciences (incl. CogSci)","Hong Kong","Male",20
"OE3DT","a15889123","fall21","121",1,8,9,0,1,1,"1","2","Orthogonal-XInside-YFull",631122,866689,244204,386918,1,"English","Third","Social Sciences (incl. CogSci)","USA","Female",20
"K3AE8","a16811213","fall21","121",0,2,2,0,10,10,"1","2","Orthogonal-XInside-YFull",497163,1271358,262543,234620,1,"English","First","Humanities","United States of America","Male",18
"98VDX","a16783696","fall21","121",1,3,4,0,9,9,"1","2","Orthogonal-XInside-YFull",673335,756589,241019,432316,1,"English","First","Biomedical & Health Sciences","United States","Female",18
"P83KE","a15461540","fall21","121",0,2,2,0,9,9,"1","2","Orthogonal-XInside-YFull",644317,780054,306424,337893,1,"English","Fourth","Social Sciences (incl. CogSci)","United States of America","Female",21
"UN6MT","a17174133","fall21","111",0,2,2,5,9,14,"1","1","Orthogonal-XInside-YFull",542328,644217,176105,366223,1,"English","Third","Social Sciences (incl. CogSci)","United States of America","Male",21
"B44PE","a17235796","fall21","121",4,9,13,0,2,2,"1","2","Orthogonal-XInside-YFull",452985,614489,140823,312162,1,"Mandarin or Cantonese","Third","Social Sciences (incl. CogSci)","USA","Male",20
"ECJQV","a15977973","fall21","121",1,1,2,0,2,2,"1","2","Orthogonal-XInside-YFull",206400,258626,115900,90500,1,"Spanish","Third","Social Sciences (incl. CogSci)","United States","Female",20
