"subject","session","term","condition","q","question","answer","rt","correct","orth_correct","explicit","impasse","axis"
"G17YM","a15449379","fall21","121","1","starttime","",20403,0,0,"1","2","Orthogonal-XInside-YFull"
"G17YM","a15449379","fall21","121","2","starts","",10754,0,0,"1","2","Orthogonal-XInside-YFull"
"G17YM","a15449379","fall21","121","3","meets","",85023,0,0,"1","2","Orthogonal-XInside-YFull"
"G17YM","a15449379","fall21","121","4","endtime","D",8677,0,0,"1","2","Orthogonal-XInside-YFull"
"G17YM","a15449379","fall21","121","5","midpoint","JD",70299,0,0,"1","2","Orthogonal-XInside-YFull"
"G17YM","a15449379","fall21","121","6","duration","EG",8146,1,1,"1","2","Orthogonal-XInside-YFull"
"G17YM","a15449379","fall21","121","7","duration+starts","IJFBXOZND",27285,0,0,"1","2","Orthogonal-XInside-YFull"
"G17YM","a15449379","fall21","121","8","duration+contained","E",42125,0,1,"1","2","Orthogonal-XInside-YFull"
"G17YM","a15449379","fall21","121","9","starttime+before+endtime+during","I",21109,1,1,"1","2","Orthogonal-XInside-YFull"
"G17YM","a15449379","fall21","121","10","ends","B",19353,0,0,"1","2","Orthogonal-XInside-YFull"
"G17YM","a15449379","fall21","121","11","starttime","FB",9518,0,1,"1","2","Orthogonal-XInside-YFull"
"G17YM","a15449379","fall21","121","12","starts","B",4443,0,1,"1","2","Orthogonal-XInside-YFull"
"G17YM","a15449379","fall21","121","13","meets","EX",30278,0,0,"1","2","Orthogonal-XInside-YFull"
"G17YM","a15449379","fall21","121","14","endtime","F",28571,0,0,"1","2","Orthogonal-XInside-YFull"
"G17YM","a15449379","fall21","121","15","midpoint","EF",70626,0,1,"1","2","Orthogonal-XInside-YFull"
"QLO9H","a14821119","fall21","111","1","starttime","A",30612,0,1,"1","1","Orthogonal-XInside-YFull"
"QLO9H","a14821119","fall21","111","2","starts","E",11114,0,1,"1","1","Orthogonal-XInside-YFull"
"QLO9H","a14821119","fall21","111","3","meets","Z",16687,0,1,"1","1","Orthogonal-XInside-YFull"
"QLO9H","a14821119","fall21","111","4","endtime","U",86353,0,1,"1","1","Orthogonal-XInside-YFull"
"QLO9H","a14821119","fall21","111","5","midpoint","U",72069,0,1,"1","1","Orthogonal-XInside-YFull"
"QLO9H","a14821119","fall21","111","6","duration","EG",6547,1,1,"1","1","Orthogonal-XInside-YFull"
"QLO9H","a14821119","fall21","111","7","duration+starts","FB",19925,0,1,"1","1","Orthogonal-XInside-YFull"
"QLO9H","a14821119","fall21","111","8","duration+contained","E",37045,0,1,"1","1","Orthogonal-XInside-YFull"
"QLO9H","a14821119","fall21","111","9","starttime+before+endtime+during","I",26325,1,1,"1","1","Orthogonal-XInside-YFull"
"QLO9H","a14821119","fall21","111","10","ends","X",47504,0,1,"1","1","Orthogonal-XInside-YFull"
"QLO9H","a14821119","fall21","111","11","starttime","FB",9697,0,1,"1","1","Orthogonal-XInside-YFull"
"QLO9H","a14821119","fall21","111","12","starts","B",7724,0,1,"1","1","Orthogonal-XInside-YFull"
"QLO9H","a14821119","fall21","111","13","meets","FX",20190,0,1,"1","1","Orthogonal-XInside-YFull"
"QLO9H","a14821119","fall21","111","14","endtime","B",21661,0,1,"1","1","Orthogonal-XInside-YFull"
"QLO9H","a14821119","fall21","111","15","midpoint","EF",17815,0,1,"1","1","Orthogonal-XInside-YFull"
"5TXOT","a14821119","fall21","111","1","starttime","A",4799,0,1,"1","1","Orthogonal-XInside-YFull"
"5TXOT","a14821119","fall21","111","2","starts","E",5661,0,1,"1","1","Orthogonal-XInside-YFull"
"5TXOT","a14821119","fall21","111","3","meets","O",6618,0,0,"1","1","Orthogonal-XInside-YFull"
"5TXOT","a14821119","fall21","111","4","endtime","U",18483,0,1,"1","1","Orthogonal-XInside-YFull"
"5TXOT","a14821119","fall21","111","5","midpoint","U",11077,0,1,"1","1","Orthogonal-XInside-YFull"
"5TXOT","a14821119","fall21","111","6","duration","EG",7710,1,1,"1","1","Orthogonal-XInside-YFull"
"5TXOT","a14821119","fall21","111","7","duration+starts","FB",7814,0,1,"1","1","Orthogonal-XInside-YFull"
"5TXOT","a14821119","fall21","111","8","duration+contained","E",14514,0,1,"1","1","Orthogonal-XInside-YFull"
"5TXOT","a14821119","fall21","111","9","starttime+before+endtime+during","I",7922,1,1,"1","1","Orthogonal-XInside-YFull"
"5TXOT","a14821119","fall21","111","10","ends","X",11682,0,1,"1","1","Orthogonal-XInside-YFull"
"5TXOT","a14821119","fall21","111","11","starttime","FB",5895,0,1,"1","1","Orthogonal-XInside-YFull"
"5TXOT","a14821119","fall21","111","12","starts","B",3077,0,1,"1","1","Orthogonal-XInside-YFull"
"5TXOT","a14821119","fall21","111","13","meets","FX",10823,0,1,"1","1","Orthogonal-XInside-YFull"
"5TXOT","a14821119","fall21","111","14","endtime","B",37797,0,1,"1","1","Orthogonal-XInside-YFull"
"5TXOT","a14821119","fall21","111","15","midpoint","EF",33249,0,1,"1","1","Orthogonal-XInside-YFull"
"NTSOK","a16900930","fall21","111","1","starttime","A",11000,0,1,"1","1","Orthogonal-XInside-YFull"
"NTSOK","a16900930","fall21","111","2","starts","EG",37328,0,0,"1","1","Orthogonal-XInside-YFull"
"NTSOK","a16900930","fall21","111","3","meets","AUB",120464,0,0,"1","1","Orthogonal-XInside-YFull"
"NTSOK","a16900930","fall21","111","4","endtime","E",166040,0,0,"1","1","Orthogonal-XInside-YFull"
"NTSOK","a16900930","fall21","111","5","midpoint","O",109813,1,0,"1","1","Orthogonal-XInside-YFull"
"NTSOK","a16900930","fall21","111","6","duration","EG",12276,1,1,"1","1","Orthogonal-XInside-YFull"
"NTSOK","a16900930","fall21","111","7","duration+starts","FB",196403,0,1,"1","1","Orthogonal-XInside-YFull"
"NTSOK","a16900930","fall21","111","8","duration+contained","JMND",219604,0,0,"1","1","Orthogonal-XInside-YFull"
"NTSOK","a16900930","fall21","111","9","starttime+before+endtime+during","MXND",48517,0,0,"1","1","Orthogonal-XInside-YFull"
"NTSOK","a16900930","fall21","111","10","ends","Z",18739,0,0,"1","1","Orthogonal-XInside-YFull"
"NTSOK","a16900930","fall21","111","11","starttime","FB",23694,0,1,"1","1","Orthogonal-XInside-YFull"
"NTSOK","a16900930","fall21","111","12","starts","B",25179,0,1,"1","1","Orthogonal-XInside-YFull"
"NTSOK","a16900930","fall21","111","13","meets","AL",98060,0,0,"1","1","Orthogonal-XInside-YFull"
"NTSOK","a16900930","fall21","111","14","endtime","L",224894,0,0,"1","1","Orthogonal-XInside-YFull"
"NTSOK","a16900930","fall21","111","15","midpoint","KX",72543,1,0,"1","1","Orthogonal-XInside-YFull"
"L6X0K","a16900930","fall21","111","1","starttime","A",9053,0,1,"1","1","Orthogonal-XInside-YFull"
"L6X0K","a16900930","fall21","111","2","starts","EG",19855,0,0,"1","1","Orthogonal-XInside-YFull"
"L6X0K","a16900930","fall21","111","3","meets","Z",24172,0,1,"1","1","Orthogonal-XInside-YFull"
"L6X0K","a16900930","fall21","111","4","endtime","O",58193,0,0,"1","1","Orthogonal-XInside-YFull"
"L6X0K","a16900930","fall21","111","5","midpoint","FG",20585,0,0,"1","1","Orthogonal-XInside-YFull"
"L6X0K","a16900930","fall21","111","6","duration","EG",11055,1,1,"1","1","Orthogonal-XInside-YFull"
"L6X0K","a16900930","fall21","111","7","duration+starts","FB",24407,0,1,"1","1","Orthogonal-XInside-YFull"
"L6X0K","a16900930","fall21","111","8","duration+contained","IE",54209,0,0,"1","1","Orthogonal-XInside-YFull"
"L6X0K","a16900930","fall21","111","9","starttime+before+endtime+during","I",64201,1,1,"1","1","Orthogonal-XInside-YFull"
"L6X0K","a16900930","fall21","111","10","ends","Z",14234,0,0,"1","1","Orthogonal-XInside-YFull"
"L6X0K","a16900930","fall21","111","11","starttime","FB",7685,0,1,"1","1","Orthogonal-XInside-YFull"
"L6X0K","a16900930","fall21","111","12","starts","G",24280,1,0,"1","1","Orthogonal-XInside-YFull"
"L6X0K","a16900930","fall21","111","13","meets","E",158954,0,0,"1","1","Orthogonal-XInside-YFull"
"L6X0K","a16900930","fall21","111","14","endtime","X",15843,1,0,"1","1","Orthogonal-XInside-YFull"
"L6X0K","a16900930","fall21","111","15","midpoint","FZ",39928,0,0,"1","1","Orthogonal-XInside-YFull"
"G0O8S","a15049392","fall21","111","1","starttime","CF",75873,0,0,"1","1","Orthogonal-XInside-YFull"
"G0O8S","a15049392","fall21","111","2","starts","K",34561,1,0,"1","1","Orthogonal-XInside-YFull"
"G0O8S","a15049392","fall21","111","3","meets","F",25756,1,0,"1","1","Orthogonal-XInside-YFull"
"G0O8S","a15049392","fall21","111","4","endtime","H",13475,1,0,"1","1","Orthogonal-XInside-YFull"
"G0O8S","a15049392","fall21","111","5","midpoint","O",141386,1,0,"1","1","Orthogonal-XInside-YFull"
"G0O8S","a15049392","fall21","111","6","duration","EG",9898,1,1,"1","1","Orthogonal-XInside-YFull"
"G0O8S","a15049392","fall21","111","7","duration+starts","XO",36823,1,0,"1","1","Orthogonal-XInside-YFull"
"G0O8S","a15049392","fall21","111","8","duration+contained","G",54200,1,0,"1","1","Orthogonal-XInside-YFull"
"G0O8S","a15049392","fall21","111","9","starttime+before+endtime+during","E",35868,0,0,"1","1","Orthogonal-XInside-YFull"
"G0O8S","a15049392","fall21","111","10","ends","E",28704,1,0,"1","1","Orthogonal-XInside-YFull"
"G0O8S","a15049392","fall21","111","11","starttime","ML",14472,1,0,"1","1","Orthogonal-XInside-YFull"
"G0O8S","a15049392","fall21","111","12","starts","G",11894,1,0,"1","1","Orthogonal-XInside-YFull"
"G0O8S","a15049392","fall21","111","13","meets","HN",23370,0,0,"1","1","Orthogonal-XInside-YFull"
"G0O8S","a15049392","fall21","111","14","endtime","X",7412,1,0,"1","1","Orthogonal-XInside-YFull"
"G0O8S","a15049392","fall21","111","15","midpoint","X",199747,0,0,"1","1","Orthogonal-XInside-YFull"
"2NF6Q","a15769204","fall21","121","1","starttime","F",5563,1,0,"1","2","Orthogonal-XInside-YFull"
"2NF6Q","a15769204","fall21","121","2","starts","K",8498,1,0,"1","2","Orthogonal-XInside-YFull"
"2NF6Q","a15769204","fall21","121","3","meets","F",9119,1,0,"1","2","Orthogonal-XInside-YFull"
"2NF6Q","a15769204","fall21","121","4","endtime","H",5250,1,0,"1","2","Orthogonal-XInside-YFull"
"2NF6Q","a15769204","fall21","121","5","midpoint","A",5724,1,0,"1","2","Orthogonal-XInside-YFull"
"2NF6Q","a15769204","fall21","121","6","duration","EG",9415,1,1,"1","2","Orthogonal-XInside-YFull"
"2NF6Q","a15769204","fall21","121","7","duration+starts","XO",14952,1,0,"1","2","Orthogonal-XInside-YFull"
"2NF6Q","a15769204","fall21","121","8","duration+contained","IJEFG",53991,0,0,"1","2","Orthogonal-XInside-YFull"
"2NF6Q","a15769204","fall21","121","9","starttime+before+endtime+during","I",35427,1,1,"1","2","Orthogonal-XInside-YFull"
"2NF6Q","a15769204","fall21","121","10","ends","E",5362,1,0,"1","2","Orthogonal-XInside-YFull"
"2NF6Q","a15769204","fall21","121","11","starttime","ML",7513,1,0,"1","2","Orthogonal-XInside-YFull"
"2NF6Q","a15769204","fall21","121","12","starts","G",11374,1,0,"1","2","Orthogonal-XInside-YFull"
"2NF6Q","a15769204","fall21","121","13","meets","EF",16632,1,0,"1","2","Orthogonal-XInside-YFull"
"2NF6Q","a15769204","fall21","121","14","endtime","X",7591,1,0,"1","2","Orthogonal-XInside-YFull"
"2NF6Q","a15769204","fall21","121","15","midpoint","KX",9822,1,0,"1","2","Orthogonal-XInside-YFull"
"TE76G","a15449379","fall21","111","1","starttime","A",57217,0,1,"1","1","Orthogonal-XInside-YFull"
"TE76G","a15449379","fall21","111","2","starts","E",21588,0,1,"1","1","Orthogonal-XInside-YFull"
"TE76G","a15449379","fall21","111","3","meets","Z",18582,0,1,"1","1","Orthogonal-XInside-YFull"
"TE76G","a15449379","fall21","111","4","endtime","U",26419,0,1,"1","1","Orthogonal-XInside-YFull"
"TE76G","a15449379","fall21","111","5","midpoint","",103847,0,0,"1","1","Orthogonal-XInside-YFull"
"TE76G","a15449379","fall21","111","6","duration","EG",9743,1,1,"1","1","Orthogonal-XInside-YFull"
"TE76G","a15449379","fall21","111","7","duration+starts","FB",21855,0,1,"1","1","Orthogonal-XInside-YFull"
"TE76G","a15449379","fall21","111","8","duration+contained","E",20039,0,1,"1","1","Orthogonal-XInside-YFull"
"TE76G","a15449379","fall21","111","9","starttime+before+endtime+during","I",98513,1,1,"1","1","Orthogonal-XInside-YFull"
"TE76G","a15449379","fall21","111","10","ends","X",49648,0,1,"1","1","Orthogonal-XInside-YFull"
"TE76G","a15449379","fall21","111","11","starttime","FB",6802,0,1,"1","1","Orthogonal-XInside-YFull"
"TE76G","a15449379","fall21","111","12","starts","B",3665,0,1,"1","1","Orthogonal-XInside-YFull"
"TE76G","a15449379","fall21","111","13","meets","FX",15600,0,1,"1","1","Orthogonal-XInside-YFull"
"TE76G","a15449379","fall21","111","14","endtime","B",16141,0,1,"1","1","Orthogonal-XInside-YFull"
"TE76G","a15449379","fall21","111","15","midpoint","EF",44132,0,1,"1","1","Orthogonal-XInside-YFull"
"X3B04","a17082219","fall21","121","1","starttime","",43749,0,0,"1","2","Orthogonal-XInside-YFull"
"X3B04","a17082219","fall21","121","2","starts","",37497,0,0,"1","2","Orthogonal-XInside-YFull"
"X3B04","a17082219","fall21","121","3","meets","A",23851,0,0,"1","2","Orthogonal-XInside-YFull"
"X3B04","a17082219","fall21","121","4","endtime","D",7948,0,0,"1","2","Orthogonal-XInside-YFull"
"X3B04","a17082219","fall21","121","5","midpoint","A",78630,1,0,"1","2","Orthogonal-XInside-YFull"
"X3B04","a17082219","fall21","121","6","duration","EG",9050,1,1,"1","2","Orthogonal-XInside-YFull"
"X3B04","a17082219","fall21","121","7","duration+starts","FB",16393,0,1,"1","2","Orthogonal-XInside-YFull"
"X3B04","a17082219","fall21","121","8","duration+contained","O",100338,0,0,"1","2","Orthogonal-XInside-YFull"
"X3B04","a17082219","fall21","121","9","starttime+before+endtime+during","F",26542,0,0,"1","2","Orthogonal-XInside-YFull"
"X3B04","a17082219","fall21","121","10","ends","B",14138,0,0,"1","2","Orthogonal-XInside-YFull"
"X3B04","a17082219","fall21","121","11","starttime","FB",8881,0,1,"1","2","Orthogonal-XInside-YFull"
"X3B04","a17082219","fall21","121","12","starts","B",20279,0,1,"1","2","Orthogonal-XInside-YFull"
"X3B04","a17082219","fall21","121","13","meets","PLH",123367,0,0,"1","2","Orthogonal-XInside-YFull"
"X3B04","a17082219","fall21","121","14","endtime","",18345,0,0,"1","2","Orthogonal-XInside-YFull"
"X3B04","a17082219","fall21","121","15","midpoint","KX",23469,1,0,"1","2","Orthogonal-XInside-YFull"
"802RA","a16924586","fall21","111","1","starttime","A",6256,0,1,"1","1","Orthogonal-XInside-YFull"
"802RA","a16924586","fall21","111","2","starts","E",7642,0,1,"1","1","Orthogonal-XInside-YFull"
"802RA","a16924586","fall21","111","3","meets","Z",15952,0,1,"1","1","Orthogonal-XInside-YFull"
"802RA","a16924586","fall21","111","4","endtime","U",41951,0,1,"1","1","Orthogonal-XInside-YFull"
"802RA","a16924586","fall21","111","5","midpoint","U",84064,0,1,"1","1","Orthogonal-XInside-YFull"
"802RA","a16924586","fall21","111","6","duration","EG",10063,1,1,"1","1","Orthogonal-XInside-YFull"
"802RA","a16924586","fall21","111","7","duration+starts","FB",9911,0,1,"1","1","Orthogonal-XInside-YFull"
"802RA","a16924586","fall21","111","8","duration+contained","E",30222,0,1,"1","1","Orthogonal-XInside-YFull"
"802RA","a16924586","fall21","111","9","starttime+before+endtime+during","I",10831,1,1,"1","1","Orthogonal-XInside-YFull"
"802RA","a16924586","fall21","111","10","ends","B",3601,0,0,"1","1","Orthogonal-XInside-YFull"
"802RA","a16924586","fall21","111","11","starttime","FB",6647,0,1,"1","1","Orthogonal-XInside-YFull"
"802RA","a16924586","fall21","111","12","starts","B",10095,0,1,"1","1","Orthogonal-XInside-YFull"
"802RA","a16924586","fall21","111","13","meets","FX",10206,0,1,"1","1","Orthogonal-XInside-YFull"
"802RA","a16924586","fall21","111","14","endtime","B",10420,0,1,"1","1","Orthogonal-XInside-YFull"
"802RA","a16924586","fall21","111","15","midpoint","FB",67254,0,0,"1","1","Orthogonal-XInside-YFull"
"XO4JG","a16924586","fall21","111","1","starttime","A",7947,0,1,"1","1","Orthogonal-XInside-YFull"
"XO4JG","a16924586","fall21","111","2","starts","E",9021,0,1,"1","1","Orthogonal-XInside-YFull"
"XO4JG","a16924586","fall21","111","3","meets","Z",13586,0,1,"1","1","Orthogonal-XInside-YFull"
"XO4JG","a16924586","fall21","111","4","endtime","U",20589,0,1,"1","1","Orthogonal-XInside-YFull"
"XO4JG","a16924586","fall21","111","5","midpoint","U",29478,0,1,"1","1","Orthogonal-XInside-YFull"
"XO4JG","a16924586","fall21","111","6","duration","EG",12235,1,1,"1","1","Orthogonal-XInside-YFull"
"XO4JG","a16924586","fall21","111","7","duration+starts","FB",7848,0,1,"1","1","Orthogonal-XInside-YFull"
"XO4JG","a16924586","fall21","111","8","duration+contained","E",13883,0,1,"1","1","Orthogonal-XInside-YFull"
"XO4JG","a16924586","fall21","111","9","starttime+before+endtime+during","I",11655,1,1,"1","1","Orthogonal-XInside-YFull"
"XO4JG","a16924586","fall21","111","10","ends","X",7530,0,1,"1","1","Orthogonal-XInside-YFull"
"XO4JG","a16924586","fall21","111","11","starttime","FB",6486,0,1,"1","1","Orthogonal-XInside-YFull"
"XO4JG","a16924586","fall21","111","12","starts","B",11485,0,1,"1","1","Orthogonal-XInside-YFull"
"XO4JG","a16924586","fall21","111","13","meets","FX",9944,0,1,"1","1","Orthogonal-XInside-YFull"
"XO4JG","a16924586","fall21","111","14","endtime","B",3238,0,1,"1","1","Orthogonal-XInside-YFull"
"XO4JG","a16924586","fall21","111","15","midpoint","EF",90024,0,1,"1","1","Orthogonal-XInside-YFull"
"WUB39","a15585339","fall21","111","1","starttime","A",52560,0,1,"1","1","Orthogonal-XInside-YFull"
"WUB39","a15585339","fall21","111","2","starts","E",11126,0,1,"1","1","Orthogonal-XInside-YFull"
"WUB39","a15585339","fall21","111","3","meets","Z",12293,0,1,"1","1","Orthogonal-XInside-YFull"
"WUB39","a15585339","fall21","111","4","endtime","U",53924,0,1,"1","1","Orthogonal-XInside-YFull"
"WUB39","a15585339","fall21","111","5","midpoint","U",43912,0,1,"1","1","Orthogonal-XInside-YFull"
"WUB39","a15585339","fall21","111","6","duration","EG",8225,1,1,"1","1","Orthogonal-XInside-YFull"
"WUB39","a15585339","fall21","111","7","duration+starts","FB",15861,0,1,"1","1","Orthogonal-XInside-YFull"
"WUB39","a15585339","fall21","111","8","duration+contained","IJ",69383,0,0,"1","1","Orthogonal-XInside-YFull"
"WUB39","a15585339","fall21","111","9","starttime+before+endtime+during","I",16522,1,1,"1","1","Orthogonal-XInside-YFull"
"WUB39","a15585339","fall21","111","10","ends","X",25179,0,1,"1","1","Orthogonal-XInside-YFull"
"WUB39","a15585339","fall21","111","11","starttime","FB",11542,0,1,"1","1","Orthogonal-XInside-YFull"
"WUB39","a15585339","fall21","111","12","starts","B",9483,0,1,"1","1","Orthogonal-XInside-YFull"
"WUB39","a15585339","fall21","111","13","meets","FX",29735,0,1,"1","1","Orthogonal-XInside-YFull"
"WUB39","a15585339","fall21","111","14","endtime","B",20542,0,1,"1","1","Orthogonal-XInside-YFull"
"WUB39","a15585339","fall21","111","15","midpoint","F",126591,0,0,"1","1","Orthogonal-XInside-YFull"
"ELVPK","a17082219","fall21","121","1","starttime","F",10530,1,0,"1","2","Orthogonal-XInside-YFull"
"ELVPK","a17082219","fall21","121","2","starts","K",30235,1,0,"1","2","Orthogonal-XInside-YFull"
"ELVPK","a17082219","fall21","121","3","meets","AH",23670,0,0,"1","2","Orthogonal-XInside-YFull"
"ELVPK","a17082219","fall21","121","4","endtime","D",38835,0,0,"1","2","Orthogonal-XInside-YFull"
"ELVPK","a17082219","fall21","121","5","midpoint","",41148,0,0,"1","2","Orthogonal-XInside-YFull"
"ELVPK","a17082219","fall21","121","6","duration","EG",20683,1,1,"1","2","Orthogonal-XInside-YFull"
"ELVPK","a17082219","fall21","121","7","duration+starts","",103352,0,0,"1","2","Orthogonal-XInside-YFull"
"ELVPK","a17082219","fall21","121","8","duration+contained","M",158450,0,0,"1","2","Orthogonal-XInside-YFull"
"ELVPK","a17082219","fall21","121","9","starttime+before+endtime+during","",89257,0,0,"1","2","Orthogonal-XInside-YFull"
"ELVPK","a17082219","fall21","121","10","ends","B",89577,0,0,"1","2","Orthogonal-XInside-YFull"
"ELVPK","a17082219","fall21","121","11","starttime","FB",18074,0,1,"1","2","Orthogonal-XInside-YFull"
"ELVPK","a17082219","fall21","121","12","starts","B",69487,0,1,"1","2","Orthogonal-XInside-YFull"
"ELVPK","a17082219","fall21","121","13","meets","ND",89092,0,0,"1","2","Orthogonal-XInside-YFull"
"ELVPK","a17082219","fall21","121","14","endtime","",16700,0,0,"1","2","Orthogonal-XInside-YFull"
"ELVPK","a17082219","fall21","121","15","midpoint","KX",71897,1,0,"1","2","Orthogonal-XInside-YFull"
"BASO5","a15049392","fall21","111","1","starttime","",15855,0,0,"1","1","Orthogonal-XInside-YFull"
"BASO5","a15049392","fall21","111","2","starts","K",8062,1,0,"1","1","Orthogonal-XInside-YFull"
"BASO5","a15049392","fall21","111","3","meets","F",19794,1,0,"1","1","Orthogonal-XInside-YFull"
"BASO5","a15049392","fall21","111","4","endtime","H",8070,1,0,"1","1","Orthogonal-XInside-YFull"
"BASO5","a15049392","fall21","111","5","midpoint","O",51562,1,0,"1","1","Orthogonal-XInside-YFull"
"BASO5","a15049392","fall21","111","6","duration","EG",10804,1,1,"1","1","Orthogonal-XInside-YFull"
"BASO5","a15049392","fall21","111","7","duration+starts","XO",19013,1,0,"1","1","Orthogonal-XInside-YFull"
"BASO5","a15049392","fall21","111","8","duration+contained","G",40549,1,0,"1","1","Orthogonal-XInside-YFull"
"BASO5","a15049392","fall21","111","9","starttime+before+endtime+during","E",62561,0,0,"1","1","Orthogonal-XInside-YFull"
"BASO5","a15049392","fall21","111","10","ends","E",6853,1,0,"1","1","Orthogonal-XInside-YFull"
"BASO5","a15049392","fall21","111","11","starttime","ML",12366,1,0,"1","1","Orthogonal-XInside-YFull"
"BASO5","a15049392","fall21","111","12","starts","G",9816,1,0,"1","1","Orthogonal-XInside-YFull"
"BASO5","a15049392","fall21","111","13","meets","HN",14178,0,0,"1","1","Orthogonal-XInside-YFull"
"BASO5","a15049392","fall21","111","14","endtime","X",7772,1,0,"1","1","Orthogonal-XInside-YFull"
"BASO5","a15049392","fall21","111","15","midpoint","XO",57909,0,0,"1","1","Orthogonal-XInside-YFull"
"77W0T","a15585339","fall21","111","1","starttime","A",360629,0,1,"1","1","Orthogonal-XInside-YFull"
"77W0T","a15585339","fall21","111","2","starts","E",27180,0,1,"1","1","Orthogonal-XInside-YFull"
"77W0T","a15585339","fall21","111","3","meets","Z",12632,0,1,"1","1","Orthogonal-XInside-YFull"
"77W0T","a15585339","fall21","111","4","endtime","U",15312,0,1,"1","1","Orthogonal-XInside-YFull"
"77W0T","a15585339","fall21","111","5","midpoint","U",64258,0,1,"1","1","Orthogonal-XInside-YFull"
"77W0T","a15585339","fall21","111","6","duration","EG",6733,1,1,"1","1","Orthogonal-XInside-YFull"
"77W0T","a15585339","fall21","111","7","duration+starts","B",16162,0,0,"1","1","Orthogonal-XInside-YFull"
"77W0T","a15585339","fall21","111","8","duration+contained","E",73984,0,1,"1","1","Orthogonal-XInside-YFull"
"77W0T","a15585339","fall21","111","9","starttime+before+endtime+during","I",26045,1,1,"1","1","Orthogonal-XInside-YFull"
