"subject","mode","pretty_condition","question","score"
"O1OA5","asynch","Orth-Full",4,-4
"O1OA5","asynch","Orth-Full",5,-3
"O1OA5","asynch","Orth-Full",6,-2
"O1OA5","asynch","Orth-Full",7,-3
"O1OA5","asynch","Orth-Full",8,-2
"O1OA5","asynch","Orth-Full",9,-1
"O1OA5","asynch","Orth-Full",10,0
"O1OA5","asynch","Orth-Full",11,1
"O1OA5","asynch","Orth-Full",12,2
"O1OA5","asynch","Orth-Full",13,3
"JX5XC","asynch","Orth-Full",1,1
"JX5XC","asynch","Orth-Full",2,1.5
"JX5XC","asynch","Orth-Full",3,1
"JX5XC","asynch","Orth-Full",4,0.5
"JX5XC","asynch","Orth-Full",5,0
"JX5XC","asynch","Orth-Full",6,-1
"JX5XC","asynch","Orth-Full",7,-1.5
"JX5XC","asynch","Orth-Full",8,-1
"JX5XC","asynch","Orth-Full",9,-1.5
"JX5XC","asynch","Orth-Full",10,-2
"JX5XC","asynch","Orth-Full",11,-2.5
"JX5XC","asynch","Orth-Full",12,-3.5
"JX5XC","asynch","Orth-Full",13,-2.5
"B570P","asynch","Orth-Full",1,-1
"B570P","asynch","Orth-Full",2,-2
"B570P","asynch","Orth-Full",3,-3
"B570P","asynch","Orth-Full",4,-2
"B570P","asynch","Orth-Full",5,-3
"B570P","asynch","Orth-Full",6,-4
"B570P","asynch","Orth-Full",7,-5
"B570P","asynch","Orth-Full",8,-5.5
"B570P","asynch","Orth-Full",9,-6.5
"B570P","asynch","Orth-Full",10,-7.5
"B570P","asynch","Orth-Full",11,-8
"B570P","asynch","Orth-Full",12,-7
"B570P","asynch","Orth-Full",13,-6
"E0XXW","asynch","Orth-Full",1,-1
"E0XXW","asynch","Orth-Full",2,-0.5
"E0XXW","asynch","Orth-Full",3,-1
"E0XXW","asynch","Orth-Full",4,-1.5
"E0XXW","asynch","Orth-Full",5,-0.5
"E0XXW","asynch","Orth-Full",6,0
"E0XXW","asynch","Orth-Full",7,-0.5
"E0XXW","asynch","Orth-Full",8,0
"E0XXW","asynch","Orth-Full",9,-0.5
"E0XXW","asynch","Orth-Full",10,0
"E0XXW","asynch","Orth-Full",11,-0.5
"E0XXW","asynch","Orth-Full",12,-1
"E0XXW","asynch","Orth-Full",13,0
"E7OZO","asynch","Orth-Full",1,-1
"E7OZO","asynch","Orth-Full",2,-2
"E7OZO","asynch","Orth-Full",3,-2.5
"E7OZO","asynch","Orth-Full",4,-3
"E7OZO","asynch","Orth-Full",5,-3.5
"E7OZO","asynch","Orth-Full",6,-4.5
"E7OZO","asynch","Orth-Full",7,-5
"E7OZO","asynch","Orth-Full",8,-4.5
"E7OZO","asynch","Orth-Full",9,-5.5
"E7OZO","asynch","Orth-Full",10,-6.5
"E7OZO","asynch","Orth-Full",11,-7
"E7OZO","asynch","Orth-Full",12,-7.5
"E7OZO","asynch","Orth-Full",13,-6.5
"6XOP3","asynch","Orth-Full",1,-1
"6XOP3","asynch","Orth-Full",2,-2
"6XOP3","asynch","Orth-Full",3,-3
"6XOP3","asynch","Orth-Full",4,-4
"6XOP3","asynch","Orth-Full",5,-3
"6XOP3","asynch","Orth-Full",6,-4
"6XOP3","asynch","Orth-Full",7,-5
"6XOP3","asynch","Orth-Full",8,-5.5
"6XOP3","asynch","Orth-Full",9,-6.5
"6XOP3","asynch","Orth-Full",10,-7.5
"6XOP3","asynch","Orth-Full",11,-6.5
"6XOP3","asynch","Orth-Full",12,-7.5
"6XOP3","asynch","Orth-Full",13,-8.5
"QTJAD","asynch","Orth-Full",1,-1
"QTJAD","asynch","Orth-Full",2,0
"QTJAD","asynch","Orth-Full",3,1
"QTJAD","asynch","Orth-Full",4,2
"QTJAD","asynch","Orth-Full",5,3
"QTJAD","asynch","Orth-Full",6,4
"QTJAD","asynch","Orth-Full",7,5
"QTJAD","asynch","Orth-Full",8,6
"QTJAD","asynch","Orth-Full",9,7
"QTJAD","asynch","Orth-Full",10,8
"QTJAD","asynch","Orth-Full",11,9
"QTJAD","asynch","Orth-Full",12,10
"QTJAD","asynch","Orth-Full",13,11
"N7DH0","asynch","Orth-Full",1,1
"N7DH0","asynch","Orth-Full",2,2
"N7DH0","asynch","Orth-Full",3,2.5
"N7DH0","asynch","Orth-Full",4,3
"N7DH0","asynch","Orth-Full",5,3.5
"N7DH0","asynch","Orth-Full",6,4.5
"N7DH0","asynch","Orth-Full",7,4.5
"N7DH0","asynch","Orth-Full",8,5.5
"N7DH0","asynch","Orth-Full",9,6.5
"N7DH0","asynch","Orth-Full",10,7.5
"N7DH0","asynch","Orth-Full",11,8.5
"N7DH0","asynch","Orth-Full",12,9.5
"N7DH0","asynch","Orth-Full",13,9
"FRBN1","asynch","Orth-Full",1,-1
"FRBN1","asynch","Orth-Full",2,-2
"FRBN1","asynch","Orth-Full",3,-3
"FRBN1","asynch","Orth-Full",4,-4
"FRBN1","asynch","Orth-Full",5,-3
"FRBN1","asynch","Orth-Full",6,-4
"FRBN1","asynch","Orth-Full",7,-4.5
"FRBN1","asynch","Orth-Full",8,-5.5
"FRBN1","asynch","Orth-Full",9,-6.5
"FRBN1","asynch","Orth-Full",10,-7.5
"FRBN1","asynch","Orth-Full",11,-8
"FRBN1","asynch","Orth-Full",12,-8.5
"FRBN1","asynch","Orth-Full",13,-9.5
"7U3D3","asynch","Orth-Full",1,-1
"7U3D3","asynch","Orth-Full",2,-2
"7U3D3","asynch","Orth-Full",3,-3
"7U3D3","asynch","Orth-Full",4,-4
"7U3D3","asynch","Orth-Full",5,-4.5
"7U3D3","asynch","Orth-Full",6,-5.5
"7U3D3","asynch","Orth-Full",7,-6.5
"7U3D3","asynch","Orth-Full",8,-7.5
"7U3D3","asynch","Orth-Full",9,-8.5
"7U3D3","asynch","Orth-Full",10,-9.5
"7U3D3","asynch","Orth-Full",11,-10.5
"7U3D3","asynch","Orth-Full",12,-11.5
"7U3D3","asynch","Orth-Full",13,-12.5
"1TY3A","asynch","Orth-Full",1,-1
"1TY3A","asynch","Orth-Full",2,-2
"1TY3A","asynch","Orth-Full",3,-1
"1TY3A","asynch","Orth-Full",4,0
"1TY3A","asynch","Orth-Full",5,1
"1TY3A","asynch","Orth-Full",6,2
"1TY3A","asynch","Orth-Full",7,3
"1TY3A","asynch","Orth-Full",8,4
"1TY3A","asynch","Orth-Full",9,5
"1TY3A","asynch","Orth-Full",10,6
"1TY3A","asynch","Orth-Full",11,7
"1TY3A","asynch","Orth-Full",12,8
"1TY3A","asynch","Orth-Full",13,9
"FVVX3","asynch","Orth-Full",1,-1
"FVVX3","asynch","Orth-Full",2,-2
"FVVX3","asynch","Orth-Full",3,-3
"FVVX3","asynch","Orth-Full",4,-4
"FVVX3","asynch","Orth-Full",5,-5
"FVVX3","asynch","Orth-Full",6,-6
"FVVX3","asynch","Orth-Full",7,-7
"FVVX3","asynch","Orth-Full",8,-8
"FVVX3","asynch","Orth-Full",9,-9
"FVVX3","asynch","Orth-Full",10,-10
"FVVX3","asynch","Orth-Full",11,-11
"FVVX3","asynch","Orth-Full",12,-12
"FVVX3","asynch","Orth-Full",13,-13
"78OYN","asynch","Orth-Full",1,-1
"78OYN","asynch","Orth-Full",2,-2
"78OYN","asynch","Orth-Full",3,-2
"78OYN","asynch","Orth-Full",4,-2.5
"78OYN","asynch","Orth-Full",5,-2.5
"78OYN","asynch","Orth-Full",6,-3.5
"78OYN","asynch","Orth-Full",7,-4
"78OYN","asynch","Orth-Full",8,-4.5
"78OYN","asynch","Orth-Full",9,-5.5
"78OYN","asynch","Orth-Full",10,-6.5
"78OYN","asynch","Orth-Full",11,-7
"78OYN","asynch","Orth-Full",12,-8
"78OYN","asynch","Orth-Full",13,-8.5
"NTFMX","asynch","Orth-Full",1,-1
"NTFMX","asynch","Orth-Full",2,-2
"NTFMX","asynch","Orth-Full",3,-3
"NTFMX","asynch","Orth-Full",4,-4
"NTFMX","asynch","Orth-Full",5,-5
"NTFMX","asynch","Orth-Full",6,-6
"NTFMX","asynch","Orth-Full",7,-7
"NTFMX","asynch","Orth-Full",8,-7.5
"NTFMX","asynch","Orth-Full",9,-8.5
"NTFMX","asynch","Orth-Full",10,-8
"NTFMX","asynch","Orth-Full",11,-8.5
"NTFMX","asynch","Orth-Full",12,-9.5
"NTFMX","asynch","Orth-Full",13,-10.5
"QLD8P","asynch","Orth-Full",1,-1
"QLD8P","asynch","Orth-Full",2,-2
"QLD8P","asynch","Orth-Full",3,-1.5
"QLD8P","asynch","Orth-Full",4,-2.5
"QLD8P","asynch","Orth-Full",5,-3.5
"QLD8P","asynch","Orth-Full",6,-4.5
"QLD8P","asynch","Orth-Full",7,-5.5
"QLD8P","asynch","Orth-Full",8,-6.5
"QLD8P","asynch","Orth-Full",9,-7.5
"QLD8P","asynch","Orth-Full",10,-8.5
"QLD8P","asynch","Orth-Full",11,-9.5
"QLD8P","asynch","Orth-Full",12,-10.5
"QLD8P","asynch","Orth-Full",13,-9.5
"MWN89","asynch","Orth-Full",1,-1
"MWN89","asynch","Orth-Full",2,-2
"MWN89","asynch","Orth-Full",3,-3
"MWN89","asynch","Orth-Full",4,-3.5
"MWN89","asynch","Orth-Full",5,-4
"MWN89","asynch","Orth-Full",6,-5
"MWN89","asynch","Orth-Full",7,-6
"MWN89","asynch","Orth-Full",8,-5.5
"MWN89","asynch","Orth-Full",9,-6.5
"MWN89","asynch","Orth-Full",10,-7.5
"MWN89","asynch","Orth-Full",11,-8.5
"MWN89","asynch","Orth-Full",12,-9
"MWN89","asynch","Orth-Full",13,-10
"XCEL0","asynch","Orth-Full",1,-1
"XCEL0","asynch","Orth-Full",2,-2
"XCEL0","asynch","Orth-Full",3,-3
"XCEL0","asynch","Orth-Full",4,-4
"XCEL0","asynch","Orth-Full",5,-4.5
"XCEL0","asynch","Orth-Full",6,-5.5
"XCEL0","asynch","Orth-Full",7,-6.5
"XCEL0","asynch","Orth-Full",8,-6.5
"XCEL0","asynch","Orth-Full",9,-7.5
"XCEL0","asynch","Orth-Full",10,-7.5
"XCEL0","asynch","Orth-Full",11,-8.5
"XCEL0","asynch","Orth-Full",12,-9.5
"XCEL0","asynch","Orth-Full",13,-10.5
"WFBRO","asynch","Orth-Full",1,-1
"WFBRO","asynch","Orth-Full",2,-1
"WFBRO","asynch","Orth-Full",3,-2
"WFBRO","asynch","Orth-Full",4,-3
"WFBRO","asynch","Orth-Full",5,-3.5
"WFBRO","asynch","Orth-Full",6,-3.5
"WFBRO","asynch","Orth-Full",7,-4.5
"WFBRO","asynch","Orth-Full",8,-5
"WFBRO","asynch","Orth-Full",9,-6
"WFBRO","asynch","Orth-Full",10,-7
"WFBRO","asynch","Orth-Full",11,-8
"WFBRO","asynch","Orth-Full",12,-9
"WFBRO","asynch","Orth-Full",13,-10
"LO5PT","asynch","Orth-Full",1,-1
"LO5PT","asynch","Orth-Full",2,-2
"LO5PT","asynch","Orth-Full",3,-3
"LO5PT","asynch","Orth-Full",4,-4
"LO5PT","asynch","Orth-Full",5,-5
"LO5PT","asynch","Orth-Full",6,-6
"LO5PT","asynch","Orth-Full",7,-7
"LO5PT","asynch","Orth-Full",8,-8
"LO5PT","asynch","Orth-Full",9,-9
"LO5PT","asynch","Orth-Full",10,-10
"LO5PT","asynch","Orth-Full",11,-11
"LO5PT","asynch","Orth-Full",12,-12
"LO5PT","asynch","Orth-Full",13,-13
"7FMA3","asynch","Orth-Grid",1,-1
"7FMA3","asynch","Orth-Grid",2,-0.5
"7FMA3","asynch","Orth-Grid",3,-1
"7FMA3","asynch","Orth-Grid",4,-1.5
"7FMA3","asynch","Orth-Grid",5,-0.5
"7FMA3","asynch","Orth-Grid",6,-1.5
"7FMA3","asynch","Orth-Grid",7,-2
"7FMA3","asynch","Orth-Grid",8,-1.5
"7FMA3","asynch","Orth-Grid",9,-2
"7FMA3","asynch","Orth-Grid",10,-2.5
"7FMA3","asynch","Orth-Grid",11,-3
"7FMA3","asynch","Orth-Grid",12,-3.5
"7FMA3","asynch","Orth-Grid",13,-3.5
"AA4UN","asynch","Orth-Full",1,-1
"AA4UN","asynch","Orth-Full",2,-2
"AA4UN","asynch","Orth-Full",3,-3
"AA4UN","asynch","Orth-Full",4,-2
"AA4UN","asynch","Orth-Full",5,-1
"AA4UN","asynch","Orth-Full",6,0
"AA4UN","asynch","Orth-Full",7,1
"AA4UN","asynch","Orth-Full",8,2
"AA4UN","asynch","Orth-Full",9,3
"AA4UN","asynch","Orth-Full",10,4
"AA4UN","asynch","Orth-Full",11,5
"AA4UN","asynch","Orth-Full",12,6
"AA4UN","asynch","Orth-Full",13,7
"JPGBL","asynch","Orth-Full",1,1
"JPGBL","asynch","Orth-Full",2,2
"JPGBL","asynch","Orth-Full",3,3
"JPGBL","asynch","Orth-Full",4,4
"JPGBL","asynch","Orth-Full",5,5
"JPGBL","asynch","Orth-Full",6,6
"JPGBL","asynch","Orth-Full",7,7
"JPGBL","asynch","Orth-Full",8,8
"JPGBL","asynch","Orth-Full",9,9
"JPGBL","asynch","Orth-Full",10,10
"JPGBL","asynch","Orth-Full",11,11
"JPGBL","asynch","Orth-Full",12,12
"JPGBL","asynch","Orth-Full",13,13
"1NXAS","asynch","Orth-Grid",1,-1
"1NXAS","asynch","Orth-Grid",2,-2
"1NXAS","asynch","Orth-Grid",3,-2.5
"1NXAS","asynch","Orth-Grid",4,-3.5
"1NXAS","asynch","Orth-Grid",5,-4
"1NXAS","asynch","Orth-Grid",6,-5
"1NXAS","asynch","Orth-Grid",7,-6
"1NXAS","asynch","Orth-Grid",8,-5.5
"1NXAS","asynch","Orth-Grid",9,-6.5
"1NXAS","asynch","Orth-Grid",10,-7.5
"1NXAS","asynch","Orth-Grid",11,-7.5
"1NXAS","asynch","Orth-Grid",12,-8.5
"1NXAS","asynch","Orth-Grid",13,-9.5
"2PQSA","asynch","Tri-Sparse",1,1
"2PQSA","asynch","Tri-Sparse",2,2
"2PQSA","asynch","Tri-Sparse",3,3
"2PQSA","asynch","Tri-Sparse",4,4
"2PQSA","asynch","Tri-Sparse",5,5
"2PQSA","asynch","Tri-Sparse",6,6
"2PQSA","asynch","Tri-Sparse",7,7
"2PQSA","asynch","Tri-Sparse",8,8
"2PQSA","asynch","Tri-Sparse",9,9
"2PQSA","asynch","Tri-Sparse",10,10
"2PQSA","asynch","Tri-Sparse",11,11
"2PQSA","asynch","Tri-Sparse",12,12
"2PQSA","asynch","Tri-Sparse",13,13
"FGQ0U","asynch","Orth-Grid",1,-1
"FGQ0U","asynch","Orth-Grid",2,-2
"FGQ0U","asynch","Orth-Grid",3,-3
"FGQ0U","asynch","Orth-Grid",4,-4
"FGQ0U","asynch","Orth-Grid",5,-5
"FGQ0U","asynch","Orth-Grid",6,-6
"FGQ0U","asynch","Orth-Grid",7,-6.5
"FGQ0U","asynch","Orth-Grid",8,-7.5
"FGQ0U","asynch","Orth-Grid",9,-8.5
"FGQ0U","asynch","Orth-Grid",10,-9.5
"FGQ0U","asynch","Orth-Grid",11,-10.5
"FGQ0U","asynch","Orth-Grid",12,-11.5
"FGQ0U","asynch","Orth-Grid",13,-12.5
"LS40A","asynch","Orth-Sparse",1,-1
"LS40A","asynch","Orth-Sparse",2,-2
"LS40A","asynch","Orth-Sparse",3,-2.5
"LS40A","asynch","Orth-Sparse",4,-3
"LS40A","asynch","Orth-Sparse",5,-2
"LS40A","asynch","Orth-Sparse",6,-3
"LS40A","asynch","Orth-Sparse",7,-4
"LS40A","asynch","Orth-Sparse",8,-5
"LS40A","asynch","Orth-Sparse",9,-6
"LS40A","asynch","Orth-Sparse",10,-7
"LS40A","asynch","Orth-Sparse",11,-8
"LS40A","asynch","Orth-Sparse",12,-9
"LS40A","asynch","Orth-Sparse",13,-10
"Y2RLM","asynch","Orth-Grid",1,-1
"Y2RLM","asynch","Orth-Grid",2,-2
"Y2RLM","asynch","Orth-Grid",3,-3
"Y2RLM","asynch","Orth-Grid",4,-3
"Y2RLM","asynch","Orth-Grid",5,-3.5
"Y2RLM","asynch","Orth-Grid",6,-4.5
"Y2RLM","asynch","Orth-Grid",7,-5.5
"Y2RLM","asynch","Orth-Grid",8,-4.5
"Y2RLM","asynch","Orth-Grid",9,-5.5
"Y2RLM","asynch","Orth-Grid",10,-6.5
"Y2RLM","asynch","Orth-Grid",11,-7.5
"Y2RLM","asynch","Orth-Grid",12,-8.5
"Y2RLM","asynch","Orth-Grid",13,-9.5
"R8DPA","asynch","Orth-Grid",1,-1
"R8DPA","asynch","Orth-Grid",2,-2
"R8DPA","asynch","Orth-Grid",3,-3
"R8DPA","asynch","Orth-Grid",4,-4
"R8DPA","asynch","Orth-Grid",5,-4.5
"R8DPA","asynch","Orth-Grid",6,-5.5
"R8DPA","asynch","Orth-Grid",7,-6.5
"R8DPA","asynch","Orth-Grid",8,-6.5
"R8DPA","asynch","Orth-Grid",9,-7.5
"R8DPA","asynch","Orth-Grid",10,-8.5
"R8DPA","asynch","Orth-Grid",11,-9.5
"R8DPA","asynch","Orth-Grid",12,-10.5
"R8DPA","asynch","Orth-Grid",13,-11.5
"TV3OW","asynch","Orth-Grid",1,-1
"TV3OW","asynch","Orth-Grid",2,-2
"TV3OW","asynch","Orth-Grid",3,-3
"TV3OW","asynch","Orth-Grid",4,-4
"TV3OW","asynch","Orth-Grid",5,-5
"TV3OW","asynch","Orth-Grid",6,-6
"TV3OW","asynch","Orth-Grid",7,-7
"TV3OW","asynch","Orth-Grid",8,-7
"TV3OW","asynch","Orth-Grid",9,-8
"TV3OW","asynch","Orth-Grid",10,-9
"TV3OW","asynch","Orth-Grid",11,-10
"TV3OW","asynch","Orth-Grid",12,-11
"TV3OW","asynch","Orth-Grid",13,-12
"PKTN1","asynch","Tri-Sparse",1,-1
"PKTN1","asynch","Tri-Sparse",2,-2
"PKTN1","asynch","Tri-Sparse",3,-3
"PKTN1","asynch","Tri-Sparse",4,-4
"PKTN1","asynch","Tri-Sparse",5,-5
"PKTN1","asynch","Tri-Sparse",6,-6
"PKTN1","asynch","Tri-Sparse",7,-7
"PKTN1","asynch","Tri-Sparse",8,-8
"PKTN1","asynch","Tri-Sparse",9,-9
"PKTN1","asynch","Tri-Sparse",10,-10
"PKTN1","asynch","Tri-Sparse",11,-11
"PKTN1","asynch","Tri-Sparse",12,-12
"PKTN1","asynch","Tri-Sparse",13,-13
"2KWJH","asynch","Orth-Sparse",1,-1
"2KWJH","asynch","Orth-Sparse",2,-2
"2KWJH","asynch","Orth-Sparse",3,-3
"2KWJH","asynch","Orth-Sparse",4,-4
"2KWJH","asynch","Orth-Sparse",5,-5
"2KWJH","asynch","Orth-Sparse",6,-6
"2KWJH","asynch","Orth-Sparse",7,-7
"2KWJH","asynch","Orth-Sparse",8,-8
"2KWJH","asynch","Orth-Sparse",9,-9
"2KWJH","asynch","Orth-Sparse",10,-10
"2KWJH","asynch","Orth-Sparse",11,-11
"2KWJH","asynch","Orth-Sparse",12,-12
"2KWJH","asynch","Orth-Sparse",13,-13
"A0KN3","asynch","Orth-Sparse",1,-1
"A0KN3","asynch","Orth-Sparse",2,-2
"A0KN3","asynch","Orth-Sparse",3,-2.5
"A0KN3","asynch","Orth-Sparse",4,-3
"A0KN3","asynch","Orth-Sparse",5,-3.5
"A0KN3","asynch","Orth-Sparse",6,-4.5
"A0KN3","asynch","Orth-Sparse",7,-5
"A0KN3","asynch","Orth-Sparse",8,-4
"A0KN3","asynch","Orth-Sparse",9,-4
"A0KN3","asynch","Orth-Sparse",10,-4.5
"A0KN3","asynch","Orth-Sparse",11,-4.5
"A0KN3","asynch","Orth-Sparse",12,-3.5
"A0KN3","asynch","Orth-Sparse",13,-2.5
"AK4Z3","asynch","Orth-Sparse",1,-1
"AK4Z3","asynch","Orth-Sparse",2,-2
"AK4Z3","asynch","Orth-Sparse",3,-3
"AK4Z3","asynch","Orth-Sparse",4,-4
"AK4Z3","asynch","Orth-Sparse",5,-5
"AK4Z3","asynch","Orth-Sparse",6,-6
"AK4Z3","asynch","Orth-Sparse",7,-7
"AK4Z3","asynch","Orth-Sparse",8,-8
"AK4Z3","asynch","Orth-Sparse",9,-9
"AK4Z3","asynch","Orth-Sparse",10,-10
"AK4Z3","asynch","Orth-Sparse",11,-11
"AK4Z3","asynch","Orth-Sparse",12,-12
"AK4Z3","asynch","Orth-Sparse",13,-13
"O7C4V","asynch","Tri-Sparse",1,-1
"O7C4V","asynch","Tri-Sparse",2,-2
"O7C4V","asynch","Tri-Sparse",3,-1.5
"O7C4V","asynch","Tri-Sparse",4,-0.5
"O7C4V","asynch","Tri-Sparse",5,0.5
"O7C4V","asynch","Tri-Sparse",6,1.5
"O7C4V","asynch","Tri-Sparse",7,1
"O7C4V","asynch","Tri-Sparse",8,2
"O7C4V","asynch","Tri-Sparse",9,3
"O7C4V","asynch","Tri-Sparse",10,4
"O7C4V","asynch","Tri-Sparse",11,3.5
"O7C4V","asynch","Tri-Sparse",12,4.5
"O7C4V","asynch","Tri-Sparse",13,5.5
"WGKOY","asynch","Orth-Sparse",1,-1
"WGKOY","asynch","Orth-Sparse",2,-2
"WGKOY","asynch","Orth-Sparse",3,-3
"WGKOY","asynch","Orth-Sparse",4,-4
"WGKOY","asynch","Orth-Sparse",5,-5
"WGKOY","asynch","Orth-Sparse",6,-6
"WGKOY","asynch","Orth-Sparse",7,-7
"WGKOY","asynch","Orth-Sparse",8,-8
"WGKOY","asynch","Orth-Sparse",9,-9
"WGKOY","asynch","Orth-Sparse",10,-10
"WGKOY","asynch","Orth-Sparse",11,-11
