"subject","mode","pretty_condition","question","score"
"8DL90","asynch","impasse",11,3
"8DL90","asynch","impasse",12,4
"8DL90","asynch","impasse",13,5
"YK2A6","asynch","control",1,-1
"YK2A6","asynch","control",2,-2
"YK2A6","asynch","control",3,-3
"YK2A6","asynch","control",4,-4
"YK2A6","asynch","control",5,-4
"YK2A6","asynch","control",6,-5
"YK2A6","asynch","control",7,-6
"YK2A6","asynch","control",8,-7
"YK2A6","asynch","control",9,-8
"YK2A6","asynch","control",10,-9
"YK2A6","asynch","control",11,-10
"YK2A6","asynch","control",12,-10
"YK2A6","asynch","control",13,-10
"LS93R","asynch","impasse",1,0
"LS93R","asynch","impasse",2,0.5
"LS93R","asynch","impasse",3,1
"LS93R","asynch","impasse",4,0
"LS93R","asynch","impasse",5,-1
"LS93R","asynch","impasse",6,-2
"LS93R","asynch","impasse",7,-2
"LS93R","asynch","impasse",8,-3
"LS93R","asynch","impasse",9,-4
"LS93R","asynch","impasse",10,-5
"LS93R","asynch","impasse",11,-6
"LS93R","asynch","impasse",12,-6
"LS93R","asynch","impasse",13,-6
"0YVPY","asynch","impasse",1,1
"0YVPY","asynch","impasse",2,2
"0YVPY","asynch","impasse",3,2.5
"0YVPY","asynch","impasse",4,3.5
"0YVPY","asynch","impasse",5,4.5
"0YVPY","asynch","impasse",6,3.5
"0YVPY","asynch","impasse",7,3
"0YVPY","asynch","impasse",8,2.5
"0YVPY","asynch","impasse",9,2
"0YVPY","asynch","impasse",10,1.5
"0YVPY","asynch","impasse",11,1
"0YVPY","asynch","impasse",12,0.5
"0YVPY","asynch","impasse",13,0
"QNNZZ","asynch","impasse",1,1
"QNNZZ","asynch","impasse",2,2
"QNNZZ","asynch","impasse",3,2.5
"QNNZZ","asynch","impasse",4,2
"QNNZZ","asynch","impasse",5,2.5
"QNNZZ","asynch","impasse",6,1.5
"QNNZZ","asynch","impasse",7,0.5
"QNNZZ","asynch","impasse",8,-0.5
"QNNZZ","asynch","impasse",9,-1.5
"QNNZZ","asynch","impasse",10,-2.5
"QNNZZ","asynch","impasse",11,-3.5
"QNNZZ","asynch","impasse",12,-4.5
"QNNZZ","asynch","impasse",13,-5.5
"K3AE8","asynch","impasse",1,0
"K3AE8","asynch","impasse",2,0
"K3AE8","asynch","impasse",3,0
"K3AE8","asynch","impasse",4,0
"K3AE8","asynch","impasse",5,0
"K3AE8","asynch","impasse",6,-1
"K3AE8","asynch","impasse",7,-2
"K3AE8","asynch","impasse",8,-3
"K3AE8","asynch","impasse",9,-4
"K3AE8","asynch","impasse",10,-5
"K3AE8","asynch","impasse",11,-6
"K3AE8","asynch","impasse",12,-7
"K3AE8","asynch","impasse",13,-8
"A9JCU","asynch","control",1,-1
"A9JCU","asynch","control",2,-2
"A9JCU","asynch","control",3,-3
"A9JCU","asynch","control",4,-3.5
"A9JCU","asynch","control",5,-4
"A9JCU","asynch","control",6,-5
"A9JCU","asynch","control",7,-6
"A9JCU","asynch","control",8,-7
"A9JCU","asynch","control",9,-6
"A9JCU","asynch","control",10,-7
"A9JCU","asynch","control",11,-8
"A9JCU","asynch","control",12,-8
"A9JCU","asynch","control",13,-9
"BR500","asynch","impasse",1,0
"BR500","asynch","impasse",2,0
"BR500","asynch","impasse",3,0
"BR500","asynch","impasse",4,0
"BR500","asynch","impasse",5,0
"BR500","asynch","impasse",6,-1
"BR500","asynch","impasse",7,-2
"BR500","asynch","impasse",8,-3
"BR500","asynch","impasse",9,-4
"BR500","asynch","impasse",10,-5
"BR500","asynch","impasse",11,-5.5
"BR500","asynch","impasse",12,-6.5
"BR500","asynch","impasse",13,-7.5
"OFOB1","asynch","control",1,-0.5
"OFOB1","asynch","control",2,-1.5
"OFOB1","asynch","control",3,-2
"OFOB1","asynch","control",4,-2.5
"OFOB1","asynch","control",5,-3.5
"OFOB1","asynch","control",6,-4.5
"OFOB1","asynch","control",7,-5
"OFOB1","asynch","control",8,-6
"OFOB1","asynch","control",9,-5
"OFOB1","asynch","control",10,-4
"OFOB1","asynch","control",11,-3
"OFOB1","asynch","control",12,-2
"OFOB1","asynch","control",13,-1
"B44PE","asynch","impasse",1,0.5
"B44PE","asynch","impasse",2,1.5
"B44PE","asynch","impasse",3,2.5
"B44PE","asynch","impasse",4,3.5
"B44PE","asynch","impasse",5,4.5
"B44PE","asynch","impasse",6,5.5
"B44PE","asynch","impasse",7,5
"B44PE","asynch","impasse",8,6
"B44PE","asynch","impasse",9,7
"B44PE","asynch","impasse",10,8
"B44PE","asynch","impasse",11,9
"B44PE","asynch","impasse",12,10
"B44PE","asynch","impasse",13,11
"96GEP","asynch","impasse",1,-1
"96GEP","asynch","impasse",2,0
"96GEP","asynch","impasse",3,1
"96GEP","asynch","impasse",4,2
"96GEP","asynch","impasse",5,3
"96GEP","asynch","impasse",6,4
"96GEP","asynch","impasse",7,3.5
"96GEP","asynch","impasse",8,4.5
"96GEP","asynch","impasse",9,5.5
"96GEP","asynch","impasse",10,6.5
"96GEP","asynch","impasse",11,7.5
"96GEP","asynch","impasse",12,8.5
"96GEP","asynch","impasse",13,9.5
"VP6G3","asynch","impasse",1,-1
"VP6G3","asynch","impasse",2,-0.5
"VP6G3","asynch","impasse",3,0
"VP6G3","asynch","impasse",4,-0.5
"VP6G3","asynch","impasse",5,0.5
"VP6G3","asynch","impasse",6,-0.5
"VP6G3","asynch","impasse",7,-1.5
"VP6G3","asynch","impasse",8,-2
"VP6G3","asynch","impasse",9,-3
"VP6G3","asynch","impasse",10,-4
"VP6G3","asynch","impasse",11,-4.5
"VP6G3","asynch","impasse",12,-5
"VP6G3","asynch","impasse",13,-6
"98VDX","asynch","impasse",1,-1
"98VDX","asynch","impasse",2,-2
"98VDX","asynch","impasse",3,-2
"98VDX","asynch","impasse",4,-3
"98VDX","asynch","impasse",5,-2
"98VDX","asynch","impasse",6,-3
"98VDX","asynch","impasse",7,-4
"98VDX","asynch","impasse",8,-5
"98VDX","asynch","impasse",9,-6
"98VDX","asynch","impasse",10,-7
"98VDX","asynch","impasse",11,-8
"98VDX","asynch","impasse",12,-7
"98VDX","asynch","impasse",13,-8
"8MT4O","asynch","impasse",1,0
"8MT4O","asynch","impasse",2,0
"8MT4O","asynch","impasse",3,-0.5
"8MT4O","asynch","impasse",4,-1
"8MT4O","asynch","impasse",5,-0.5
"8MT4O","asynch","impasse",6,-1.5
"8MT4O","asynch","impasse",7,-2
"8MT4O","asynch","impasse",8,-2.5
"8MT4O","asynch","impasse",9,-3.5
"8MT4O","asynch","impasse",10,-4.5
"8MT4O","asynch","impasse",11,-5
"8MT4O","asynch","impasse",12,-6
"8MT4O","asynch","impasse",13,-7
"E9SDE","asynch","impasse",1,0
"E9SDE","asynch","impasse",2,0
"E9SDE","asynch","impasse",3,0.5
"E9SDE","asynch","impasse",4,0
"E9SDE","asynch","impasse",5,-1
"E9SDE","asynch","impasse",6,-0.5
"E9SDE","asynch","impasse",7,-0.5
"E9SDE","asynch","impasse",8,-1
"E9SDE","asynch","impasse",9,-2
"E9SDE","asynch","impasse",10,-3
"E9SDE","asynch","impasse",11,-4
"E9SDE","asynch","impasse",12,-3
"E9SDE","asynch","impasse",13,-3.5
"K9UQH","asynch","impasse",1,0
"K9UQH","asynch","impasse",2,0
"K9UQH","asynch","impasse",3,0
"K9UQH","asynch","impasse",4,0
"K9UQH","asynch","impasse",5,0
"K9UQH","asynch","impasse",6,-1
"K9UQH","asynch","impasse",7,-2
"K9UQH","asynch","impasse",8,-3
"K9UQH","asynch","impasse",9,-4
"K9UQH","asynch","impasse",10,-5
"K9UQH","asynch","impasse",11,-6
"K9UQH","asynch","impasse",12,-7
"K9UQH","asynch","impasse",13,-8
"EZ7J5","asynch","control",1,-1
"EZ7J5","asynch","control",2,-2
"EZ7J5","asynch","control",3,-1.5
"EZ7J5","asynch","control",4,-2
"EZ7J5","asynch","control",5,-1
"EZ7J5","asynch","control",6,-2
"EZ7J5","asynch","control",7,-3
"EZ7J5","asynch","control",8,-2
"EZ7J5","asynch","control",9,-1
"EZ7J5","asynch","control",10,0
"EZ7J5","asynch","control",11,1
"EZ7J5","asynch","control",12,2
"EZ7J5","asynch","control",13,1.5
"WYZCU","asynch","control",1,-1
"WYZCU","asynch","control",2,-2
"WYZCU","asynch","control",3,-1.5
"WYZCU","asynch","control",4,-2
"WYZCU","asynch","control",5,-1
"WYZCU","asynch","control",6,-2
"WYZCU","asynch","control",7,-3
"WYZCU","asynch","control",8,-3.5
"WYZCU","asynch","control",9,-4.5
"WYZCU","asynch","control",10,-5.5
"WYZCU","asynch","control",11,-6.5
"WYZCU","asynch","control",12,-7.5
"WYZCU","asynch","control",13,-6.5
"WB4HC","asynch","control",1,-1
"WB4HC","asynch","control",2,-2
"WB4HC","asynch","control",3,-3
"WB4HC","asynch","control",4,-4
"WB4HC","asynch","control",5,-5
"WB4HC","asynch","control",6,-6
"WB4HC","asynch","control",7,-6.5
"WB4HC","asynch","control",8,-7.5
"WB4HC","asynch","control",9,-8.5
"WB4HC","asynch","control",10,-9.5
"WB4HC","asynch","control",11,-10.5
"WB4HC","asynch","control",12,-11.5
"WB4HC","asynch","control",13,-12.5
"OE3DT","asynch","impasse",1,0
"OE3DT","asynch","impasse",2,0.5
"OE3DT","asynch","impasse",3,1
"OE3DT","asynch","impasse",4,0.5
"OE3DT","asynch","impasse",5,1.5
"OE3DT","asynch","impasse",6,2.5
"OE3DT","asynch","impasse",7,3.5
"OE3DT","asynch","impasse",8,4.5
"OE3DT","asynch","impasse",9,5.5
"OE3DT","asynch","impasse",10,6.5
"OE3DT","asynch","impasse",11,6
"OE3DT","asynch","impasse",12,7
"OE3DT","asynch","impasse",13,8
"1QMGP","asynch","impasse",1,-1
"1QMGP","asynch","impasse",2,-1
"1QMGP","asynch","impasse",3,-1
"1QMGP","asynch","impasse",4,-2
"1QMGP","asynch","impasse",5,-2
"1QMGP","asynch","impasse",6,-3
"1QMGP","asynch","impasse",7,-4
"1QMGP","asynch","impasse",8,-5
"1QMGP","asynch","impasse",9,-5
"1QMGP","asynch","impasse",10,-6
"1QMGP","asynch","impasse",11,-7
"1QMGP","asynch","impasse",12,-7
"1QMGP","asynch","impasse",13,-7.5
"Z461O","asynch","control",1,-1
"Z461O","asynch","control",2,-2
"Z461O","asynch","control",3,-3
"Z461O","asynch","control",4,-4
"Z461O","asynch","control",5,-4.5
"Z461O","asynch","control",6,-5.5
"Z461O","asynch","control",7,-6
"Z461O","asynch","control",8,-7
"Z461O","asynch","control",9,-8
"Z461O","asynch","control",10,-9
"Z461O","asynch","control",11,-10
"Z461O","asynch","control",12,-11
"Z461O","asynch","control",13,-11.5
"E6KMK","asynch","control",1,-1
"E6KMK","asynch","control",2,-2
"E6KMK","asynch","control",3,-1.5
"E6KMK","asynch","control",4,-2
"E6KMK","asynch","control",5,-1.5
"E6KMK","asynch","control",6,-2.5
"E6KMK","asynch","control",7,-3.5
"E6KMK","asynch","control",8,-4
"E6KMK","asynch","control",9,-5
"E6KMK","asynch","control",10,-6
"E6KMK","asynch","control",11,-7
"E6KMK","asynch","control",12,-8
"E6KMK","asynch","control",13,-9
"0F1A8","asynch","control",1,-1
"0F1A8","asynch","control",2,-2
"0F1A8","asynch","control",3,-3
"0F1A8","asynch","control",4,-4
"0F1A8","asynch","control",5,-4.5
"0F1A8","asynch","control",6,-5.5
"0F1A8","asynch","control",7,-6
"0F1A8","asynch","control",8,-7
"0F1A8","asynch","control",9,-8
"0F1A8","asynch","control",10,-9
"0F1A8","asynch","control",11,-10
"0F1A8","asynch","control",12,-10
"0F1A8","asynch","control",13,-11
"9S5Z0","asynch","control",1,-1
"9S5Z0","asynch","control",2,-2
"9S5Z0","asynch","control",3,-3
"9S5Z0","asynch","control",4,-4
"9S5Z0","asynch","control",5,-5
"9S5Z0","asynch","control",6,-6
"9S5Z0","asynch","control",7,-7
"9S5Z0","asynch","control",8,-7.5
"9S5Z0","asynch","control",9,-8.5
"9S5Z0","asynch","control",10,-9.5
"9S5Z0","asynch","control",11,-10.5
"9S5Z0","asynch","control",12,-11.5
"9S5Z0","asynch","control",13,-12.5
"ARCSZ","asynch","impasse",1,0.5
"ARCSZ","asynch","impasse",2,0.5
"ARCSZ","asynch","impasse",3,0.5
"ARCSZ","asynch","impasse",4,-0.5
"ARCSZ","asynch","impasse",5,0.5
"ARCSZ","asynch","impasse",6,-0.5
"ARCSZ","asynch","impasse",7,-1
"ARCSZ","asynch","impasse",8,-2
"ARCSZ","asynch","impasse",9,-3
"ARCSZ","asynch","impasse",10,-4
"ARCSZ","asynch","impasse",11,-5
"ARCSZ","asynch","impasse",12,-6
"ARCSZ","asynch","impasse",13,-7
"F86ZM","asynch","control",1,-0.5
"F86ZM","asynch","control",2,-1
"F86ZM","asynch","control",3,-1.5
"F86ZM","asynch","control",4,-2
"F86ZM","asynch","control",5,-1.5
"F86ZM","asynch","control",6,-2.5
"F86ZM","asynch","control",7,-3.5
"F86ZM","asynch","control",8,-4.5
"F86ZM","asynch","control",9,-5.5
"F86ZM","asynch","control",10,-6.5
"F86ZM","asynch","control",11,-7.5
"F86ZM","asynch","control",12,-8.5
"F86ZM","asynch","control",13,-9
"0LCME","asynch","impasse",1,0
"0LCME","asynch","impasse",2,0
"0LCME","asynch","impasse",3,0
"0LCME","asynch","impasse",4,-0.5
"0LCME","asynch","impasse",5,-0.5
"0LCME","asynch","impasse",6,-1.5
"0LCME","asynch","impasse",7,-2.5
"0LCME","asynch","impasse",8,-3.5
"0LCME","asynch","impasse",9,-4.5
"0LCME","asynch","impasse",10,-5.5
"0LCME","asynch","impasse",11,-6.5
"0LCME","asynch","impasse",12,-7.5
"0LCME","asynch","impasse",13,-8.5
"UN6MT","asynch","control",1,-1
"UN6MT","asynch","control",2,-2
"UN6MT","asynch","control",3,-3
"UN6MT","asynch","control",4,-4
"UN6MT","asynch","control",5,-5
"UN6MT","asynch","control",6,-6
"UN6MT","asynch","control",7,-7
"UN6MT","asynch","control",8,-8
"UN6MT","asynch","control",9,-9
"UN6MT","asynch","control",10,-10
"UN6MT","asynch","control",11,-11
"UN6MT","asynch","control",12,-12
"UN6MT","asynch","control",13,-13
"CHP0K","asynch","impasse",1,0.5
"CHP0K","asynch","impasse",2,1
"CHP0K","asynch","impasse",3,0.5
"CHP0K","asynch","impasse",4,1.5
"CHP0K","asynch","impasse",5,2.5
"CHP0K","asynch","impasse",6,1.5
"CHP0K","asynch","impasse",7,1
"CHP0K","asynch","impasse",8,2
"CHP0K","asynch","impasse",9,3
"CHP0K","asynch","impasse",10,4
"CHP0K","asynch","impasse",11,5
"CHP0K","asynch","impasse",12,6
"CHP0K","asynch","impasse",13,7
"KNH2B","asynch","control",1,-1
"KNH2B","asynch","control",2,-2
"KNH2B","asynch","control",3,-3
"KNH2B","asynch","control",4,-4
"KNH2B","asynch","control",5,-5
"KNH2B","asynch","control",6,-6
"KNH2B","asynch","control",7,-7
"KNH2B","asynch","control",8,-8
"KNH2B","asynch","control",9,-9
"KNH2B","asynch","control",10,-10
"KNH2B","asynch","control",11,-11
"KNH2B","asynch","control",12,-12
"KNH2B","asynch","control",13,-13
"XOZJ7","asynch","control",1,-1
"XOZJ7","asynch","control",2,-0.5
"XOZJ7","asynch","control",3,0
"XOZJ7","asynch","control",4,-1
"XOZJ7","asynch","control",5,-1.5
"XOZJ7","asynch","control",6,-2.5
"XOZJ7","asynch","control",7,-2.5
"XOZJ7","asynch","control",8,-1.5
"XOZJ7","asynch","control",9,-0.5
"XOZJ7","asynch","control",10,-1.5
"XOZJ7","asynch","control",11,-2.5
"XOZJ7","asynch","control",12,-2.5
"XOZJ7","asynch","control",13,-2.5
"Y7EP3","asynch","impasse",1,-1
"Y7EP3","asynch","impasse",2,-2
"Y7EP3","asynch","impasse",3,-2.5
"Y7EP3","asynch","impasse",4,-3
"Y7EP3","asynch","impasse",5,-2
"Y7EP3","asynch","impasse",6,-3
"Y7EP3","asynch","impasse",7,-3.5
"Y7EP3","asynch","impasse",8,-3
"Y7EP3","asynch","impasse",9,-4
"Y7EP3","asynch","impasse",10,-5
"Y7EP3","asynch","impasse",11,-5.5
"Y7EP3","asynch","impasse",12,-6
"Y7EP3","asynch","impasse",13,-7
"776UX","asynch","control",1,-1
"776UX","asynch","control",2,-2
"776UX","asynch","control",3,-3
"776UX","asynch","control",4,-4
"776UX","asynch","control",5,-5
"776UX","asynch","control",6,-6
"776UX","asynch","control",7,-7
"776UX","asynch","control",8,-7.5
"776UX","asynch","control",9,-8.5
"776UX","asynch","control",10,-9.5
"776UX","asynch","control",11,-10
"776UX","asynch","control",12,-11
"776UX","asynch","control",13,-10.5
"XCK4Q","asynch","control",1,-1
"XCK4Q","asynch","control",2,-2
"XCK4Q","asynch","control",3,-3
"XCK4Q","asynch","control",4,-3
"XCK4Q","asynch","control",5,-2
"XCK4Q","asynch","control",6,-3
"XCK4Q","asynch","control",7,-4
"XCK4Q","asynch","control",8,-5
"XCK4Q","asynch","control",9,-6
"XCK4Q","asynch","control",10,-7
"XCK4Q","asynch","control",11,-7.5
"XCK4Q","asynch","control",12,-7.5
"XCK4Q","asynch","control",13,-7.5
"57C0V","asynch","impasse",1,0
"57C0V","asynch","impasse",2,0
"57C0V","asynch","impasse",3,1
"57C0V","asynch","impasse",4,0
"57C0V","asynch","impasse",5,0
"57C0V","asynch","impasse",6,-1
"57C0V","asynch","impasse",7,-2
"57C0V","asynch","impasse",8,-3
"57C0V","asynch","impasse",9,-4
"57C0V","asynch","impasse",10,-4
"57C0V","asynch","impasse",11,-5
"57C0V","asynch","impasse",12,-6
"57C0V","asynch","impasse",13,-7
"NV47T","asynch","impasse",1,-1
"NV47T","asynch","impasse",2,-2
"NV47T","asynch","impasse",3,-1
"NV47T","asynch","impasse",4,-1
"NV47T","asynch","impasse",5,-1.5
"NV47T","asynch","impasse",6,-2.5
