"subject","mode","pretty_condition","question","score"
"E0F55","asynch","impasse",9,1
"E0F55","asynch","impasse",10,2
"E0F55","asynch","impasse",11,3
"E0F55","asynch","impasse",12,4
"E0F55","asynch","impasse",13,5
"NDBCA","asynch","impasse",1,1
"NDBCA","asynch","impasse",2,2
"NDBCA","asynch","impasse",3,3
"NDBCA","asynch","impasse",4,4
"NDBCA","asynch","impasse",5,4
"NDBCA","asynch","impasse",6,5
"NDBCA","asynch","impasse",7,5
"NDBCA","asynch","impasse",8,6
"NDBCA","asynch","impasse",9,7
"NDBCA","asynch","impasse",10,8
"NDBCA","asynch","impasse",11,9
"NDBCA","asynch","impasse",12,10
"NDBCA","asynch","impasse",13,11
"BDQEZ","asynch","impasse",1,1
"BDQEZ","asynch","impasse",2,2
"BDQEZ","asynch","impasse",3,3
"BDQEZ","asynch","impasse",4,4
"BDQEZ","asynch","impasse",5,5
"BDQEZ","asynch","impasse",6,5
"BDQEZ","asynch","impasse",7,6
"BDQEZ","asynch","impasse",8,7
"BDQEZ","asynch","impasse",9,8
"BDQEZ","asynch","impasse",10,9
"BDQEZ","asynch","impasse",11,10
"BDQEZ","asynch","impasse",12,11
"BDQEZ","asynch","impasse",13,12
"ZDA7B","asynch","impasse",1,0
"ZDA7B","asynch","impasse",2,0
"ZDA7B","asynch","impasse",3,0
"ZDA7B","asynch","impasse",4,0
"ZDA7B","asynch","impasse",5,0
"ZDA7B","asynch","impasse",6,0
"ZDA7B","asynch","impasse",7,0
"ZDA7B","asynch","impasse",8,1
"ZDA7B","asynch","impasse",9,1
"ZDA7B","asynch","impasse",10,1
"ZDA7B","asynch","impasse",11,1
"ZDA7B","asynch","impasse",12,1
"ZDA7B","asynch","impasse",13,1
"KGNC3","asynch","impasse",1,1
"KGNC3","asynch","impasse",2,2
"KGNC3","asynch","impasse",3,3
"KGNC3","asynch","impasse",4,3
"KGNC3","asynch","impasse",5,4
"KGNC3","asynch","impasse",6,5
"KGNC3","asynch","impasse",7,6
"KGNC3","asynch","impasse",8,7
"KGNC3","asynch","impasse",9,8
"KGNC3","asynch","impasse",10,9
"KGNC3","asynch","impasse",11,10
"KGNC3","asynch","impasse",12,11
"KGNC3","asynch","impasse",13,12
"HV8ZE","asynch","impasse",1,0
"HV8ZE","asynch","impasse",2,0
"HV8ZE","asynch","impasse",3,0
"HV8ZE","asynch","impasse",4,0
"HV8ZE","asynch","impasse",5,0
"HV8ZE","asynch","impasse",6,0
"HV8ZE","asynch","impasse",7,0
"HV8ZE","asynch","impasse",8,0
"HV8ZE","asynch","impasse",9,0
"HV8ZE","asynch","impasse",10,0
"HV8ZE","asynch","impasse",11,0
"HV8ZE","asynch","impasse",12,1
"HV8ZE","asynch","impasse",13,2
"G5HED","asynch","control",1,0
"G5HED","asynch","control",2,0
"G5HED","asynch","control",3,0
"G5HED","asynch","control",4,0
"G5HED","asynch","control",5,0
"G5HED","asynch","control",6,0
"G5HED","asynch","control",7,0
"G5HED","asynch","control",8,0
"G5HED","asynch","control",9,0
"G5HED","asynch","control",10,0
"G5HED","asynch","control",11,0
"G5HED","asynch","control",12,0
"G5HED","asynch","control",13,0
"V9JKJ","asynch","control",1,0
"V9JKJ","asynch","control",2,0
"V9JKJ","asynch","control",3,0
"V9JKJ","asynch","control",4,0
"V9JKJ","asynch","control",5,0
"V9JKJ","asynch","control",6,0
"V9JKJ","asynch","control",7,0
"V9JKJ","asynch","control",8,0
"V9JKJ","asynch","control",9,0
"V9JKJ","asynch","control",10,0
"V9JKJ","asynch","control",11,0
"V9JKJ","asynch","control",12,0
"V9JKJ","asynch","control",13,0
"4YF1J","asynch","control",1,0
"4YF1J","asynch","control",2,0
"4YF1J","asynch","control",3,0
"4YF1J","asynch","control",4,0
"4YF1J","asynch","control",5,1
"4YF1J","asynch","control",6,1
"4YF1J","asynch","control",7,1
"4YF1J","asynch","control",8,1
"4YF1J","asynch","control",9,1
"4YF1J","asynch","control",10,1
"4YF1J","asynch","control",11,1
"4YF1J","asynch","control",12,1
"4YF1J","asynch","control",13,1
"5QAJA","asynch","impasse",1,1
"5QAJA","asynch","impasse",2,2
"5QAJA","asynch","impasse",3,2
"5QAJA","asynch","impasse",4,2
"5QAJA","asynch","impasse",5,2
"5QAJA","asynch","impasse",6,3
"5QAJA","asynch","impasse",7,3
"5QAJA","asynch","impasse",8,4
"5QAJA","asynch","impasse",9,5
"5QAJA","asynch","impasse",10,6
"5QAJA","asynch","impasse",11,7
"5QAJA","asynch","impasse",12,8
"5QAJA","asynch","impasse",13,9
"04YXZ","asynch","control",1,0
"04YXZ","asynch","control",2,0
"04YXZ","asynch","control",3,0
"04YXZ","asynch","control",4,0
"04YXZ","asynch","control",5,0
"04YXZ","asynch","control",6,0
"04YXZ","asynch","control",7,0
"04YXZ","asynch","control",8,0
"04YXZ","asynch","control",9,0
"04YXZ","asynch","control",10,0
"04YXZ","asynch","control",11,0
"04YXZ","asynch","control",12,0
"04YXZ","asynch","control",13,0
"SKPWA","asynch","control",1,0
"SKPWA","asynch","control",2,0
"SKPWA","asynch","control",3,0
"SKPWA","asynch","control",4,0
"SKPWA","asynch","control",5,0
"SKPWA","asynch","control",6,0
"SKPWA","asynch","control",7,0
"SKPWA","asynch","control",8,0
"SKPWA","asynch","control",9,0
"SKPWA","asynch","control",10,0
"SKPWA","asynch","control",11,0
"SKPWA","asynch","control",12,0
"SKPWA","asynch","control",13,0
"76UV0","asynch","control",1,0
"76UV0","asynch","control",2,0
"76UV0","asynch","control",3,0
"76UV0","asynch","control",4,1
"76UV0","asynch","control",5,2
"76UV0","asynch","control",6,3
"76UV0","asynch","control",7,3
"76UV0","asynch","control",8,4
"76UV0","asynch","control",9,5
"76UV0","asynch","control",10,6
"76UV0","asynch","control",11,6
"76UV0","asynch","control",12,7
"76UV0","asynch","control",13,8
"94FR9","asynch","control",1,0
"94FR9","asynch","control",2,0
"94FR9","asynch","control",3,0
"94FR9","asynch","control",4,1
"94FR9","asynch","control",5,2
"94FR9","asynch","control",6,2
"94FR9","asynch","control",7,2
"94FR9","asynch","control",8,2
"94FR9","asynch","control",9,2
"94FR9","asynch","control",10,2
"94FR9","asynch","control",11,2
"94FR9","asynch","control",12,2
"94FR9","asynch","control",13,3
"X7HS7","asynch","impasse",1,0
"X7HS7","asynch","impasse",2,0
"X7HS7","asynch","impasse",3,0
"X7HS7","asynch","impasse",4,0
"X7HS7","asynch","impasse",5,1
"X7HS7","asynch","impasse",6,1
"X7HS7","asynch","impasse",7,1
"X7HS7","asynch","impasse",8,2
"X7HS7","asynch","impasse",9,3
"X7HS7","asynch","impasse",10,4
"X7HS7","asynch","impasse",11,5
"X7HS7","asynch","impasse",12,6
"X7HS7","asynch","impasse",13,7
"UJFX9","asynch","impasse",1,0
"UJFX9","asynch","impasse",2,0
"UJFX9","asynch","impasse",3,0
"UJFX9","asynch","impasse",4,0
"UJFX9","asynch","impasse",5,0
"UJFX9","asynch","impasse",6,0
"UJFX9","asynch","impasse",7,0
"UJFX9","asynch","impasse",8,0
"UJFX9","asynch","impasse",9,0
"UJFX9","asynch","impasse",10,0
"UJFX9","asynch","impasse",11,0
"UJFX9","asynch","impasse",12,0
"UJFX9","asynch","impasse",13,0
"G1GGZ","asynch","impasse",1,0
"G1GGZ","asynch","impasse",2,0
"G1GGZ","asynch","impasse",3,0
"G1GGZ","asynch","impasse",4,0
"G1GGZ","asynch","impasse",5,0
"G1GGZ","asynch","impasse",6,0
"G1GGZ","asynch","impasse",7,0
"G1GGZ","asynch","impasse",8,0
"G1GGZ","asynch","impasse",9,0
"G1GGZ","asynch","impasse",10,0
"G1GGZ","asynch","impasse",11,0
"G1GGZ","asynch","impasse",12,0
"G1GGZ","asynch","impasse",13,0
"7OYPU","asynch","control",1,1
"7OYPU","asynch","control",2,2
"7OYPU","asynch","control",3,3
"7OYPU","asynch","control",4,4
"7OYPU","asynch","control",5,5
"7OYPU","asynch","control",6,6
"7OYPU","asynch","control",7,7
"7OYPU","asynch","control",8,8
"7OYPU","asynch","control",9,9
"7OYPU","asynch","control",10,10
"7OYPU","asynch","control",11,10
"7OYPU","asynch","control",12,11
"7OYPU","asynch","control",13,12
"P189K","asynch","impasse",1,1
"P189K","asynch","impasse",2,2
"P189K","asynch","impasse",3,3
"P189K","asynch","impasse",4,4
"P189K","asynch","impasse",5,4
"P189K","asynch","impasse",6,5
"P189K","asynch","impasse",7,6
"P189K","asynch","impasse",8,7
"P189K","asynch","impasse",9,8
"P189K","asynch","impasse",10,9
"P189K","asynch","impasse",11,10
"P189K","asynch","impasse",12,11
"P189K","asynch","impasse",13,12
"6HUZT","asynch","impasse",1,0
"6HUZT","asynch","impasse",2,1
"6HUZT","asynch","impasse",3,2
"6HUZT","asynch","impasse",4,3
"6HUZT","asynch","impasse",5,4
"6HUZT","asynch","impasse",6,5
"6HUZT","asynch","impasse",7,6
"6HUZT","asynch","impasse",8,7
"6HUZT","asynch","impasse",9,8
"6HUZT","asynch","impasse",10,9
"6HUZT","asynch","impasse",11,10
"6HUZT","asynch","impasse",12,11
"6HUZT","asynch","impasse",13,12
"UN7PD","asynch","control",1,0
"UN7PD","asynch","control",2,0
"UN7PD","asynch","control",3,0
"UN7PD","asynch","control",4,1
"UN7PD","asynch","control",5,2
"UN7PD","asynch","control",6,3
"UN7PD","asynch","control",7,4
"UN7PD","asynch","control",8,5
"UN7PD","asynch","control",9,6
"UN7PD","asynch","control",10,7
"UN7PD","asynch","control",11,8
"UN7PD","asynch","control",12,9
"UN7PD","asynch","control",13,10
"PVRS1","asynch","impasse",1,0
"PVRS1","asynch","impasse",2,0
"PVRS1","asynch","impasse",3,0
"PVRS1","asynch","impasse",4,0
"PVRS1","asynch","impasse",5,0
"PVRS1","asynch","impasse",6,0
"PVRS1","asynch","impasse",7,0
"PVRS1","asynch","impasse",8,0
"PVRS1","asynch","impasse",9,0
"PVRS1","asynch","impasse",10,0
"PVRS1","asynch","impasse",11,0
"PVRS1","asynch","impasse",12,0
"PVRS1","asynch","impasse",13,0
"YV1XZ","asynch","control",1,0
"YV1XZ","asynch","control",2,0
"YV1XZ","asynch","control",3,0
"YV1XZ","asynch","control",4,0
"YV1XZ","asynch","control",5,0
"YV1XZ","asynch","control",6,0
"YV1XZ","asynch","control",7,0
"YV1XZ","asynch","control",8,0
"YV1XZ","asynch","control",9,0
"YV1XZ","asynch","control",10,0
"YV1XZ","asynch","control",11,0
"YV1XZ","asynch","control",12,0
"YV1XZ","asynch","control",13,0
"M3E87","asynch","impasse",1,0
"M3E87","asynch","impasse",2,0
"M3E87","asynch","impasse",3,0
"M3E87","asynch","impasse",4,0
"M3E87","asynch","impasse",5,0
"M3E87","asynch","impasse",6,0
"M3E87","asynch","impasse",7,0
"M3E87","asynch","impasse",8,0
"M3E87","asynch","impasse",9,0
"M3E87","asynch","impasse",10,0
"M3E87","asynch","impasse",11,0
"M3E87","asynch","impasse",12,0
"M3E87","asynch","impasse",13,0
"4GC8J","asynch","impasse",1,1
"4GC8J","asynch","impasse",2,2
"4GC8J","asynch","impasse",3,3
"4GC8J","asynch","impasse",4,4
"4GC8J","asynch","impasse",5,5
"4GC8J","asynch","impasse",6,6
"4GC8J","asynch","impasse",7,7
"4GC8J","asynch","impasse",8,8
"4GC8J","asynch","impasse",9,9
"4GC8J","asynch","impasse",10,10
"4GC8J","asynch","impasse",11,11
"4GC8J","asynch","impasse",12,12
"4GC8J","asynch","impasse",13,13
"ML0PA","asynch","impasse",1,0
"ML0PA","asynch","impasse",2,0
"ML0PA","asynch","impasse",3,0
"ML0PA","asynch","impasse",4,0
"ML0PA","asynch","impasse",5,0
"ML0PA","asynch","impasse",6,0
"ML0PA","asynch","impasse",7,0
"ML0PA","asynch","impasse",8,0
"ML0PA","asynch","impasse",9,0
"ML0PA","asynch","impasse",10,0
"ML0PA","asynch","impasse",11,0
"ML0PA","asynch","impasse",12,0
"ML0PA","asynch","impasse",13,0
"WOJNW","asynch","impasse",1,0
"WOJNW","asynch","impasse",2,1
"WOJNW","asynch","impasse",3,2
"WOJNW","asynch","impasse",4,3
"WOJNW","asynch","impasse",5,4
"WOJNW","asynch","impasse",6,5
"WOJNW","asynch","impasse",7,6
"WOJNW","asynch","impasse",8,7
"WOJNW","asynch","impasse",9,8
"WOJNW","asynch","impasse",10,9
"WOJNW","asynch","impasse",11,9
"WOJNW","asynch","impasse",12,10
"WOJNW","asynch","impasse",13,11
"C2AHN","asynch","control",1,0
"C2AHN","asynch","control",2,0
"C2AHN","asynch","control",3,0
"C2AHN","asynch","control",4,0
"C2AHN","asynch","control",5,0
"C2AHN","asynch","control",6,0
"C2AHN","asynch","control",7,0
"C2AHN","asynch","control",8,0
"C2AHN","asynch","control",9,0
"C2AHN","asynch","control",10,0
"C2AHN","asynch","control",11,0
"C2AHN","asynch","control",12,0
"C2AHN","asynch","control",13,0
"T8OB0","asynch","control",1,1
"T8OB0","asynch","control",2,2
"T8OB0","asynch","control",3,3
"T8OB0","asynch","control",4,4
"T8OB0","asynch","control",5,5
"T8OB0","asynch","control",6,6
"T8OB0","asynch","control",7,7
"T8OB0","asynch","control",8,8
"T8OB0","asynch","control",9,9
"T8OB0","asynch","control",10,10
"T8OB0","asynch","control",11,11
"T8OB0","asynch","control",12,12
"T8OB0","asynch","control",13,13
"JDHT2","asynch","control",1,0
"JDHT2","asynch","control",2,0
"JDHT2","asynch","control",3,0
"JDHT2","asynch","control",4,0
"JDHT2","asynch","control",5,1
"JDHT2","asynch","control",6,1
"JDHT2","asynch","control",7,1
"JDHT2","asynch","control",8,1
"JDHT2","asynch","control",9,1
"JDHT2","asynch","control",10,1
"JDHT2","asynch","control",11,1
"JDHT2","asynch","control",12,1
"JDHT2","asynch","control",13,1
"WBJ2T","asynch","impasse",1,1
"WBJ2T","asynch","impasse",2,1
"WBJ2T","asynch","impasse",3,1
"WBJ2T","asynch","impasse",4,1
"WBJ2T","asynch","impasse",5,2
"WBJ2T","asynch","impasse",6,3
"WBJ2T","asynch","impasse",7,3
"WBJ2T","asynch","impasse",8,3
"WBJ2T","asynch","impasse",9,4
"WBJ2T","asynch","impasse",10,5
"WBJ2T","asynch","impasse",11,5
"WBJ2T","asynch","impasse",12,5
"WBJ2T","asynch","impasse",13,5
"ZMRMB","asynch","impasse",1,0
"ZMRMB","asynch","impasse",2,0
"ZMRMB","asynch","impasse",3,0
"ZMRMB","asynch","impasse",4,0
"ZMRMB","asynch","impasse",5,1
"ZMRMB","asynch","impasse",6,1
"ZMRMB","asynch","impasse",7,1
"ZMRMB","asynch","impasse",8,1
"ZMRMB","asynch","impasse",9,1
"ZMRMB","asynch","impasse",10,1
"ZMRMB","asynch","impasse",11,1
"ZMRMB","asynch","impasse",12,1
"ZMRMB","asynch","impasse",13,1
"91D56","asynch","control",1,0
"91D56","asynch","control",2,0
"91D56","asynch","control",3,0
"91D56","asynch","control",4,0
"91D56","asynch","control",5,0
"91D56","asynch","control",6,0
"91D56","asynch","control",7,0
"91D56","asynch","control",8,0
"91D56","asynch","control",9,0
"91D56","asynch","control",10,0
"91D56","asynch","control",11,0
"91D56","asynch","control",12,0
"91D56","asynch","control",13,0
"EH3ED","asynch","impasse",1,0
"EH3ED","asynch","impasse",2,0
"EH3ED","asynch","impasse",3,1
"EH3ED","asynch","impasse",4,1
"EH3ED","asynch","impasse",5,1
"EH3ED","asynch","impasse",6,1
"EH3ED","asynch","impasse",7,1
"EH3ED","asynch","impasse",8,1
"EH3ED","asynch","impasse",9,1
"EH3ED","asynch","impasse",10,1
"EH3ED","asynch","impasse",11,1
"EH3ED","asynch","impasse",12,1
"EH3ED","asynch","impasse",13,1
"BBPLJ","asynch","impasse",1,0
"BBPLJ","asynch","impasse",2,0
"BBPLJ","asynch","impasse",3,0
"BBPLJ","asynch","impasse",4,0
"BBPLJ","asynch","impasse",5,0
"BBPLJ","asynch","impasse",6,0
"BBPLJ","asynch","impasse",7,0
"BBPLJ","asynch","impasse",8,0
"BBPLJ","asynch","impasse",9,0
"BBPLJ","asynch","impasse",10,0
"BBPLJ","asynch","impasse",11,0
"BBPLJ","asynch","impasse",12,0
"BBPLJ","asynch","impasse",13,1
"9XEMK","asynch","control",1,0
"9XEMK","asynch","control",2,0
"9XEMK","asynch","control",3,0
"9XEMK","asynch","control",4,0
"9XEMK","asynch","control",5,0
"9XEMK","asynch","control",6,0
"9XEMK","asynch","control",7,0
"9XEMK","asynch","control",8,0
"9XEMK","asynch","control",9,0
"9XEMK","asynch","control",10,0
"9XEMK","asynch","control",11,0
"9XEMK","asynch","control",12,0
"9XEMK","asynch","control",13,0
"RVTK3","asynch","control",1,1
"RVTK3","asynch","control",2,2
"RVTK3","asynch","control",3,3
"RVTK3","asynch","control",4,4
"RVTK3","asynch","control",5,5
"RVTK3","asynch","control",6,6
"RVTK3","asynch","control",7,7
"RVTK3","asynch","control",8,8
"RVTK3","asynch","control",9,9
"RVTK3","asynch","control",10,10
"RVTK3","asynch","control",11,11
"RVTK3","asynch","control",12,12
"RVTK3","asynch","control",13,13
"4KH27","asynch","control",1,0
"4KH27","asynch","control",2,0
"4KH27","asynch","control",3,0
"4KH27","asynch","control",4,0
"4KH27","asynch","control",5,0
"4KH27","asynch","control",6,0
"4KH27","asynch","control",7,0
"4KH27","asynch","control",8,0
"4KH27","asynch","control",9,0
"4KH27","asynch","control",10,0
"4KH27","asynch","control",11,0
"4KH27","asynch","control",12,0
"4KH27","asynch","control",13,1
"TCS5Z","asynch","impasse",1,0
"TCS5Z","asynch","impasse",2,0
"TCS5Z","asynch","impasse",3,0
"TCS5Z","asynch","impasse",4,0
"TCS5Z","asynch","impasse",5,0
"TCS5Z","asynch","impasse",6,0
"TCS5Z","asynch","impasse",7,0
"TCS5Z","asynch","impasse",8,0
"TCS5Z","asynch","impasse",9,0
"TCS5Z","asynch","impasse",10,0
"TCS5Z","asynch","impasse",11,1
"TCS5Z","asynch","impasse",12,1
"TCS5Z","asynch","impasse",13,1
"HF78R","asynch","impasse",1,1
"HF78R","asynch","impasse",2,2
"HF78R","asynch","impasse",3,2
"HF78R","asynch","impasse",4,2
"HF78R","asynch","impasse",5,3
"HF78R","asynch","impasse",6,3
"HF78R","asynch","impasse",7,4
"HF78R","asynch","impasse",8,4
"HF78R","asynch","impasse",9,5
"HF78R","asynch","impasse",10,6
"HF78R","asynch","impasse",11,6
"HF78R","asynch","impasse",12,6
"HF78R","asynch","impasse",13,6
"JMZMZ","asynch","impasse",1,0
"JMZMZ","asynch","impasse",2,0
"JMZMZ","asynch","impasse",3,0
"JMZMZ","asynch","impasse",4,0
"JMZMZ","asynch","impasse",5,0
"JMZMZ","asynch","impasse",6,0
"JMZMZ","asynch","impasse",7,0
"JMZMZ","asynch","impasse",8,0
"JMZMZ","asynch","impasse",9,0
"JMZMZ","asynch","impasse",10,0
"JMZMZ","asynch","impasse",11,0
"JMZMZ","asynch","impasse",12,0
"JMZMZ","asynch","impasse",13,0
"H0HHM","asynch","impasse",1,1
"H0HHM","asynch","impasse",2,2
"H0HHM","asynch","impasse",3,3
"H0HHM","asynch","impasse",4,4
"H0HHM","asynch","impasse",5,5
"H0HHM","asynch","impasse",6,6
"H0HHM","asynch","impasse",7,7
"H0HHM","asynch","impasse",8,8
"H0HHM","asynch","impasse",9,9
"H0HHM","asynch","impasse",10,10
"H0HHM","asynch","impasse",11,11
"H0HHM","asynch","impasse",12,12
"H0HHM","asynch","impasse",13,13
"2KS3T","asynch","impasse",1,0
"2KS3T","asynch","impasse",2,0
"2KS3T","asynch","impasse",3,0
"2KS3T","asynch","impasse",4,0
"2KS3T","asynch","impasse",5,1
"2KS3T","asynch","impasse",6,1
"2KS3T","asynch","impasse",7,1
"2KS3T","asynch","impasse",8,1
"2KS3T","asynch","impasse",9,1
"2KS3T","asynch","impasse",10,1
"2KS3T","asynch","impasse",11,1
"2KS3T","asynch","impasse",12,1
"2KS3T","asynch","impasse",13,1
"1HLEP","asynch","impasse",1,0
"1HLEP","asynch","impasse",2,0
"1HLEP","asynch","impasse",3,0
"1HLEP","asynch","impasse",4,0
"1HLEP","asynch","impasse",5,0
"1HLEP","asynch","impasse",6,0
"1HLEP","asynch","impasse",7,0
"1HLEP","asynch","impasse",8,0
"1HLEP","asynch","impasse",9,0
"1HLEP","asynch","impasse",10,0
"1HLEP","asynch","impasse",11,0
"1HLEP","asynch","impasse",12,0
"1HLEP","asynch","impasse",13,0
"EBSJV","asynch","control",1,0
"EBSJV","asynch","control",2,0
"EBSJV","asynch","control",3,0
"EBSJV","asynch","control",4,0
"EBSJV","asynch","control",5,0
"EBSJV","asynch","control",6,0
"EBSJV","asynch","control",7,0
"EBSJV","asynch","control",8,0
"EBSJV","asynch","control",9,0
"EBSJV","asynch","control",10,0
"EBSJV","asynch","control",11,0
"EBSJV","asynch","control",12,0
"EBSJV","asynch","control",13,0
"QWPKO","asynch","impasse",1,1
"QWPKO","asynch","impasse",2,2
"QWPKO","asynch","impasse",3,2
"QWPKO","asynch","impasse",4,3
"QWPKO","asynch","impasse",5,4
"QWPKO","asynch","impasse",6,4
"QWPKO","asynch","impasse",7,5
"QWPKO","asynch","impasse",8,6
"QWPKO","asynch","impasse",9,7
"QWPKO","asynch","impasse",10,8
"QWPKO","asynch","impasse",11,9
"QWPKO","asynch","impasse",12,10
"QWPKO","asynch","impasse",13,11
"NEK50","asynch","control",1,0
"NEK50","asynch","control",2,0
"NEK50","asynch","control",3,0
"NEK50","asynch","control",4,0
"NEK50","asynch","control",5,0
"NEK50","asynch","control",6,0
"NEK50","asynch","control",7,0
"NEK50","asynch","control",8,0
"NEK50","asynch","control",9,0
"NEK50","asynch","control",10,0
"NEK50","asynch","control",11,0
"NEK50","asynch","control",12,0
"NEK50","asynch","control",13,0
"43L8M","asynch","impasse",1,0
"43L8M","asynch","impasse",2,0
"43L8M","asynch","impasse",3,0
"43L8M","asynch","impasse",4,1
"43L8M","asynch","impasse",5,2
"43L8M","asynch","impasse",6,3
"43L8M","asynch","impasse",7,4
"43L8M","asynch","impasse",8,5
"43L8M","asynch","impasse",9,6
"43L8M","asynch","impasse",10,7
"43L8M","asynch","impasse",11,8
"43L8M","asynch","impasse",12,9
"43L8M","asynch","impasse",13,10
"23WXV","asynch","impasse",1,1
"23WXV","asynch","impasse",2,2
"23WXV","asynch","impasse",3,3
"23WXV","asynch","impasse",4,4
"23WXV","asynch","impasse",5,5
"23WXV","asynch","impasse",6,6
"23WXV","asynch","impasse",7,6
"23WXV","asynch","impasse",8,7
"23WXV","asynch","impasse",9,8
"23WXV","asynch","impasse",10,9
"23WXV","asynch","impasse",11,10
"23WXV","asynch","impasse",12,10
"23WXV","asynch","impasse",13,11
"34FAZ","asynch","impasse",1,0
"34FAZ","asynch","impasse",2,0
"34FAZ","asynch","impasse",3,0
"34FAZ","asynch","impasse",4,0
"34FAZ","asynch","impasse",5,0
"34FAZ","asynch","impasse",6,0
"34FAZ","asynch","impasse",7,0
"34FAZ","asynch","impasse",8,0
"34FAZ","asynch","impasse",9,0
"34FAZ","asynch","impasse",10,0
"34FAZ","asynch","impasse",11,0
"34FAZ","asynch","impasse",12,0
"34FAZ","asynch","impasse",13,0
"JHTYA","asynch","control",1,0
"JHTYA","asynch","control",2,0
"JHTYA","asynch","control",3,0
"JHTYA","asynch","control",4,0
"JHTYA","asynch","control",5,1
"JHTYA","asynch","control",6,1
"JHTYA","asynch","control",7,1
"JHTYA","asynch","control",8,1
"JHTYA","asynch","control",9,1
"JHTYA","asynch","control",10,1
"JHTYA","asynch","control",11,1
"JHTYA","asynch","control",12,2
"JHTYA","asynch","control",13,2
"853JQ","asynch","control",1,0
"853JQ","asynch","control",2,0
"853JQ","asynch","control",3,0
"853JQ","asynch","control",4,0
"853JQ","asynch","control",5,0
"853JQ","asynch","control",6,0
"853JQ","asynch","control",7,0
"853JQ","asynch","control",8,0
"853JQ","asynch","control",9,0
"853JQ","asynch","control",10,0
"853JQ","asynch","control",11,0
"853JQ","asynch","control",12,0
"853JQ","asynch","control",13,0
"A3QHP","asynch","control",1,0
"A3QHP","asynch","control",2,0
"A3QHP","asynch","control",3,0
"A3QHP","asynch","control",4,0
"A3QHP","asynch","control",5,0
"A3QHP","asynch","control",6,0
"A3QHP","asynch","control",7,0
"A3QHP","asynch","control",8,0
"A3QHP","asynch","control",9,0
"A3QHP","asynch","control",10,0
"A3QHP","asynch","control",11,0
"A3QHP","asynch","control",12,0
"A3QHP","asynch","control",13,0
"EBSH0","asynch","control",1,0
"EBSH0","asynch","control",2,0
"EBSH0","asynch","control",3,0
"EBSH0","asynch","control",4,0
"EBSH0","asynch","control",5,1
