"subject","condition","term","mode","gender","age","language","schoolyear","country","effort","difficulty","confidence","enjoyment","other","disability","totaltime_m","violations","browser","width","height","pretty_condition","pretty_mode","s_TRI","s_ORTH","s_TVERSKY","s_SATISFICE","s_REF","s_ABS","s_NABS","s_SCALED","DV_percent_NABS","rt_m","item_avg_rt","item_min_rt","item_max_rt","item_n_TRI","item_n_ORTH","item_n_TV","item_n_SAT","item_n_OTHER","item_n_POS","item_n_NEG","item_n_NEUTRAL","item_q1_NABS","item_q1_SCALED","item_q1_interpretation","item_q1_rt","item_q5_NABS","item_q5_SCALED","item_q5_interpretation","item_q5_rt","item_q7_NABS","item_q7_interpretation","item_q7_rt","item_q15_NABS","item_q15_interpretation","item_q15_rt","item_scaffold_NABS","item_scaffold_SCALED","item_scaffold_rt","item_test_NABS","item_test_SCALED","item_test_rt"
"4GC8J","121","winter22","asynch","Female",19,"Mandarin","Second","China","I tried my best on each question","1","4","4","","no",8.68185,"1","chrome","1440","789","impasse","online-replication",13,-0.213585434173669,7.50641025641026,0.697802197802198,0,13,13,13,1,2.9526,13.6273846153846,5.486,44.615,13,0,0,0,0,0,0,0,1,1,"Triangular",44.615,1,1,"Triangular",8.565,1,"Triangular",15.398,1,"Triangular",11.713,5,5,1.26673333333333,8,8,1.68586666666667
"4KH27","111","winter22","asynch","Female",19,"English","First","United States","I tried my best on each question","3","3","2","","no",11.13715,"1","chrome","1427","698","control","online-replication",0.70115815556992,10.8666666666667,0.138062917474682,0,0,1,1,-10,0.0769230769230769,6.29518333333333,29.0546923076923,5.286,94.241,1,11,0,0,1,0,0,1,0,-1,"Orthogonal",33.39,0,0,"blank",94.241,0,"Orthogonal",18.071,1,"Triangular",26.116,0,-4,3.3384,1,-6,2.95678333333333
"4URRL","121","fall21","asynch","Female",21,"English","Fourth","United States Of America","NULL","NULL","NULL","NULL","NULL","NULL",20.88065,"NULL","NULL","NULL","NULL","impasse","online-replication",0.413383430295195,7.5,-0.914350355526826,1.497668997669,0,0,0,-10.5,0,14.5898333333333,67.3376923076923,14.161,224.568,0,8,1,2,2,1,2,0,0,-1,"Satisfice",110.477,0,0.5,"Tversky",92.925,0,"Orthogonal",39.032,0,"Orthogonal",224.568,0,-2.5,4.92736666666667,0,-8,9.66246666666667
"4YF1J","111","winter22","asynch","Male",21,"English","Third","United States","I tried my best on each question","3","3","1","","",6.9107,"2","chrome","1920","937","control","online-replication",0.563553113553114,9.75641025641026,-0.735778926955398,0,0,1,1,-9.5,0.0769230769230769,4.0761,18.8127692307692,6.729,53.766,1,10,0,0,2,0,1,1,0,-1,"Orthogonal",12.789,1,1,"Triangular",15.001,0,"Orthogonal",24.384,0,"Orthogonal",53.766,1,-2.5,0.84985,0,-7,3.22625
"5QAJA","121","winter22","asynch","Male",20,"English","Third","United States","I tried my best on each question","2","3","3","","No",10.93155,"1","chrome","1920","943","impasse","online-replication",9.7952380952381,0.786414565826331,6.60805860805861,0.373210123210123,0,9,9,8,0.692307692307692,6.48906666666667,29.9495384615385,9.344,81.65,9,0,1,0,3,1,3,0,1,1,"Triangular",51.312,0,-0.5,"frenzy",81.65,1,"Triangular",27.665,1,"Triangular",17.157,2,1.5,3.6669,7,6.5,2.82216666666667
"6HUZT","121","winter22","asynch","Female",18,"Spanish","First","USA","I tried my best on each question","3","3","4","n/a","none",18.8906166666667,"1","chrome","1440","737","impasse","online-replication",12,-0.213585434173669,6.50641025641026,0.769230769230769,0,12,12,12,0.923076923076923,14.2154333333333,65.6096923076923,9.776,531.518,12,0,0,0,1,0,0,1,0,0,"blank",43.676,1,1,"Triangular",14.441,1,"Triangular",37.76,1,"Triangular",13.006,4,4,10.22065,8,8,3.99478333333333
"76UV0","111","winter22","asynch","Female",20,"English","Second","United States","I tried my best on most questions","2","2","2","","",37.6728,"2","chrome","1440","732","control","online-replication",7.57307692307692,3.12139625080802,5.44139194139194,0,0,8,8,4,0.615384615384615,5.14801666666667,23.7600769230769,10.209,47.317,8,4,0,0,1,0,0,1,0,-1,"Orthogonal",47.317,1,1,"Triangular",12.695,1,"Triangular",39.17,1,"Triangular",12.037,2,-1,2.39761666666667,6,5,2.7504
"7OYPU","111","winter22","asynch","Other-Not Listed",23,"X-Other","Fourth","United States","I tried my best on each question","1","5","1","","",4.09963333333333,"1","chrome","2560","1307","control","online-replication",11.8666666666667,-1.10717517776341,8.08974358974359,0,0,12,12,11.5,0.923076923076923,2.62421666666667,12.1117692307692,5.826,30.081,12,0,0,0,1,0,1,0,1,1,"Triangular",8.485,1,1,"Triangular",7.195,1,"Triangular",17.032,1,"Triangular",17.348,5,5,0.739516666666667,7,6.5,1.8847
"853JQ","111","winter22","asynch","Female",20,"Arabic","Third","Kuwait","I tried my best on most questions","2","4","3","","no",13.2265166666667,"2","chrome","1368","742","control","online-replication",-0.443322363910599,12,-0.0748222365869425,0,0,0,0,-12,0,6.25576666666667,28.8727692307692,0.368,91.534,0,12,0,0,1,0,0,1,0,-1,"Orthogonal",18.271,0,-1,"Orthogonal",91.534,0,"Orthogonal",22.482,0,"Orthogonal",57.642,0,-4,2.5098,0,-8,3.74596666666667
"86P6B","111","winter22","asynch","Female",21,"Spanish","Fourth","United States","I tried my best on each question","4","3","5","I was very confused at first, I do not know if i did it right but the way  answered is what made sense in my head ","No ",15.8369833333333,"1","chrome","1600","752","control","online-replication",11.8666666666667,-0.611937082525318,8.08974358974359,0,0,12,12,11.5,0.923076923076923,8.25106666666667,38.0818461538462,9.508,106.12,12,0,0,0,1,0,1,0,1,1,"Triangular",105.075,1,1,"Triangular",106.12,1,"Triangular",61.246,1,"Triangular",36.74,5,5,4.56916666666667,7,6.5,3.6819
"91D56","111","winter22","asynch","Female",20,"English","Third","USA","I tried my best on most questions","3","2","3","","",8.31815,"1","chrome","1440","789","control","online-replication",-0.74478021978022,7.9375,0.521291208791209,0,0,0,0,-7.5,0,4.80553333333333,22.1793846153846,5.2,64.774,0,8,1,0,4,1,0,4,0,-1,"Orthogonal",51.425,0,0,"blank",5.2,0,"Orthogonal",30.401,0,"blank",7.686,0,-4,2.27185,0,-3.5,2.53368333333333
"94FR9","111","winter22","asynch","Female",27,"English","Fourth","USA","I tried my best on each question","4","3","2","","I have astigmatism in both eyes and find black text on a white background hard to read; I also have ADHD",11.2995166666667,"1","chrome","1440","704","control","online-replication",2.77258672699849,5.45959653092006,2.86173507864684,0,0,2,3,-2.5,0.230769230769231,7.65405,35.3263846153846,5.667,88.689,3,6,2,0,2,2,1,1,0,-1,"Orthogonal",32.297,1,1,"Triangular",88.689,0,"Orthogonal",25.605,1,"Triangular",84.704,2,-1,3.07245,1,-1.5,4.5816
"9XEMK","111","winter22","asynch","Male",20,"English","Third","United States","I tried my best on each question","2","4","3","Wasn't sure how to sue the graph at first, though that may be part of the experiment.","No",10.2299833333333,"1","chrome","1920","969","control","online-replication",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,6.1233,28.2613846153846,7.774,79.107,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",27.807,0,-1,"Orthogonal",79.107,0,"Orthogonal",22.911,0,"Orthogonal",64.123,0,-5,2.78903333333333,0,-8,3.33426666666667
"A3QHP","111","winter22","asynch","Female",22,"X-Other","Fourth","PHL","I tried my best on each question","4","3","4","","",21.0474666666667,"1","chrome","1440","764","control","online-replication",-0.440018315018315,9.21428571428571,-0.46978021978022,0,0,0,0,-9,0,9.42846666666667,43.516,2.68,175.176,0,8,0,0,5,0,2,3,0,-1,"Orthogonal",18.792,0,0,"blank",44.198,0,"Orthogonal",28.3,0,"blank",2.68,0,-4,2.80533333333333,0,-5,6.62313333333333
"ARL8H","121","fall21","asynch","Male",21,"Other","Fourth","USA","NULL","NULL","NULL","NULL","NULL","NULL",14.4830666666667,"NULL","NULL","NULL","NULL","impasse","online-replication",0.0736398405516053,7,0.276826115061409,1.84615384615385,0,0,0,-9.5,0,11.8194,54.5510769230769,6.612,248.798,0,8,0,1,4,0,1,3,0,0,"blank",63.18,0,0,"blank",248.798,0,"Orthogonal",16.607,0,"Orthogonal",46.711,0,-1.5,8.02335,0,-8,3.79605
"BBPLJ","121","winter22","asynch","Female",20,"English","Third","United States","I tried my best on most questions","3","2","2","I realized about halfway through that I had messed up on some questions because I didn't fully understand the question and left it blank. Towards the end, I tried a little harder because I understood it better, I hope.","N/A",15.9513833333333,"1","chrome","1500","857","impasse","online-replication",0.284491488903254,6.93333333333333,-0.130252100840336,0.923076923076923,0,0,1,-7.5,0.0769230769230769,10.6615166666667,49.207,6.01,147.706,1,7,0,1,4,0,1,3,0,0,"blank",58.116,0,-1,"Satisfice",147.706,0,"Orthogonal",28.665,1,"Triangular",121.401,0,-1.5,4.66295,1,-6,5.99856666666667
"BDQEZ","121","winter22","asynch","Female",20,"English","Third","USA","I tried my best on each question","2","4","3","","no",9.78451666666667,"3","chrome","1536","714","impasse","online-replication",11.875,0.353081232492997,6.68498168498169,0.697802197802198,0,12,12,11,0.923076923076923,4.93003333333333,22.754,7.266,61.51,12,1,0,0,0,0,0,0,1,1,"Triangular",61.51,1,1,"Triangular",16.521,0,"Orthogonal",33.785,1,"Triangular",20.648,5,5,1.7512,7,6,3.17883333333333
"C2AHN","111","winter22","asynch","Male",20,"English","Third","U.S.","I tried my best on most questions","4","3","4","I'm pretty sure I did the first few questions wrong because I misunderstood the graph but I hopefully understood it by the end. At least, I thought I understood it a little better than at first.","None",19.5675,"1","chrome","1500","889","control","online-replication",0.339415731327496,9.60032051282051,-0.945930295195001,0,0,0,0,-11.5,0,11.14875,51.4557692307692,6.936,297.569,0,10,0,0,3,0,3,0,0,-1,"Orthogonal",13.199,0,-0.5,"?",297.569,0,"Orthogonal",18.329,0,"Orthogonal",41.335,0,-3.5,6.36636666666667,0,-8,4.78238333333333
"DMJ14","121","winter22","asynch","Female",25,"Cantonese","Fourth","United States","I tried my best on each question","3","3","3","it would be useful if the question have some instruction to indicate whether it is a multiple-choice or just leave the blank if there is no right answer ","no",5.8638,"1","chrome","1680","939","impasse","online-replication",1.47843406593407,1.59940476190476,1.57069597069597,-0.60989010989011,0,1,1,-3,0.0769230769230769,2.11091666666667,9.74269230769231,3.625,17.378,1,2,2,0,8,2,6,2,0,-0.5,"?",14.898,1,1,"Triangular",9.204,0,"?",4.025,0,"?",10.699,1,0,1.00753333333333,0,-3,1.10338333333333
"E0F55","121","winter22","asynch","Female",21,"English","Fourth","United States","I tried my best on each question","3","4","5","","",14.9812333333333,"2","chrome","1536","754","impasse","online-replication",6.38081501831502,1.20546218487395,4.39331501831502,0.846153846153846,0,5,5,4,0.384615384615385,8.14546666666667,37.5944615384615,12.064,111.957,5,1,2,1,4,3,1,2,0,0,"blank",28.383,0,0,"blank",51.313,0,"Orthogonal",54.983,1,"Triangular",39.6,0,-1,2.9158,5,5,5.22966666666667
"EBSH0","111","winter22","asynch","Female",20,"X-Other","Third","u.s","I tried my best on most questions","4","2","2","","",11.94095,"1","chrome","1440","821","control","online-replication",1.50472958414135,6.43400129282482,0.508968972204266,0,1,1,1,-7.5,0.0769230769230769,8.67218333333333,40.0254615384615,5.899,133.731,1,8,1,0,3,1,2,1,0,-1,"Orthogonal",12.432,1,1,"Triangular",11.513,0,"Orthogonal",20.526,0,"Orthogonal",33.525,1,-1.5,0.8098,0,-6,7.86238333333333
"EBSJV","111","winter22","asynch","Female",19,"English","First","U.S","I tried my best on most questions","4","3","4","INSTRUCTIONS ON HOW TO READ THE GRAPH.","NO.",12.72805,"3","chrome","1440","789","control","online-replication",-1.26458859767683,3.12899698340875,-0.164808230984702,0,0,0,0,-7.5,0,6.49256666666667,29.9656923076923,9.691,60.729,0,4,1,0,8,1,8,0,0,-1,"Orthogonal",24.993,0,-0.5,"?",50.766,0,"?",21.875,0,"?",39.805,0,-2.5,2.37016666666667,0,-5,4.1224
"ECJQV","121","fall21","asynch","Female",20,"Spanish","Third","United States","NULL","NULL","NULL","NULL","NULL","NULL",4.31043333333333,"NULL","NULL","NULL","NULL","impasse","online-replication",0.733301012712777,0.143557422969188,1.79398297780651,3.16550116550117,0,1,1,-3.5,0.0769230769230769,2.6907,12.4186153846154,2.549,44.211,1,1,3,2,6,3,6,0,0,-1,"Satisfice",23.759,0,-0.5,"?",44.211,0,"Tversky",16.178,0,"?",3.451,1,-1,1.93166666666667,0,-2.5,0.759033333333333
"EH3ED","121","winter22","asynch","Male",21,"English","Fourth","United States","I tried my best on each question","5","2","4","","",12.2307333333333,"1.5","chrome","1440","764","impasse","online-replication",0.504729584141349,8,-0.806507218271924,3.92307692307692,0,1,1,-10.5,0.0769230769230769,8.942,41.2707692307692,6.154,123.11,1,8,0,3,1,0,1,0,0,-1,"Satisfice",32.054,0,-1,"Satisfice",101.888,0,"Orthogonal",15.612,0,"Orthogonal",57.184,1,-2.5,3.86415,0,-8,5.07785
"FPSQJ","121","winter22","asynch","Female",21,"Spanish","Fourth","United States","I tried my best on each question","4","3","5","N/A","No",5.9331,"1","chrome","1600","752","impasse","online-replication",11.8666666666667,-0.285014005602241,7.50641025641026,0.697802197802198,0,12,12,11.5,0.923076923076923,3.1107,14.3570769230769,6.692,43.869,12,0,0,0,1,0,1,0,1,1,"Triangular",6.692,1,1,"Triangular",18.86,1,"Triangular",21.205,1,"Triangular",9.778,5,5,1.0779,7,6.5,2.0328
"G1GGZ","121","winter22","asynch","Female",23,"English","Third","United States","I tried my best on each question","3","3","5","I am very perplexed by the first round of questions because from my observations (which could definitely be wrong) there were no correct answers so I left them blank and clicked submit. So please do not think I was not participating or not trying from those first round of submissions. I just did not see that there was answer so I submitted it blank as an answer. That is all. Thank you!","",22.2724833333333,"1","chrome","1536","721","impasse","online-replication",-0.269079939668175,8,-0.509803921568627,1,0,0,0,-9,0,12.3547833333333,57.0220769230769,17.818,127.76,0,8,0,1,4,0,0,4,0,0,"blank",127.76,0,-1,"Satisfice",89.046,0,"Orthogonal",26.446,0,"Orthogonal",51.6,0,-1,7.31268333333333,0,-8,5.0421
"G5HED","111","winter22","asynch","Male",20,"Spanish","Third","United States","I tried my best on each question","3","4","3","","",8.69843333333333,"2","chrome","1920","937","control","online-replication",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,5.84465,26.9753076923077,3.234,63.877,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",47.798,0,-1,"Orthogonal",42.596,0,"Orthogonal",12.193,0,"Orthogonal",9.425,0,-5,2.97103333333333,0,-8,2.87361666666667
"H0HHM","121","winter22","asynch","Female",24,"Spanish","Fourth","United States","I tried my best on each question","1","5","5","I somewhat like looking at graphs, & I like to organize & plan. So I was actually very interested & intrigued by the study description when I first learned that I'd be looking at schedules. ","",14.01835,"1","chrome","1366","689","impasse","online-replication",13,-0.213585434173669,7.50641025641026,0.697802197802198,0,13,13,13,1,5.55856666666667,25.6549230769231,12.837,50.387,13,0,0,0,0,0,0,0,1,1,"Triangular",45.369,1,1,"Triangular",43.771,1,"Triangular",50.387,1,"Triangular",18.124,5,5,2.42565,8,8,3.13291666666667
"HF78R","121","winter22","asynch","Male",21,"English","Fourth","United States of America","I tried my best on each question","3","3","4","","no",35.6469833333333,"2","chrome","1440","821","impasse","online-replication",6.40581501831502,0.978571428571429,3.44506841198018,0.620879120879121,0,6,6,4,0.461538461538462,16.79815,77.5299230769231,5.967,224.905,6,2,2,0,3,2,2,1,1,1,"Triangular",155.626,1,1,"Triangular",43.885,0,"Orthogonal",88.282,0,"Tversky",126.589,3,3,8.74288333333333,3,1,8.05526666666667
"HV8ZE","121","winter22","asynch","Female",20,"Spanish","Third","USA","I tried my best on each question","5","2","5","","NO",10.9188166666667,"1","chrome","1395","693","impasse","online-replication",3.83054029304029,2.26915266106443,5.14331501831502,0.843822843822844,0,2,2,-0.5,0.153846153846154,7.40786666666667,34.1901538461538,10.211,126.887,2,3,5,1,2,5,2,0,0,-1,"Satisfice",46.571,0,0.5,"Tversky",36.092,0,"Tversky",49.908,1,"Triangular",17.997,0,0,2.48501666666667,2,-0.5,4.92285
"JCKEW","111","winter22","asynch","Female",20,"English","Second","USA","I tried my best on each question","3","4","2","im v tired; could have done better","nope",8.68666666666667,"1","chrome","1536","722","control","online-replication",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,5.81753333333333,26.8501538461538,3.604,66.191,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",18.706,0,-1,"Orthogonal",52.121,0,"Orthogonal",22.734,0,"Orthogonal",44.042,0,-5,2.21476666666667,0,-8,3.60276666666667
"JDHT2","111","winter22","asynch","Female",20,"Korean","Second","Korea ","I tried my best on most questions","3","2","3","","",9.68616666666667,"2.5","chrome","1280","688","control","online-replication",-0.145270415858651,4.83925339366516,1.66373087696617,0,0,1,1,-5,0.0769230769230769,5.91045,27.279,5.5,86.297,1,6,3,0,3,3,3,0,0,-1,"Orthogonal",12.277,1,1,"Triangular",17.624,0,"Orthogonal",25.501,0,"Orthogonal",36.892,1,-1,1.54235,0,-4,4.3681
"JHTYA","111","winter22","asynch","Female",24,"Spanish","Fourth","United States","I tried my best on each question","1","3","4","","",18.8103833333333,"2","chrome","1366","689","control","online-replication",0.71771978021978,5.12080101271278,1.59755440637794,0,0,2,2,-5.5,0.153846153846154,11.0073666666667,50.8032307692308,9.86,305.979,2,6,1,0,4,1,4,0,0,-1,"Orthogonal",31.048,1,1,"Triangular",70.792,0,"Orthogonal",21.658,0,"Orthogonal",25.075,1,-1,2.68658333333333,1,-4.5,8.32078333333333
"JMZMZ","121","winter22","asynch","Male",21,"English","Third","United States","I tried my best on most questions","4","3","2","I think it would have been helpful to know that it was possible to move on without selecting an answer from the beginning. ","No",12.6038833333333,"1","chrome","1440","731","impasse","online-replication",-0.407175177763413,6.85714285714286,-0.574822236586942,1,0,0,0,-9.5,0,9.47306666666667,43.7218461538462,7.804,124.894,0,7,0,2,4,0,1,3,0,0,"blank",54.658,0,0,"blank",124.894,0,"Orthogonal",35.983,0,"Orthogonal",32.799,0,-2,5.6831,0,-7.5,3.78996666666667
"KGNC3","121","winter22","asynch","Female",20,"English","Third","USA","I tried my best on each question","3","3","4","","N/A",10.1517333333333,"2","chrome","1620","929","impasse","online-replication",11.9285714285714,-0.213585434173669,7.50641025641026,0.697802197802198,0,12,12,12.5,0.923076923076923,7.17578333333333,33.119,6.086,170.42,12,0,1,0,0,1,0,0,1,1,"Triangular",23.583,1,1,"Triangular",170.42,1,"Triangular",68.011,1,"Triangular",13.957,4,4.5,4.52475,8,8,2.65103333333333
"LAZ3T","111","fall21","asynch","Female",18,"Other","First","USA","NULL","NULL","NULL","NULL","NULL","NULL",12.27405,"NULL","NULL","NULL","NULL","control","online-replication",13,-0.540508511096746,8.08974358974359,0,0,13,13,13,1,6.58503333333333,30.3924615384615,6.468,97.152,13,0,0,0,0,0,0,0,1,1,"Triangular",24.046,1,1,"Triangular",75.294,1,"Triangular",15.4,1,"Triangular",33.572,5,5,2.29498333333333,8,8,4.29005
"M3E87","121","winter22","asynch","Female",19,"English","Second","United States","I tried my best on most questions","4","2","3","I didn't know at all how to interpret the first set of questions about the graph. I left some blank if I couldn't see any that satisfied the condition and guessed on some others. The second set when Korrin (I think?) took over scheduling made sense and was much easier. I hope I answered more of those correctly.","no",18.0362166666667,"1","chrome","1440","821","impasse","online-replication",0.644152661064426,7.5,0.484001292824822,-0.296703296703297,0,0,0,-8.5,0,13.1936333333333,60.8936923076923,6.463,133.831,0,8,1,0,4,1,2,2,0,0.5,"Tversky",102.681,0,0,"blank",133.831,0,"Orthogonal",14.6,0,"Orthogonal",125.401,0,-0.5,7.31831666666667,0,-8,5.87531666666667
"ML0PA","121","winter22","asynch","Female",21,"Arabic","Third","Syria","I tried my best on each question","4","2","1","the overall diagram is hard to interpret.","No",9.5144,"1","chrome","1261","729","impasse","online-replication",-0.067156862745098,6.5,-0.305147058823529,0,0,0,0,-7,0,6.23715,28.7868461538462,7.741,115.273,0,7,0,0,6,0,0,6,0,0,"blank",18.551,0,0,"blank",115.273,0,"Orthogonal",20.559,0,"Orthogonal",27.162,0,0,3.22525,0,-7,3.0119
"NBR5N","121","winter22","asynch","Female",19,"English","Second","United States of America","I tried my best on each question","3","4","5","","No",12.97525,"3","chrome","1440","789","impasse","online-replication",13,-0.213585434173669,7.50641025641026,0.697802197802198,0,13,13,13,1,3.72543333333333,17.1943076923077,7.457,57.334,13,0,0,0,0,0,0,0,1,1,"Triangular",28.246,1,1,"Triangular",19.224,1,"Triangular",25.769,1,"Triangular",10.026,5,5,1.38996666666667,8,8,2.33546666666667
"NDBCA","121","winter22","asynch","Female",20,"English","Second","USA","I tried my best on most questions","4","2","3","I think having a calculator or clock on the screen would help","Anxiety",22.9969333333333,"1","chrome","1549","910","impasse","online-replication",10.2939102564103,-0.213585434173669,7.10641025641026,0.697802197802198,0,10,11,10,0.846153846153846,16.8780333333333,77.8986153846154,6.744,221.696,11,0,0,0,2,0,2,0,1,1,"Triangular",46.314,0,-0.5,"?",201.729,1,"Triangular",44.213,1,"Triangular",221.696,4,3.5,6.65995,7,6.5,10.2180833333333
"NEK50","111","winter22","asynch","Female",19,"English","First","United States","I tried my best on each question","3","4","3","","",14.9882166666667,"1","chrome","1634","1026","control","online-replication",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,9.15473333333333,42.2526153846154,8.967,110.425,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",75.904,0,-1,"Orthogonal",50.219,0,"Orthogonal",29.465,0,"Orthogonal",43.453,0,-5,4.84246666666667,0,-8,4.31226666666667
