"subject","study","term","pool","mode","block","explicit","impasse","grid","mark","ixn","gwidth","gheight","graph","time_elapsed_m","question","relation","q","correct","discriminant","tri_score","orth_score","other_score","blank_score","answer","rt_s","condition"
"5FMKD","SGC3A","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",2.42728333333333,"Which shift(s) end at 4 pm?","endtime","4","FALSE",-0.0833333333333333,0,0,1,0,"F",41.499,"121"
"5FMKD","SGC3A","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",3.27493333333333,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE",-0.0833333333333333,0,0,1,0,"F",50.765,"121"
"5FMKD","SGC3A","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",3.48236666666667,"Which shift(s) are six hours long?","duration","6","TRUE",0,2,2,0,0,"E,G",9.37,"121"
"5FMKD","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",3.82325,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE",-0.583333333333333,0,1,1,0,"F,Z",20.35,"121"
"5FMKD","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",4.31293333333333,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE",-0.166666666666667,0,0,2,0,"I,J",29.288,"121"
"5FMKD","SGC3A","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",4.52046666666667,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","TRUE",0,1,1,0,0,"I",12.347,"121"
"5FMKD","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",4.75715,"Which shift(s) end at the same time as F?","ends","10","FALSE",-1,0,1,0,0,"X",14.106,"121"
"5FMKD","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",4.8577,"Which shift(s) start at 12pm?","starttime","11","FALSE",-1,0,2,0,0,"B,F",5.936,"121"
"5FMKD","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",4.92768333333333,"Which shift(s) start at the same time as F?","starts","12","FALSE",-1,0,1,0,0,"B",4.097,"121"
"5FMKD","SGC3A","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",5.35836666666667,"Which 2 shifts end when Z begins?","meets","13","FALSE",-0.5,1,2,0,0,"F,X",25.732,"121"
"5FMKD","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",5.55478333333333,"Which shift(s) end at 3pm?","endtime","14","FALSE",-1,0,1,0,0,"B",11.69,"121"
"5FMKD","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",5.95491666666667,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE",0,0,0,0,1,"",23.908,"121"
"E7S9U","SGC3A","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",0.9676,"Which shift(s) start at 11 am?","starttime","1","FALSE",-1,0,1,0,0,"A",12.223,"111"
"E7S9U","SGC3A","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",1.11835,"Which shift(s) start at the same time as D?","starts","2","FALSE",-1,0,1,0,0,"E",8.927,"111"
"E7S9U","SGC3A","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",2.87258333333333,"Which shift(s) begin when C ends?","meets","3","FALSE",-0.0833333333333333,0,0,1,0,"K",105.131,"111"
"E7S9U","SGC3A","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",3.07223333333333,"Which shift(s) end at 4 pm?","endtime","4","FALSE",-0.0833333333333333,0,0,1,0,"E",11.637,"111"
"E7S9U","SGC3A","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",3.4412,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE",-1.08333333333333,0,1,1,0,"X,U",22.027,"111"
"E7S9U","SGC3A","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",4.05658333333333,"Which shift(s) are six hours long?","duration","6","FALSE",-0.0833333333333333,1,1,1,0,"E,F",35.206,"111"
"E7S9U","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",4.79176666666667,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE",0.5,1,0,0,0,"X",43.979,"111"
"E7S9U","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",5.35123333333333,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE",-1,0,1,0,0,"E",33.377,"111"
"E7S9U","SGC3A","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",5.58423333333333,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","TRUE",0,1,1,0,0,"I",13.769,"111"
"E7S9U","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",6.43511666666667,"Which shift(s) end at the same time as F?","ends","10","FALSE",0,0,0,0,1,"",50.943,"111"
"E7S9U","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",6.57225,"Which shift(s) start at 12pm?","starttime","11","FALSE",-1,0,2,0,0,"B,F",8.118,"111"
"E7S9U","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",6.65615,"Which shift(s) start at the same time as F?","starts","12","FALSE",-1,0,1,0,0,"B",4.886,"111"
"E7S9U","SGC3A","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",6.95928333333333,"Which 2 shifts end when Z begins?","meets","13","FALSE",0,0,0,0,1,"",18.062,"111"
"E7S9U","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",7.1363,"Which shift(s) end at 3pm?","endtime","14","FALSE",0,0,0,0,1,"",10.512,"111"
"E7S9U","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",7.74386666666667,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE",-0.166666666666667,0,0,2,0,"B,G",36.344,"111"
"HOMX9","SGC3A","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",4.65021666666667,"Which shift(s) start at 11 am?","starttime","1","FALSE",-1,0,1,0,0,"A",22.993,"111"
