"subject","study","term","pool","mode","condition","pretty_condition","block","explicit","impasse","grid","mark","ixn","gwidth","gheight","graph","time_elapsed_m","question","relation","q","correct","answer","rt_s"
"CKQ8J","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_test","1","1","1","1","1",600,600,"triangular",7.42371666666667,"Which shift(s) start at 12pm?","starttime","11","FALSE","B,F",6.941
"CKQ8J","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_test","1","1","1","1","1",600,600,"triangular",7.67326666666667,"Which shift(s) start at the same time as F?","starts","12","FALSE","B",14.875
"CKQ8J","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",8.17628333333333,"Which 2 shifts end when Z begins?","meets","13","FALSE","F,X",30.128
"CKQ8J","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_test","1","1","1","1","1",600,600,"triangular",8.68798333333333,"Which shift(s) end at 3pm?","endtime","14","FALSE","B",30.624
"CKQ8J","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_test","1","1","1","1","1",600,600,"triangular",10.32015,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE","F",97.85
"82VVD","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_scaffold","1","1","1","1","1",600,600,"triangular",0.7694,"Which shift(s) start at 11 am?","starttime","1","FALSE","A",6.606
"82VVD","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_scaffold","1","1","1","1","1",600,600,"triangular",0.876866666666667,"Which shift(s) start at the same time as D?","starts","2","FALSE","E",6.397
"82VVD","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_scaffold","1","1","1","1","1",600,600,"triangular",1.08818333333333,"Which shift(s) begin when C ends?","meets","3","FALSE","A",12.629
"82VVD","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_scaffold","1","1","1","1","1",600,600,"triangular",1.98128333333333,"Which shift(s) end at 4 pm?","endtime","4","FALSE","U",53.536
"82VVD","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_scaffold","1","1","1","1","1",600,600,"triangular",2.56975,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE","U",35.248
"82VVD","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",2.75718333333333,"Which shift(s) are six hours long?","duration","6","TRUE","E,G",6.276
"82VVD","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_test","1","1","1","1","1",600,600,"triangular",2.88786666666667,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE","B,F",7.787
"82VVD","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_test","1","1","1","1","1",600,600,"triangular",3.34916666666667,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE","E",27.611
"82VVD","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",3.6468,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","TRUE","I",17.802
"82VVD","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_test","1","1","1","1","1",600,600,"triangular",3.9175,"Which shift(s) end at the same time as F?","ends","10","FALSE","X",16.199
"82VVD","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_test","1","1","1","1","1",600,600,"triangular",4.00595,"Which shift(s) start at 12pm?","starttime","11","FALSE","B,F",5.24
"82VVD","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_test","1","1","1","1","1",600,600,"triangular",4.0711,"Which shift(s) start at the same time as F?","starts","12","FALSE","B",3.852
"82VVD","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",4.3548,"Which 2 shifts end when Z begins?","meets","13","FALSE","F,X",16.964
"82VVD","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_test","1","1","1","1","1",600,600,"triangular",4.50246666666667,"Which shift(s) end at 3pm?","endtime","14","FALSE","B",8.797
"82VVD","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_test","1","1","1","1","1",600,600,"triangular",4.8319,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE","E,F",19.722
"5J3H6","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_scaffold","1","1","1","1","1",600,600,"triangular",1.39328333333333,"Which shift(s) start at 11 am?","starttime","1","FALSE","A",15.65
"5J3H6","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_scaffold","1","1","1","1","1",600,600,"triangular",1.61063333333333,"Which shift(s) start at the same time as D?","starts","2","FALSE","E",12.993
"5J3H6","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_scaffold","1","1","1","1","1",600,600,"triangular",2.70648333333333,"Which shift(s) begin when C ends?","meets","3","FALSE","Z",65.705
"5J3H6","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_scaffold","1","1","1","1","1",600,600,"triangular",3.821,"Which shift(s) end at 4 pm?","endtime","4","FALSE","U",66.726
"5J3H6","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_scaffold","1","1","1","1","1",600,600,"triangular",6.49688333333333,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE","U",160.38
"5J3H6","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",6.7758,"Which shift(s) are six hours long?","duration","6","TRUE","E,G",9.618
"5J3H6","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_test","1","1","1","1","1",600,600,"triangular",8.0343,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE","B,F",75.435
"5J3H6","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_test","1","1","1","1","1",600,600,"triangular",8.99315,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE","E",57.335
"5J3H6","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",10.91605,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","TRUE","I",115.306
"5J3H6","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_test","1","1","1","1","1",600,600,"triangular",11.8062833333333,"Which shift(s) end at the same time as F?","ends","10","FALSE","F,X",53.191
"5J3H6","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_test","1","1","1","1","1",600,600,"triangular",11.9656166666667,"Which shift(s) start at 12pm?","starttime","11","FALSE","B,F",9.47
"5J3H6","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_test","1","1","1","1","1",600,600,"triangular",12.1668666666667,"Which shift(s) start at the same time as F?","starts","12","FALSE","B",12.028
"5J3H6","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",12.9649833333333,"Which 2 shifts end when Z begins?","meets","13","FALSE","F,X",47.795
"5J3H6","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_test","1","1","1","1","1",600,600,"triangular",13.5011666666667,"Which shift(s) end at 3pm?","endtime","14","FALSE","B",32.102
"5J3H6","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_test","1","1","1","1","1",600,600,"triangular",14.7386,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE","E",74.17
"M6Y4Z","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_scaffold","1","1","1","1","1",600,600,"triangular",1.07578333333333,"Which shift(s) start at 11 am?","starttime","1","TRUE","F",22.857
"M6Y4Z","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_scaffold","1","1","1","1","1",600,600,"triangular",1.29095,"Which shift(s) start at the same time as D?","starts","2","TRUE","K",12.826
"M6Y4Z","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_scaffold","1","1","1","1","1",600,600,"triangular",1.6271,"Which shift(s) begin when C ends?","meets","3","FALSE","O,J",20.107
"M6Y4Z","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_scaffold","1","1","1","1","1",600,600,"triangular",1.83058333333333,"Which shift(s) end at 4 pm?","endtime","4","FALSE","B",12.147
"M6Y4Z","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_scaffold","1","1","1","1","1",600,600,"triangular",2.31996666666667,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE","X",29.301
"M6Y4Z","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",2.93638333333333,"Which shift(s) are six hours long?","duration","6","FALSE","C,H",14.749
"M6Y4Z","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_test","1","1","1","1","1",600,600,"triangular",3.37996666666667,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","TRUE","O,X",26.546
"M6Y4Z","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_test","1","1","1","1","1",600,600,"triangular",4.1914,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE","O",48.623
"M6Y4Z","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",4.64961666666667,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","FALSE","I,O",27.431
"M6Y4Z","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_test","1","1","1","1","1",600,600,"triangular",4.75823333333333,"Which shift(s) end at the same time as F?","ends","10","FALSE","Z",6.423
"M6Y4Z","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_test","1","1","1","1","1",600,600,"triangular",4.99163333333333,"Which shift(s) start at 12pm?","starttime","11","TRUE","L,M",13.944
"M6Y4Z","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_test","1","1","1","1","1",600,600,"triangular",5.17793333333333,"Which shift(s) start at the same time as F?","starts","12","FALSE","Z",11.115
"M6Y4Z","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",5.71415,"Which 2 shifts end when Z begins?","meets","13","FALSE","N",32.109
"M6Y4Z","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_test","1","1","1","1","1",600,600,"triangular",6.18321666666667,"Which shift(s) end at 3pm?","endtime","14","TRUE","X",28.081
"M6Y4Z","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_test","1","1","1","1","1",600,600,"triangular",6.50168333333333,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE","E,F",18.997
"F7Q5V","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_scaffold","1","1","3","1","1",600,600,"triangular",1.62656666666667,"Which shift(s) start at 11 am?","starttime","1","FALSE","A",26.424
"F7Q5V","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_scaffold","1","1","3","1","1",600,600,"triangular",1.8861,"Which shift(s) start at the same time as D?","starts","2","FALSE","E",15.461
"F7Q5V","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_scaffold","1","1","3","1","1",600,600,"triangular",2.06596666666667,"Which shift(s) begin when C ends?","meets","3","FALSE","Z",10.682
"F7Q5V","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_scaffold","1","1","3","1","1",600,600,"triangular",2.72636666666667,"Which shift(s) end at 4 pm?","endtime","4","FALSE","F,U",39.522
"F7Q5V","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_scaffold","1","1","3","1","1",600,600,"triangular",3.55466666666667,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE","U",49.602
"F7Q5V","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_nondiscriminant","1","1","3","1","1",600,600,"triangular",3.7801,"Which shift(s) are six hours long?","duration","6","TRUE","E,G",7.968
"F7Q5V","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_test","1","1","3","1","1",600,600,"triangular",3.95825,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE","B,F",10.59
"F7Q5V","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_test","1","1","3","1","1",600,600,"triangular",4.45463333333333,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE","E",29.679
"F7Q5V","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_nondiscriminant","1","1","3","1","1",600,600,"triangular",5.11485,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","FALSE","A,K,P",39.51
"F7Q5V","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_test","1","1","3","1","1",600,600,"triangular",5.7693,"Which shift(s) end at the same time as F?","ends","10","FALSE","G",39.166
"F7Q5V","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_test","1","1","3","1","1",600,600,"triangular",6.33018333333333,"Which shift(s) start at 12pm?","starttime","11","FALSE","K",33.548
"F7Q5V","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_test","1","1","3","1","1",600,600,"triangular",6.79175,"Which shift(s) start at the same time as F?","starts","12","FALSE","B,J,Z",27.589
"F7Q5V","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_nondiscriminant","1","1","3","1","1",600,600,"triangular",7.14243333333333,"Which 2 shifts end when Z begins?","meets","13","FALSE","F,X",20.935
"F7Q5V","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_test","1","1","3","1","1",600,600,"triangular",7.39973333333333,"Which shift(s) end at 3pm?","endtime","14","FALSE","B",15.333
"F7Q5V","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_test","1","1","3","1","1",600,600,"triangular",7.77635,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE","B,F",22.494
"V82NP","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_scaffold","1","1","3","1","1",600,600,"triangular",1.54235,"Which shift(s) start at 11 am?","starttime","1","TRUE","F",20.515
"V82NP","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_scaffold","1","1","3","1","1",600,600,"triangular",1.68038333333333,"Which shift(s) start at the same time as D?","starts","2","TRUE","K",8.143
"V82NP","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_scaffold","1","1","3","1","1",600,600,"triangular",2.02731666666667,"Which shift(s) begin when C ends?","meets","3","TRUE","F",20.731
"V82NP","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_scaffold","1","1","3","1","1",600,600,"triangular",2.1343,"Which shift(s) end at 4 pm?","endtime","4","FALSE","B",6.331
"V82NP","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_scaffold","1","1","3","1","1",600,600,"triangular",3.20988333333333,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE","Z",64.451
"V82NP","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_nondiscriminant","1","1","3","1","1",600,600,"triangular",3.37485,"Which shift(s) are six hours long?","duration","6","TRUE","E,G",5.269
"V82NP","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_test","1","1","3","1","1",600,600,"triangular",3.87268333333333,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","TRUE","O,X",29.763
"V82NP","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_test","1","1","3","1","1",600,600,"triangular",4.62165,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","TRUE","G",44.8
"V82NP","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_nondiscriminant","1","1","3","1","1",600,600,"triangular",4.9553,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","TRUE","I",19.934
"V82NP","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_test","1","1","3","1","1",600,600,"triangular",5.063,"Which shift(s) end at the same time as F?","ends","10","TRUE","E",6.276
"V82NP","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_test","1","1","3","1","1",600,600,"triangular",5.23228333333333,"Which shift(s) start at 12pm?","starttime","11","TRUE","L,M",10.07
"V82NP","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_test","1","1","3","1","1",600,600,"triangular",5.34838333333333,"Which shift(s) start at the same time as F?","starts","12","TRUE","G",6.872
"V82NP","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_nondiscriminant","1","1","3","1","1",600,600,"triangular",5.541,"Which 2 shifts end when Z begins?","meets","13","TRUE","E,F",11.475
"V82NP","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_test","1","1","3","1","1",600,600,"triangular",5.69853333333333,"Which shift(s) end at 3pm?","endtime","14","TRUE","X",9.309
"V82NP","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_test","1","1","3","1","1",600,600,"triangular",5.90726666666667,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","TRUE","K,X",12.441
"REWC9","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_scaffold","1","1","3","1","1",600,600,"triangular",1.6276,"Which shift(s) start at 11 am?","starttime","1","FALSE","A",18.169
"REWC9","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_scaffold","1","1","3","1","1",600,600,"triangular",1.81416666666667,"Which shift(s) start at the same time as D?","starts","2","FALSE","E",11.14
"REWC9","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_scaffold","1","1","3","1","1",600,600,"triangular",2.16306666666667,"Which shift(s) begin when C ends?","meets","3","FALSE","F,G",20.874
"REWC9","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_scaffold","1","1","3","1","1",600,600,"triangular",2.79651666666667,"Which shift(s) end at 4 pm?","endtime","4","FALSE","D,E",37.964
"REWC9","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_scaffold","1","1","3","1","1",600,600,"triangular",3.5486,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","TRUE","O",45.069
"REWC9","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_nondiscriminant","1","1","3","1","1",600,600,"triangular",4.13428333333333,"Which shift(s) are six hours long?","duration","6","TRUE","E,G",16.905
"REWC9","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_test","1","1","3","1","1",600,600,"triangular",4.73915,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE","F,Z",36.246
"REWC9","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_test","1","1","3","1","1",600,600,"triangular",6.42753333333333,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE","O",101.243
"REWC9","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_nondiscriminant","1","1","3","1","1",600,600,"triangular",7.15506666666667,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","FALSE","F",43.474
"REWC9","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_test","1","1","3","1","1",600,600,"triangular",7.31886666666667,"Which shift(s) end at the same time as F?","ends","10","FALSE","B",9.774
"REWC9","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_test","1","1","3","1","1",600,600,"triangular",7.5129,"Which shift(s) start at 12pm?","starttime","11","FALSE","B,F",11.589
"REWC9","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_test","1","1","3","1","1",600,600,"triangular",7.66525,"Which shift(s) start at the same time as F?","starts","12","FALSE","B",9.084
"REWC9","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_nondiscriminant","1","1","3","1","1",600,600,"triangular",8.15651666666667,"Which 2 shifts end when Z begins?","meets","13","FALSE","D,N",29.419
"REWC9","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_test","1","1","3","1","1",600,600,"triangular",8.76345,"Which shift(s) end at 3pm?","endtime","14","FALSE","D,H,L,N,P,Z",36.355
"REWC9","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_test","1","1","3","1","1",600,600,"triangular",9.08413333333333,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","TRUE","K,X",19.189
"GN4BR","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_scaffold","1","1","1","1","1",600,600,"triangular",0.624333333333333,"Which shift(s) start at 11 am?","starttime","1","FALSE","A,O,I",16.135
"GN4BR","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_scaffold","1","1","1","1","1",600,600,"triangular",0.752666666666667,"Which shift(s) start at the same time as D?","starts","2","FALSE","J",7.57
"GN4BR","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_scaffold","1","1","1","1","1",600,600,"triangular",0.999433333333333,"Which shift(s) begin when C ends?","meets","3","FALSE","Z",14.694
"GN4BR","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_scaffold","1","1","1","1","1",600,600,"triangular",1.58293333333333,"Which shift(s) end at 4 pm?","endtime","4","FALSE","U",34.888
"GN4BR","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_scaffold","1","1","1","1","1",600,600,"triangular",1.82936666666667,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","TRUE","O",14.66
"GN4BR","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",2.1842,"Which shift(s) are six hours long?","duration","6","TRUE","E,G",18.94
"GN4BR","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_test","1","1","1","1","1",600,600,"triangular",2.53496666666667,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE","B",20.927
"GN4BR","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_test","1","1","1","1","1",600,600,"triangular",3.13673333333333,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE","J",35.984
"GN4BR","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",3.21143333333333,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","FALSE","J",4.341
"GN4BR","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_test","1","1","1","1","1",600,600,"triangular",3.31266666666667,"Which shift(s) end at the same time as F?","ends","10","FALSE","Z",5.956
"GN4BR","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_test","1","1","1","1","1",600,600,"triangular",3.47783333333333,"Which shift(s) start at 12pm?","starttime","11","FALSE","B,F",9.788
"GN4BR","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_test","1","1","1","1","1",600,600,"triangular",3.74451666666667,"Which shift(s) start at the same time as F?","starts","12","FALSE","Z",15.879
"GN4BR","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",4.03866666666667,"Which 2 shifts end when Z begins?","meets","13","FALSE","M,X",17.527
"GN4BR","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_test","1","1","1","1","1",600,600,"triangular",4.21563333333333,"Which shift(s) end at 3pm?","endtime","14","FALSE","K,O",10.5
"GN4BR","SGC4D","summer22","prolific","asynch","11111112","ORTH-equilateral","item_test","1","1","1","1","1",600,600,"triangular",4.27041666666667,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE","X",3.171
"R1T02","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_scaffold","1","1","3","1","1",600,600,"triangular",1.1465,"Which shift(s) start at 11 am?","starttime","1","FALSE","A",13.021
"R1T02","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_scaffold","1","1","3","1","1",600,600,"triangular",1.27381666666667,"Which shift(s) start at the same time as D?","starts","2","FALSE","D",7.595
"R1T02","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_scaffold","1","1","3","1","1",600,600,"triangular",1.45448333333333,"Which shift(s) begin when C ends?","meets","3","FALSE","Z",10.801
"R1T02","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_scaffold","1","1","3","1","1",600,600,"triangular",1.76915,"Which shift(s) end at 4 pm?","endtime","4","FALSE","U",18.834
"R1T02","SGC4D","summer22","prolific","asynch","11311112","TRI-equilateral","item_scaffold","1","1","3","1","1",600,600,"triangular",2.59235,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE","F",49.356
