"subject","session","term","condition","ts_n","tt_n","triangular_score","os_n","ot_n","orthogonal_score","explicit","impasse","axis","triangular_time","totalTime","ts_t","tt_t","attn_check","native_language","year","major","country","sex","age"
"TD0NU","a15428815","fall21","111",0,2,2,4,9,13,"1","1","Orthogonal-XInside-YFull",452568,584711,163825,288743,1,"English","Fourth","Social Sciences (incl. CogSci)","United States","Female",21
"WYZCU","a09436222","fall21","111",1,3,4,2,8,10,"1","1","Orthogonal-XInside-YFull",383985,481224,66693,317292,1,"Other","Fourth","Social Sciences (incl. CogSci)","United States","Male",31
"LS93R","a16583212","fall21","121",0,2,2,0,6,6,"1","2","Orthogonal-XInside-YFull",263210,365564,107952,155258,1,"Other","Fourth","Social Sciences (incl. CogSci)","usa","Female",21
"60VNG","a17126609","fall21","121",0,2,2,0,7,7,"1","2","Orthogonal-XInside-YFull",446604,629357,156459,290145,1,"English","Third","Social Sciences (incl. CogSci)","USA","Female",28
"YAFMA","a15923414","fall21","121",0,1,1,0,2,2,"1","2","Orthogonal-XInside-YFull",148699,230498,56203,92496,1,"English","Third","Social Sciences (incl. CogSci)","United States","Female",20
"VP6G3","a15415850","fall21","121",1,2,3,0,4,4,"1","2","Orthogonal-XInside-YFull",319725,399145,84831,234894,1,"Mandarin or Cantonese","Fourth","Social Sciences (incl. CogSci)","China","Male",21
"7DJGJ","a15839424","fall21","121",0,2,2,0,3,3,"1","2","Orthogonal-XInside-YFull",353784,471448,118552,235232,1,"Other","Third","Social Sciences (incl. CogSci)","india","Female",20
"STJP3","a15530049","fall21","111",0,2,2,5,10,15,"1","1","Orthogonal-XInside-YFull",459046,554606,202355,256691,1,"English","Fourth","Biomedical & Health Sciences","USA","Male",21
"S8NY4","a16553672","fall21","111",1,2,3,3,6,9,"1","1","Orthogonal-XInside-YFull",526429,653732,140639,385790,1,"Other","Fourth","Social Sciences (incl. CogSci)","China","Male",22
"K7HM9","a16906699","fall21","111",5,10,15,0,2,2,"1","1","Orthogonal-XInside-YFull",872200,2040169,200344,671856,1,"English","First","Math or Computer Sciences","United States","Male",18
"YUWCZ","a16578015","fall21","111",4,7,11,0,1,1,"1","1","Orthogonal-XInside-YFull",733542,834031,213597,519945,1,"Spanish","Fourth","Social Sciences (incl. CogSci)","United States","Female",22
"YJN2B","a15927876","fall21","121",0,2,2,0,9,9,"1","2","Orthogonal-XInside-YFull",524903,623292,171175,353728,1,"Other","Third","Biomedical & Health Sciences","US","Female",21
"LPY8N","a16194024","fall21","111",0,2,2,5,9,14,"1","1","Orthogonal-XInside-YFull",492461,624600,213030,279431,1,"English","Second","Social Sciences (incl. CogSci)","United States","Female",19
"KNH2B","a16683922","fall21","111",0,2,2,5,10,15,"1","1","Orthogonal-XInside-YFull",574927,930712,166706,408221,1,"English","Second","Social Sciences (incl. CogSci)","United States","Female",19
"GB4TH","a15454598","fall21","111",1,5,6,2,3,5,"1","1","Orthogonal-XInside-YFull",347867,438398,157873,189994,1,"English","Fourth","Social Sciences (incl. CogSci)","USA","Female",21
"ECJQV","a15977973","fall21","121",1,1,2,0,2,2,"1","2","Orthogonal-XInside-YFull",206400,258626,115900,90500,1,"Spanish","Third","Social Sciences (incl. CogSci)","United States","Female",20
"UN6MT","a17174133","fall21","111",0,2,2,5,9,14,"1","1","Orthogonal-XInside-YFull",542328,644217,176105,366223,1,"English","Third","Social Sciences (incl. CogSci)","United States of America","Male",21
"WWMDF","a17213518","fall21","111",0,2,2,5,10,15,"1","1","Orthogonal-XInside-YFull",555816,838353,210305,345511,1,"English","Third","Social Sciences (incl. CogSci)","\nUnited States","Male",25
"PQA54","a15558540","fall21","111",0,2,2,3,10,13,"1","1","Orthogonal-XInside-YFull",707172,927830,340072,367100,1,"Spanish","Fourth","Social Sciences (incl. CogSci)","United States","Female",21
"5TMTW","a15882706","fall21","121",0,2,2,0,10,10,"1","2","Orthogonal-XInside-YFull",656123,742363,302900,353223,1,"English","Third","Social Sciences (incl. CogSci)","United States of America","Male",19
"57KJC","a16524240","fall21","121",4,10,14,0,2,2,"1","2","Orthogonal-XInside-YFull",409887,507342,151573,258314,1,"Spanish","Fourth","Social Sciences (incl. CogSci)","USA","Male",22
"240Y4","a15903042","fall21","121",1,2,3,0,7,7,"1","2","Orthogonal-XInside-YFull",411451,6660976,99825,311626,1,"Other","Third","Biomedical & Health Sciences","South Korea","Female",21
"K9UQH","a16413173","fall21","121",0,2,2,0,10,10,"1","2","Orthogonal-XInside-YFull",1437022,2015618,648148,788874,1,"Other","Second","Math or Computer Sciences","India","Female",18
"WRHPM","a16613812","fall21","121",5,8,13,0,2,2,"1","2","Orthogonal-XInside-YFull",364749,468300,98508,266241,1,"English","Fourth","Social Sciences (incl. CogSci)","USA","Male",22
"SG6TQ","w17156565","fall21","111",1,3,4,2,5,7,"1","1","Orthogonal-XInside-YFull",530923,608728,178809,352114,1,"Other","Third","Social Sciences (incl. CogSci)","Vietnam","Male",21
"OE3DT","a15889123","fall21","121",1,8,9,0,1,1,"1","2","Orthogonal-XInside-YFull",631122,866689,244204,386918,1,"English","Third","Social Sciences (incl. CogSci)","USA","Female",20
"9S5Z0","a16528837","fall21","111",0,2,2,5,8,13,"1","1","Orthogonal-XInside-YFull",1115078,1404111,191912,923166,1,"Other","Fourth","Social Sciences (incl. CogSci)","USA","Male",23
"HUNJ8","a15481598","fall21","121",0,2,2,0,8,8,"1","2","Orthogonal-XInside-YFull",417355,509051,133107,284248,1,"English","Fourth","Biomedical & Health Sciences","United States","Female",21
"EA6YH","a17147364","fall21","111",0,2,2,3,6,9,"1","1","Orthogonal-XInside-YFull",674544,861525,175422,499122,1,"English","Third","Social Sciences (incl. CogSci)","USA","Female",20
"8BB1M","a16950015","fall21","111",0,2,2,4,8,12,"1","1","Orthogonal-XInside-YFull",591960,712487,183925,408035,1,"English","First","Humanities","USA","Female",18
"ARCSZ","a17184034","fall21","121",1,2,3,0,9,9,"1","2","Orthogonal-XInside-YFull",674334,754846,126343,547991,1,"Mandarin or Cantonese","Third","Humanities","us\nus","Male",20
"HCGNQ","a15926963","fall21","121",0,1,1,0,2,2,"1","2","Orthogonal-XInside-YFull",567368,684230,439956,127412,1,"Other","Third","Social Sciences (incl. CogSci)","US","Female",20
"OHLRP","a17203114","fall21","111",0,1,1,0,1,1,"1","1","Orthogonal-XInside-YFull",348764,490022,70313,278451,1,"English","Third","Social Sciences (incl. CogSci)","us","Female",24
"1QMGP","a15777676","fall21","121",0,2,2,0,6,6,"1","2","Orthogonal-XInside-YFull",495194,586980,134299,360895,1,"English","Third","Social Sciences (incl. CogSci)","US","Female",20
"XCK4Q","a15497274","fall21","111",1,2,3,3,6,9,"1","1","Orthogonal-XInside-YFull",420535,515393,137153,283382,1,"English","Fourth","Humanities","US","Female",21
"K5PDZ","a15897677","fall21","111",5,9,14,0,1,1,"1","1","Orthogonal-XInside-YFull",400067,507339,98544,301523,1,"English","Third","Social Sciences (incl. CogSci)","United States","Other",20
"OUCFL","a15428617","fall21","121",1,6,7,0,2,2,"1","2","Orthogonal-XInside-YFull",539705,656693,193891,345814,1,"English","Fourth","Biomedical & Health Sciences","United States\nUnited States","Female",21
"QOR74","a16843950","fall21","121",1,2,3,0,8,8,"1","2","Orthogonal-XInside-YFull",622713,754030,263565,359148,1,"English","First","Social Sciences (incl. CogSci)","India\nIndia","Male",18
"BK0TH","a16324253","fall21","111",0,2,2,5,10,15,"1","1","Orthogonal-XInside-YFull",489682,618472,171708,317974,1,"Mandarin or Cantonese","Second","Math or Computer Sciences","China","Male",20
"9EYZ0","a15960978","fall21","121",4,8,12,0,2,2,"1","2","Orthogonal-XInside-YFull",652054,783943,164652,487402,1,"English","Third","Social Sciences (incl. CogSci)","U.S.","Female",20
"02DBM","a16775456","fall21","121",5,10,15,0,2,2,"1","2","Orthogonal-XInside-YFull",964589,1029252,443127,521462,1,"English","First","Social Sciences (incl. CogSci)","USA","Male",19
"E6KMK","a16074760","fall21","111",0,2,2,2,8,10,"1","1","Orthogonal-XInside-YFull",1107260,1558678,257520,849740,1,"Spanish","Fifth","Biomedical & Health Sciences","Mexico","Female",25
"EZ7J5","a16109769","fall21","111",1,7,8,2,4,6,"1","1","Orthogonal-XInside-YFull",458399,584089,74123,384276,1,"English","Fifth","Social Sciences (incl. CogSci)","United States","Male",25
"LAZ3T","a16885269","fall21","111",5,10,15,0,2,2,"1","1","Orthogonal-XInside-YFull",623603,736443,137699,485904,1,"Other","First","Biomedical & Health Sciences","USA","Female",18
"0F1A8","a15404283","fall21","111",0,2,2,4,8,12,"1","1","Orthogonal-XInside-YFull",671639,814827,316085,355554,1,"Other","Fourth","Social Sciences (incl. CogSci)","Iraq","Female",21
"AU0MW","a15874333","fall21","121",0,2,2,0,10,10,"1","2","Orthogonal-XInside-YFull",398328,478207,159450,238878,1,"Other","Third","Social Sciences (incl. CogSci)","United Arab Emirates","Male",20
"ACEXT","a15515318","fall21","121",0,2,2,0,1,1,"1","2","Orthogonal-XInside-YFull",847220,947995,497624,349596,1,"English","Fourth","Social Sciences (incl. CogSci)","United States\nUnited States","Female",22
"TBQB2","a159507373","fall21","121",2,8,10,0,2,2,"1","2","Orthogonal-XInside-YFull",294540,443846,131440,163100,1,"English","Third","Math or Computer Sciences","United States of America","Male",20
"63VL0","a1677674","fall21","121",2,9,11,0,1,1,"1","2","Orthogonal-XInside-YFull",523063,885253,146456,376607,1,"English","Second","Social Sciences (incl. CogSci)","USA","Female",19
"1JW7Y","a16759561","fall21","121",0,1,1,0,2,2,"1","2","Orthogonal-XInside-YFull",1032930,1111307,404408,628522,1,"Spanish","First","Social Sciences (incl. CogSci)","Mexico","Female",18
"M9WY5","a15767120","fall21","111",0,2,2,4,10,14,"1","1","Orthogonal-XInside-YFull",901143,991579,250902,650241,1,"English","Third","Social Sciences (incl. CogSci)","USA","Female",20
"N5NRY","a15526867","fall21","111",3,9,12,2,2,4,"1","1","Orthogonal-XInside-YFull",567178,679475,175221,391957,1,"English","Fourth","Social Sciences (incl. CogSci)","United States ","Female",21
"DGJQ3","a1770579","fall21","111",2,2,4,0,2,2,"1","1","Orthogonal-XInside-YFull",211818,288953,68275,143543,1,"English","Fourth","Social Sciences (incl. CogSci)","United States\nUnited States","Female",21
"VRHYF","a16664786","fall21","111",0,2,2,5,10,15,"1","1","Orthogonal-XInside-YFull",271196,322002,112346,158850,1,"English","Second","Social Sciences (incl. CogSci)","United States of America","Male",19
"8DL90","16114839","fall21","121",4,4,8,0,1,1,"1","2","Orthogonal-XInside-YFull",119005,174531,36854,82151,1,"English","Third","Social Sciences (incl. CogSci)","Japan","Female",22
"UO0XA","a16965466","fall21","121",1,2,3,0,9,9,"1","2","Orthogonal-XInside-YFull",473419,540347,138684,334735,1,"Mandarin or Cantonese","First","Social Sciences (incl. CogSci)","Japan","Male",19
"EMKFA","a15274291","fall21","121",2,6,8,0,4,4,"1","2","Orthogonal-XInside-YFull",486024,663959,193248,292776,1,"Spanish","Fifth","Social Sciences (incl. CogSci)","U.S.","Female",22
"PFFEV","a16145321","fall21","111",0,2,2,4,9,13,"1","1","Orthogonal-XInside-YFull",858775,1037756,318717,540058,1,"Other","Third","Social Sciences (incl. CogSci)","France","Female",19
"CHP0K","a17155299","fall21","121",2,8,10,0,2,2,"1","2","Orthogonal-XInside-YFull",570234,692210,195112,375122,1,"English","Third","Social Sciences (incl. CogSci)","United States of America","Female",26
"3SYRX","a15568892","fall21","121",5,10,15,0,2,2,"1","2","Orthogonal-XInside-YFull",354961,452799,85610,269351,1,"English","Fourth","Social Sciences (incl. CogSci)","USA","Female",21
"YK2A6","15862635","fall21","111",0,2,2,4,8,12,"1","1","Orthogonal-XInside-YFull",271660,356059,96086,175574,1,"English","Third","Social Sciences (incl. CogSci)","usa\n","Female",20
"YAZM5","a16328170","fall21","121",4,8,12,0,1,1,"1","2","Orthogonal-XInside-YFull",1032642,1168112,257998,774644,1,"Spanish","Second","Social Sciences (incl. CogSci)","United States of America","Female",19
"XV7KZ","a15826500","fall21","111",0,2,2,5,8,13,"1","1","Orthogonal-XInside-YFull",443898,513007,169461,274437,1,"English","Third","Natural Sciences","United States of America","Female",20
"S0WU7","a15131176","fall21","121",4,6,10,0,1,1,"1","2","Orthogonal-XInside-YFull",813552,884064,349904,463648,1,"English","Fifth","Social Sciences (incl. CogSci)","USA","Female",22
"4URRL","a15401485","fall21","121",0,2,2,0,9,9,"1","2","Orthogonal-XInside-YFull",1035277,1252839,295642,739635,1,"English","Fourth","Social Sciences (incl. CogSci)","United States Of America ","Female",21
"0LCME","a15418907","fall21","121",0,2,2,0,10,10,"1","2","Orthogonal-XInside-YFull",513928,619107,126559,387369,1,"English","Fourth","Social Sciences (incl. CogSci)","USA","Male",21
"K3AE8","a16811213","fall21","121",0,2,2,0,10,10,"1","2","Orthogonal-XInside-YFull",497163,1271358,262543,234620,1,"English","First","Humanities","United States of America","Male",18
"KT7ZF","a16577976","fall21","121",0,2,2,0,3,3,"1","2","Orthogonal-XInside-YFull",438818,647232,123690,315128,1,"Other","Fourth","Social Sciences (incl. CogSci)","Somalia","Female",30
"XG38D","a15865479","fall21","111",0,1,1,5,6,11,"1","1","Orthogonal-XInside-YFull",522095,641445,192487,329608,1,"English","Third","Social Sciences (incl. CogSci)","United States","Female",20
"694WT","a15853813","fall21","111",0,2,2,3,8,11,"1","1","Orthogonal-XInside-YFull",1672371,1769805,747312,925059,1,"Mandarin or Cantonese","Third","Social Sciences (incl. CogSci)","Taiwan ","Female",20
"8V8HJ","a16229507","fall21","111",0,2,2,3,8,11,"1","1","Orthogonal-XInside-YFull",571669,688446,207808,363861,1,"Spanish","Second","Social Sciences (incl. CogSci)","U.S.A","Female",19
"XKX1V","a16686754","fall21","121",1,2,3,0,7,7,"1","2","Orthogonal-XInside-YFull",545648,646349,103362,442286,1,"English","Fourth","Social Sciences (incl. CogSci)","Philippines","Female",22
"5P3XF","a16430000","fall21","121",5,8,13,0,2,2,"1","2","Orthogonal-XInside-YFull",472245,526264,157998,314247,1,"Spanish","Second","Humanities","Ecuador","Female",20
"96GEP","a16219353","fall21","121",4,8,12,0,2,2,"1","2","Orthogonal-XInside-YFull",714243,847727,230968,483275,1,"Other","Second","Natural Sciences","Iraq","Female",20
"OFOB1","17012262","fall21","111",0,6,6,2,3,5,"1","1","Orthogonal-XInside-YFull",593093,749430,216832,376261,1,"English","First","Social Sciences (incl. CogSci)","USA","Female",18
"SV1K5","a17170924","fall21","111",0,2,2,5,10,15,"1","1","Orthogonal-XInside-YFull",479777,560573,139773,340004,1,"English","Third","Social Sciences (incl. CogSci)","United States","Male",21
"QADB9","a17091192","fall21","111",0,2,2,3,9,12,"1","1","Orthogonal-XInside-YFull",810123,1167070,369782,440341,1,"Other","First","Humanities","Philippines","Female",18
"7BV0L","a15513832","fall21","111",0,2,2,5,8,13,"1","1","Orthogonal-XInside-YFull",633899,755583,205502,428397,1,"English","Fourth","Social Sciences (incl. CogSci)","USA","Male",21
"WB4HC","a16847802","fall21","111",0,2,2,5,8,13,"1","1","Orthogonal-XInside-YFull",1111365,1253084,304592,806773,1,"Mandarin or Cantonese","First","Math or Computer Sciences","United States","Male",18
"0EMZW","a16768747","fall21","121",5,10,15,0,2,2,"1","2","Orthogonal-XInside-YFull",318624,483953,107941,210683,1,"English","First","Social Sciences (incl. CogSci)","United States of America","Male",18
"CLV1E","a15805246","fall21","121",1,8,9,0,1,1,"1","2","Orthogonal-XInside-YFull",996395,1112770,535872,460523,1,"Spanish","Third","Social Sciences (incl. CogSci)","United States","Female",20
"QXNXR","a16263989","fall21","121",5,10,15,0,2,2,"1","2","Orthogonal-XInside-YFull",706015,866350,165019,540996,1,"English","Second","Social Sciences (incl. CogSci)","United States","Female",19
"N8PCJ","a15920946","fall21","121",0,2,2,0,8,8,"1","2","Orthogonal-XInside-YFull",1568044,1707308,777831,790213,1,"Spanish","Third","Fine Arts","The United States","Other",20
"DMUWM","a6125989","fall21","111",0,1,1,2,5,7,"1","1","Orthogonal-XInside-YFull",740622,1227960,95197,645425,1,"Mandarin or Cantonese","Fourth","Social Sciences (incl. CogSci)","China","Female",24
"B44PE","a17235796","fall21","121",4,9,13,0,2,2,"1","2","Orthogonal-XInside-YFull",452985,614489,140823,312162,1,"Mandarin or Cantonese","Third","Social Sciences (incl. CogSci)","USA","Male",20
"P83KE","a15461540","fall21","121",0,2,2,0,9,9,"1","2","Orthogonal-XInside-YFull",644317,780054,306424,337893,1,"English","Fourth","Social Sciences (incl. CogSci)","United States of America","Female",21
"ARL8H","a15399879","fall21","121",0,2,2,0,8,8,"1","2","Orthogonal-XInside-YFull",779561,868984,481401,298160,1,"Other","Fourth","Social Sciences (incl. CogSci)","USA","Male",21
"UH8DS","a15902241","fall21","121",0,1,1,0,9,9,"1","2","Orthogonal-XInside-YFull",498254,565147,200607,297647,1,"English","Third","Biomedical & Health Sciences","U.S","Female",20
"W8QQ3","a16788617","fall21","121",5,9,14,0,1,1,"1","2","Orthogonal-XInside-YFull",335103,421721,100523,234580,1,"English","First","Engineering","United States","Female",18
"ZL796","a16333285","fall21","111",0,2,2,4,9,13,"1","1","Orthogonal-XInside-YFull",580882,692483,209374,371508,1,"English","Second","Social Sciences (incl. CogSci)","USA","Female",19
"LNVKO","a16143137","fall21","111",5,10,15,0,2,2,"1","1","Orthogonal-XInside-YFull",353296,511343,81166,272130,1,"English","Third","Social Sciences (incl. CogSci)","USA","Male",20
"U820R","a15867428","fall21","111",0,2,2,4,9,13,"1","1","Orthogonal-XInside-YFull",711379,833991,318990,392389,1,"English","Third","Social Sciences (incl. CogSci)","USA","Female",20
"ZZNSP","a16686690","fall21","111",0,2,2,5,10,15,"1","1","Orthogonal-XInside-YFull",816182,1134603,167588,648594,1,"English","Fourth","Humanities","US","Male",25
"K7HSV","a17191922","fall21","121",1,1,2,0,4,4,"1","2","Orthogonal-XInside-YFull",456670,554337,195554,261116,1,"English","Third","Social Sciences (incl. CogSci)","United Sates","Female",21
"KEMWH","a16122200","fall21","111",1,2,3,4,7,11,"1","1","Orthogonal-XInside-YFull",398805,493852,143779,255026,1,"Other","Third","Social Sciences (incl. CogSci)","Iran","Female",20
"2CZP7","a16681470","fall21","111",0,2,2,4,7,11,"1","1","Orthogonal-XInside-YFull",1065157,1144775,270885,794272,1,"English","Second","Social Sciences (incl. CogSci)","Untied States of America","Female",19
"F86ZM","a16348868","fall21","111",0,2,2,0,9,9,"1","1","Orthogonal-XInside-YFull",598723,739556,356432,242291,1,"Mandarin or Cantonese","Second","Social Sciences (incl. CogSci)","China","Female",19
"6VLV8","a16247152","fall21","121",0,2,2,0,8,8,"1","2","Orthogonal-XInside-YFull",478441,572644,196257,282184,1,"English","Second","Social Sciences (incl. CogSci)","united states","Female",19
"KPZTN","a15428681","fall21","121",1,2,3,0,4,4,"1","2","Orthogonal-XInside-YFull",259191,318448,91996,167195,1,"English","Fourth","Social Sciences (incl. CogSci)","China","Female",21
"XOZJ7","a17243733","fall21","111",0,3,3,2,4,6,"1","1","Orthogonal-XInside-YFull",353928,462176,140178,213750,1,"Other","Fifth","Social Sciences (incl. CogSci)","Morocco","Female",22
"GY85V","a15461338","fall21","111",0,2,2,3,10,13,"1","1","Orthogonal-XInside-YFull",721448,835081,419139,302309,1,"English","Fourth","Biomedical & Health Sciences","US","Male",21
"CN995","a16806645","fall21","121",2,10,12,0,2,2,"1","2","Orthogonal-XInside-YFull",481131,791895,143873,337258,1,"English","First","Engineering","United States","Male",18
"1SY41","a15673149","fall21","121",5,10,15,0,2,2,"1","2","Orthogonal-XInside-YFull",800678,1245146,361115,439563,1,"English","Fourth","Social Sciences (incl. CogSci)","United States","Female",21
